"Serie","Periodo","Hablantes_de_lengua_indígena|Total_(15_años_y_más)","Hablantes_de_lengua_indígena|Mujeres_(15_años_y_más)","Hablantes_de_lengua_indígena|Hombres_(15_años_y_más)",
"Proporción_de_tiempo_dedicado_al_trabajo_doméstico_y_de_cuidado_no_remunerado,_desglosada_por_hablantes_de_lengua_indígena","2024","16.98847921","24.48709401","7.462902947",
"Proporción_de_tiempo_dedicado_al_trabajo_doméstico_y_de_cuidado_no_remunerado,_desglosada_por_hablantes_de_lengua_indígena","2019","18.49135627","27.44115787","7.868376719",
"Proporción_de_tiempo_dedicado_al_trabajo_doméstico_y_de_cuidado_no_remunerado,_desglosada_por_hablantes_de_lengua_indígena","2014","18.21582648","28.42307125","6.417924748",
