"Serie","Periodo","Hablantes_de_lengua_indígena|Total_(15_años_y_más)","Hablantes_de_lengua_indígena|Mujeres_(15_años_y_más)","Hablantes_de_lengua_indígena|Hombres_(15_años_y_más)",
"Proporción_del_Tiempo_dedicado_al_cuidado_no_remunerado","2024","5.536140347","6.83235917","3.447223945",
"Proporción_del_Tiempo_dedicado_al_cuidado_no_remunerado","2019","6.496338025","8.249375427","4.007130185",
"Proporción_del_Tiempo_dedicado_al_cuidado_no_remunerado","2014","6.51994046","8.736242336","3.422837797",
