"Serie","Periodo","Hablantes_de_lengua_indígena|Total_(15_años_y_más)","Hablantes_de_lengua_indígena|Mujeres_(15_años_y_más)","Hablantes_de_lengua_indígena|Hombres_(15_años_y_más)",
"Tiempo_dedicado_al_cuidado_no_remunerado","2024","1.328673683","1.639766201","0.827333747",
"Tiempo_dedicado_al_cuidado_no_remunerado","2019","1.559121126","1.979850102","0.961711244",
"Tiempo_dedicado_al_cuidado_no_remunerado","2014","1.56478571","2.096698161","0.821481071",
