"Serie","Periodo","Hablantes_de_lengua_indígena|Total_(15_años_y_más)","Hablantes_de_lengua_indígena|Mujeres_(15_años_y_más)","Hablantes_de_lengua_indígena|Hombres_(15_años_y_más)",
"Proporción_del_Tiempo_dedicado_al_trabajo_doméstico","2024","14.0139193","20.34809461","5.877536852",
"Proporción_del_Tiempo_dedicado_al_trabajo_doméstico","2019","14.85849572","22.35580919","5.860237846",
"Proporción_del_Tiempo_dedicado_al_trabajo_doméstico","2014","14.53990214","22.95175832","4.697235563",
