"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Accidentes_y_enfermedades_de_trabajo","2024","387,303","235,560","151,743",
"Accidentes_y_enfermedades_de_trabajo","2023","411,418","256,548","154,870",
"Accidentes_y_enfermedades_de_trabajo","2022","435,456","260,198","175,258",
"Accidentes_y_enfermedades_de_trabajo","2021","376,980","232,033","144,947",
"Accidentes_y_enfermedades_de_trabajo","2020","411,475","239,935","171,540",
"Accidentes_y_enfermedades_de_trabajo","2019","409,566","270,833","138,733",
"Accidentes_y_enfermedades_de_trabajo","2018","413,416","278,568","134,848",
"Accidentes_y_enfermedades_de_trabajo","2017","401,950","274,669","127,281",
"Accidentes_y_enfermedades_de_trabajo","2016","432,021","298,920","133,101",
"Accidentes_y_enfermedades_de_trabajo","2015","432,257","300,608","131,649",
"Accidentes_y_enfermedades_de_trabajo","2014","414,481","293,267","121,214",
"Accidentes_y_enfermedades_de_trabajo","2013","420,891","298,532","122,359",
"Accidentes_y_enfermedades_de_trabajo","2012","433,853","308,176","123,398",
"Accidentes_y_enfermedades_de_trabajo","2011","429,498","304,899","120,331",
"Accidentes_y_enfermedades_de_trabajo","2010","405,647","286,067","111,636",
"Accidentes_y_enfermedades_de_trabajo","2009","400,066","274,240","101,164",
"Accidentes_y_enfermedades_de_trabajo","2008","415,478","256,322","91,286",
