"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2024","21,905,614","13,085,917","8,819,697",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2023","21,467,972","12,954,706","8,513,266",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2022","20,717,849","12,577,471","8,140,378",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2021","19,843,230","12,143,626","7,699,604",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2020","19,457,040","11,999,751","7,457,289",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2019","19,974,508","12,354,123","7,620,385",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2018","19,516,567","12,164,889","7,351,678",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2017","18,740,283","11,774,282","6,966,001",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2016","18,206,112","11,496,536","6,709,576",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2015","17,533,488","11,138,986","6,394,502",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2014","16,803,995","10,715,649","6,088,346",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2013","16,224,336","10,333,812","5,890,524",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2012","15,671,552","10,006,937","5,664,615",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2011","14,971,173","9,527,045","5,444,128",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2010","14,342,126","9,104,471","5,237,655",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2009","13,814,544","7,712,274","6,102,270",
"Trabajadores_con_seguro_de_riesgo_de_trabajo","2008","14,260,309","7,961,132","6,299,177",
