"Serie","Periodo","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_24_que_nacieron_en_México","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_24_que_nacieron_en_otro_país","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_24_con_cambio_de_residencia_1_año_(interna_y_externa)","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_19_que_nacieron_en_México","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_19_que_nacieron_en_otro_país","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_19_con_cambio_de_residencia_1_año_(interna_y_externa)","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_20_a_24_que_nacieron_en_México","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_20_a_24_que_nacieron_en_otro_país","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_20_a_24_con_cambio_de_residencia_1_año_(interna_y_externa)",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2024","9,004,023","86,332","149,344","3,115,656","36,351","40,467","5,888,367","49,982","108,878",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2023","9,082,099","86,669","144,436","3,142,797","40,600","39,916","5,939,302","46,069","104,520",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2022","9,001,408","83,535","137,198","3,132,512","36,763","42,272","5,868,897","46,771","94,927",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2021","8,713,326","78,448","110,689","3,159,791","37,881","37,550","5,553,535","40,567","73,139",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2020","8,259,126","68,881","ND","2,938,767","34,826","ND","5,320,358","34,055","ND",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2019","8,927,907","71,548","ND","3,242,146","33,364","ND","5,685,761","38,184","ND",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2018","8,712,045","47,946","ND","3,155,616","23,772","ND","5,556,429","24,174","ND",
"Total_de_jóvenes_ocupados_del_grupo_de_edad","2017","8,645,160","47,265","ND","3,095,847","20,726","ND","5,549,313","26,539","ND",
