"Serie","Periodo","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_24_que_nacieron_en_México","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_24_que_nacieron_en_otro_país","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_24_con_cambio_de_residencia_1_año_(interna_y_externa)","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_19_que_nacieron_en_México","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_19_que_nacieron_en_otro_país","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_15_a_19_con_cambio_de_residencia_1_año_(interna_y_externa)","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_20_a_24_que_nacieron_en_México","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_20_a_24_que_nacieron_en_otro_país","Jóvenes_de_15_a_24_que_no_estudian_ni_trabajan|Jóvenes_de_20_a_24_con_cambio_de_residencia_1_año_(interna_y_externa)",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2024","16.0244552","14.87321646","21.73958106","12.22785371","10.01946201","20.04982689","20.10946738","23.72652173","22.82080586",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2023","16.03763092","14.67577775","22.24075442","12.1308847","10.57429007","17.62559924","20.21825342","22.77957531","25.11636673",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2022","6.938359006","7.670874559","11.22809803","5.035236133","5.258462233","10.13931627","8.982997208","12.37908387","12.03950847",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2021","8.117188067","6.167935118","12.87492349","5.606722288","4.10778127","9.56418409","10.84630771","10.38223204","15.40500519",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2020","8.677635727","7.237786263","ND","5.87064631","4.727454391","ND","11.79716802","13.24032563","ND",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2019","7.257904612","6.27153441","ND","5.267247322","4.451297005","ND","9.483262626","10.35786181","ND",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2018","6.708900367","4.718318866","ND","4.787678888","3.022239995","ND","8.84719129","9.14750477","ND",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación,_desglosado_según_el_lugar_de_nacimiento_y_de_residencia","2017","6.845706235","6.470041266","ND","4.856299486","5.31439974","ND","9.070935295","8.660516215","ND",
