"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres","Grupo_de_edad|Menores_de_18_años","Grupo_de_edad|De_18_años_o_más","Grupo_de_edad|Entre_12_y_29_años_de_edad","Grupo_de_edad|De_0_a_11_años_y_de_30_años_o_más","Grupo_de_edad|De_65_años_o_más","Grupo_de_edad|Menores_de_65_años",
"Proporción_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_de_acuerdo_con_las_definiciones_nacionales_(2016_-_2022)","2022","36.3141904843","35.641517002","36.933596397","45.809013541","32.46075613","37.5269959333","35.8119120364","31.0681876822","36.8820182164",
"Proporción_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_de_acuerdo_con_las_definiciones_nacionales_(2016_-_2022)","2020","43.9113547784","43.4094561126","44.381081686","52.599432957","40.3231997518","46.0557502779","42.9875679126","37.8736610153","44.536136485",
"Proporción_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_de_acuerdo_con_las_definiciones_nacionales_(2016_-_2022)","2018","41.9059105108","41.1639719563","42.6060943348","50.2691833057","38.0697985318","42.3425589736","41.7137573702","43.1732236559","41.7908031652",
"Proporción_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_de_acuerdo_con_las_definiciones_nacionales_(2016_-_2022)","2016","43.2314482601","42.5666434477","43.8548048946","51.3104378618","39.2647960801","43.8745631182","42.9477034632","42.4820198861","43.2950407184",
