"Serie","Periodo","Regiones|Total","Regiones|Localidad_de_15_000_y_más_habitantes","Regiones|Localidad_de_menos_de_15_000_habitantes","Regiones|Región_Noroeste_(Baja_California,_Baja_California_Sur,_Chihuahua,_Durango,_Sinaloa,_Sonora)","Regiones|Región_Noreste_(Coahuila,_Nuevo_León,_San_Luis_Potosí,_Tamaulipas)","Regiones|Región_Occidente_y_Bajío_(Aguascalientes,_Guanajuato,_Jalisco,_Michoacán,_Nayarit,_Querétaro,_Zacatecas,_Colima)","Regiones|Región_Ciudad_de_México_(Ciudad_de_México)","Regiones|Región_Centro_Sur_y_Oriente_(Estado_de_México,_Hidalgo,_Morelos,_Puebla,_Tlaxcala,_Veracruz)","Regiones|Región_Sur_(Campeche,_Chiapas,_Guerrero,_Quintana_Roo,_Tabasco,_Yucatán,_Oaxaca)",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_región_geográfica_o_tamaño_de_localidad","2024","76.53974","82.34319","65.52925","84.62243","84.89844","72.76099","80.02715","76.13237","67.65175",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_región_geográfica_o_tamaño_de_localidad","2021","67.78282819","74.16060526","56.05084122","75.68366815","77.01485043","69.30868418","74.24597541","62.02795932","60.14500109",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_región_geográfica_o_tamaño_de_localidad","2018","68.32160488","74.35235209","57.07345221","82.28673687","75.41184346","66.57517491","72.12865695","60.3293212","67.62465076",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_región_geográfica_o_tamaño_de_localidad","2015","68.38713423","75.165984","55.86408037","NA","NA","NA","NA","NA","NA",
