"Serie","Periodo","Regiones_Hidrológico-Administrativas_(RHA)|Nacional","Regiones_Hidrológico-Administrativas_(RHA)|I_Península_de_Baja_California","Regiones_Hidrológico-Administrativas_(RHA)|II_Noroeste","Regiones_Hidrológico-Administrativas_(RHA)|III_Pacífico_Norte","Regiones_Hidrológico-Administrativas_(RHA)|IV_Balsas","Regiones_Hidrológico-Administrativas_(RHA)|V_Pacífico_Sur","Regiones_Hidrológico-Administrativas_(RHA)|VI_Río_Bravo","Regiones_Hidrológico-Administrativas_(RHA)|VII_Cuencas_Centrales_del_Norte","Regiones_Hidrológico-Administrativas_(RHA)|VIII_Lerma_-_Santiago_-_Pacífico","Regiones_Hidrológico-Administrativas_(RHA)|IX_Golfo_Norte","Regiones_Hidrológico-Administrativas_(RHA)|X_Golfo_Centro","Regiones_Hidrológico-Administrativas_(RHA)|XI_Frontera_Sur","Regiones_Hidrológico-Administrativas_(RHA)|XII_Península_de_Yucatán","Regiones_Hidrológico-Administrativas_(RHA)|XIII_Aguas_del_Valle_de_México",
"Población_que_se_abastece_con_llave_pública_o_hidrante","2022","263,385","6,048","1,908","6,498","24,712","19,457","12,754","6,768","66,374","14,864","29,299","35,774","4,207","34,722",
"Población_que_se_abastece_con_llave_pública_o_hidrante","2020","196,517","3,050","3,027","5,507","22,054","30,628","12,627","11,246","36,727","19,212","14,504","12,725","2,054","23,156",
"Población_que_se_abastece_con_llave_pública_o_hidrante","2018","276,038","32,232","3,678","2,283","52,215","13,105","16,779","24,409","42,313","16,094","27,786","3,231","0","41,913",
"Población_que_se_abastece_con_llave_pública_o_hidrante","2016","242,767","17,332","2,238","2,930","9,289","3,559","24,354","6,550","43,406","19,129","15,975","49,848","2,065","46,092",
"Población_que_se_abastece_con_llave_pública_o_hidrante","2014","393,605","4,272","0","2,870","4,841","29,907","16,304","0","83,269","16,697","69,328","113,826","387","51,904",
