"Serie","Periodo","Regiones_Hidrológico-Administrativas_(RHA)|Nacional","Regiones_Hidrológico-Administrativas_(RHA)|I_Península_de_Baja_California","Regiones_Hidrológico-Administrativas_(RHA)|II_Noroeste","Regiones_Hidrológico-Administrativas_(RHA)|III_Pacífico_Norte","Regiones_Hidrológico-Administrativas_(RHA)|IV_Balsas","Regiones_Hidrológico-Administrativas_(RHA)|V_Pacífico_Sur","Regiones_Hidrológico-Administrativas_(RHA)|VI_Río_Bravo","Regiones_Hidrológico-Administrativas_(RHA)|VII_Cuencas_Centrales_del_Norte","Regiones_Hidrológico-Administrativas_(RHA)|VIII_Lerma_-_Santiago_-_Pacífico","Regiones_Hidrológico-Administrativas_(RHA)|IX_Golfo_Norte","Regiones_Hidrológico-Administrativas_(RHA)|X_Golfo_Centro","Regiones_Hidrológico-Administrativas_(RHA)|XI_Frontera_Sur","Regiones_Hidrológico-Administrativas_(RHA)|XII_Península_de_Yucatán","Regiones_Hidrológico-Administrativas_(RHA)|XIII_Aguas_del_Valle_de_México",
"Población_con_agua_entubada_fuera_de_la_vivienda_pero_dentro_del_predio_con_un_servicio_diario","2022","10,043,427","147,135","206,688","444,210","926,531","706,916","281,965","279,117","1,213,540","545,260","1,827,788","1,602,784","738,688","1,122,805",
"Población_con_agua_entubada_fuera_de_la_vivienda_pero_dentro_del_predio_con_un_servicio_diario","2020","10,545,505","167,397","269,947","489,078","833,350","815,692","306,604","277,094","1,422,510","645,415","1,702,916","1,415,011","746,400","1,454,091",
"Población_con_agua_entubada_fuera_de_la_vivienda_pero_dentro_del_predio_con_un_servicio_diario","2018","12,770,929","201,704","283,815","581,412","1,288,346","656,121","351,897","311,807","1,854,504","829,577","2,023,749","1,787,045","826,237","1,774,715",
"Población_con_agua_entubada_fuera_de_la_vivienda_pero_dentro_del_predio_con_un_servicio_diario","2016","12,903,164","178,626","315,265","569,703","1,338,351","678,943","438,149","419,230","1,678,893","1,002,349","2,231,856","1,415,689","906,495","1,729,615",
"Población_con_agua_entubada_fuera_de_la_vivienda_pero_dentro_del_predio_con_un_servicio_diario","2014","13,838,414","275,198","286,833","605,868","1,183,958","628,221","396,926","448,020","1,546,738","672,040","3,083,226","1,756,479","955,490","1,999,417",
