"Serie","Periodo","Regiones_Hidrológico-Administrativas_(RHA)|Nacional","Regiones_Hidrológico-Administrativas_(RHA)|I_Península_de_Baja_California","Regiones_Hidrológico-Administrativas_(RHA)|II_Noroeste","Regiones_Hidrológico-Administrativas_(RHA)|III_Pacífico_Norte","Regiones_Hidrológico-Administrativas_(RHA)|IV_Balsas","Regiones_Hidrológico-Administrativas_(RHA)|V_Pacífico_Sur","Regiones_Hidrológico-Administrativas_(RHA)|VI_Río_Bravo","Regiones_Hidrológico-Administrativas_(RHA)|VII_Cuencas_Centrales_del_Norte","Regiones_Hidrológico-Administrativas_(RHA)|VIII_Lerma_-_Santiago_-_Pacífico","Regiones_Hidrológico-Administrativas_(RHA)|IX_Golfo_Norte","Regiones_Hidrológico-Administrativas_(RHA)|X_Golfo_Centro","Regiones_Hidrológico-Administrativas_(RHA)|XI_Frontera_Sur","Regiones_Hidrológico-Administrativas_(RHA)|XII_Península_de_Yucatán","Regiones_Hidrológico-Administrativas_(RHA)|XIII_Aguas_del_Valle_de_México",
"Población_que_se_abastece_con_captación_de_agua_de_lluvia","2022","617,483","2,119","170","6,404","94,846","10,594","22,280","7,251","8,938","53,958","116,642","259,957","17,684","16,640",
"Población_que_se_abastece_con_captación_de_agua_de_lluvia","2020","530,296","135","742","658","35,652","2,621","6,385","13,567","10,185","70,149","270,869","100,980","15,641","2,712",
"Población_que_se_abastece_con_captación_de_agua_de_lluvia","2018","472,853","0","0","1,221","36,702","0","7,792","13,660","17,607","86,308","260,456","28,821","9,905","10,381",
"Población_que_se_abastece_con_captación_de_agua_de_lluvia","2016","286,506","41","972","0","24,677","3,465","20,369","2,930","8,983","57,124","4,843","131,837","13,673","17,592",
"Población_que_se_abastece_con_captación_de_agua_de_lluvia","2014","156,911","0","0","0","42,851","19,221","16,390","0","0","44,098","23,925","1,885","6,966","1,575",
