"Serie","Periodo","Regiones_Hidrológico-Administrativas_(RHA)|Nacional","Regiones_Hidrológico-Administrativas_(RHA)|I_Península_de_Baja_California","Regiones_Hidrológico-Administrativas_(RHA)|II_Noroeste","Regiones_Hidrológico-Administrativas_(RHA)|III_Pacífico_Norte","Regiones_Hidrológico-Administrativas_(RHA)|IV_Balsas","Regiones_Hidrológico-Administrativas_(RHA)|V_Pacífico_Sur","Regiones_Hidrológico-Administrativas_(RHA)|VI_Río_Bravo","Regiones_Hidrológico-Administrativas_(RHA)|VII_Cuencas_Centrales_del_Norte","Regiones_Hidrológico-Administrativas_(RHA)|VIII_Lerma_-_Santiago_-_Pacífico","Regiones_Hidrológico-Administrativas_(RHA)|IX_Golfo_Norte","Regiones_Hidrológico-Administrativas_(RHA)|X_Golfo_Centro","Regiones_Hidrológico-Administrativas_(RHA)|XI_Frontera_Sur","Regiones_Hidrológico-Administrativas_(RHA)|XII_Península_de_Yucatán","Regiones_Hidrológico-Administrativas_(RHA)|XIII_Aguas_del_Valle_de_México",
"Proporción_de_la_población_que_dispone_de_servicios_de_suministro_de_agua_potable_gestionados_de_manera_segura,_por_región_hidrológico-administrativa_(RHA)","2022","61.010425","81.235733","84.7336","86.317359","27.872495","23.514043","85.190422","56.44842","70.537005","53.278913","47.020611","45.40085","85.707793","60.385256",
"Proporción_de_la_población_que_dispone_de_servicios_de_suministro_de_agua_potable_gestionados_de_manera_segura,_por_región_hidrológico-administrativa_(RHA)","2020","64.390776","79.810708","86.075433","87.302123","29.499098","24.307099","93.360957","58.164094","72.102787","60.82789","51.868237","43.880651","89.730621","65.372967",
"Proporción_de_la_población_que_dispone_de_servicios_de_suministro_de_agua_potable_gestionados_de_manera_segura,_por_región_hidrológico-administrativa_(RHA)","2018","64.42419","78.04272","86.407073","84.099411","33.571243","22.138385","94.047038","58.096283","73.15036","70.384203","53.716419","48.26677","87.918952","61.966763",
"Proporción_de_la_población_que_dispone_de_servicios_de_suministro_de_agua_potable_gestionados_de_manera_segura,_por_región_hidrológico-administrativa_(RHA)","2016","65.501868","80.109561","90.778735","88.017814","35.495254","22.040016","91.93453","64.561081","75.897147","70.006954","52.274061","42.474149","90.474063","63.803731",
"Proporción_de_la_población_que_dispone_de_servicios_de_suministro_de_agua_potable_gestionados_de_manera_segura,_por_región_hidrológico-administrativa_(RHA)","2014","66.927992","79.170039","87.486253","84.332724","33.491679","16.954953","89.147446","68.178633","71.731915","62.652794","65.193421","49.653941","88.595828","71.36906",
