"Periodo","Proporción_de_dependencias_administrativas_locales_con_procedimientos_claramente_definidos_en_leyes_o_políticas_para_la_participación_de_los_usuarios_y_las_comunidades_en_la_planificación_de_programas_para_el_suministro_de_agua_potable_rural.",
"2023","70",
