"Serie","Periodo","Sexo|Total_Hijos_sobrevivientes_menores_de_5|Total","Sexo|Total_Hijos_sobrevivientes_menores_de_5|Menos_de_1_año","Sexo|Total_Hijos_sobrevivientes_menores_de_5|1_año","Sexo|Total_Hijos_sobrevivientes_menores_de_5|2_años","Sexo|Total_Hijos_sobrevivientes_menores_de_5|3_años","Sexo|Total_Hijos_sobrevivientes_menores_de_5|4_años","Sexo|Hombres_Hijos_sobrevivientes_menores_de_5|Total","Sexo|Hombres_Hijos_sobrevivientes_menores_de_5|Menos_de_1_año","Sexo|Hombres_Hijos_sobrevivientes_menores_de_5|1_año","Sexo|Hombres_Hijos_sobrevivientes_menores_de_5|2_años","Sexo|Hombres_Hijos_sobrevivientes_menores_de_5|3_años","Sexo|Hombres_Hijos_sobrevivientes_menores_de_5|4_años","Sexo|Mujeres_Hijos_sobrevivientes_menores_de_5|Total","Sexo|Mujeres_Hijos_sobrevivientes_menores_de_5|Menos_de_1_año","Sexo|Mujeres_Hijos_sobrevivientes_menores_de_5|1_año","Sexo|Mujeres_Hijos_sobrevivientes_menores_de_5|2_años","Sexo|Mujeres_Hijos_sobrevivientes_menores_de_5|3_años","Sexo|Mujeres_Hijos_sobrevivientes_menores_de_5|4_años",
"Total_de_hijos_sobrevivientes_menores_de_5_años","2023","7,811,799","1,407,271","1,469,153","1,490,690","1,643,904","1,800,781","3,939,786","731,226","735,034","737,566","830,255","905,705","3,872,013","676,045","734,119","753,124","813,649","895,076",
"Total_de_hijos_sobrevivientes_menores_de_5_años","2018","9,541,939","1,746,174","1,822,698","1,941,861","2,081,607","1,949,599","4,818,354","876,145","912,573","960,079","1,037,449","1,032,108","4,723,585","870,029","910,125","981,782","1,044,158","917,491",
"Total_de_hijos_sobrevivientes_menores_de_5_años","2014","10,179,256","1,918,585","1,953,386","2,062,975","2,142,504","2,101,806","5,209,775","1,004,102","1,008,273","1,042,464","1,089,267","1,065,669","4,969,481","914,483","945,113","1,020,511","1,053,237","1,036,137",
