"Serie","Periodo","Motivo_de_discriminación|Total_Sexo|Total","Motivo_de_discriminación|Total_Sexo|Hombres","Motivo_de_discriminación|Total_Sexo|Mujeres","Motivo_de_discriminación|Por_Sexo_Sexo|Total","Motivo_de_discriminación|Por_Sexo_Sexo|Hombres","Motivo_de_discriminación|Por_Sexo_Sexo|Mujeres","Motivo_de_discriminación|Por_Edad_Sexo|Total","Motivo_de_discriminación|Por_Edad_Sexo|Hombres","Motivo_de_discriminación|Por_Edad_Sexo|Mujeres","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Total","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Hombres","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Mujeres","Motivo_de_discriminación|Por_etnicidad_Sexo|Total","Motivo_de_discriminación|Por_etnicidad_Sexo|Hombres","Motivo_de_discriminación|Por_etnicidad_Sexo|Mujeres","Motivo_de_discriminación|Por_su_clase_social_Sexo|Total","Motivo_de_discriminación|Por_su_clase_social_Sexo|Hombres","Motivo_de_discriminación|Por_su_clase_social_Sexo|Mujeres","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Total","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Hombres","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Mujeres","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Total","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Hombres","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Mujeres","Motivo_de_discriminación|Por_estado_civil_Sexo|Total","Motivo_de_discriminación|Por_estado_civil_Sexo|Hombres","Motivo_de_discriminación|Por_estado_civil_Sexo|Mujeres","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Total","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Hombres","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Mujeres","Motivo_de_discriminación|Por_opinión_política_Sexo|Total","Motivo_de_discriminación|Por_opinión_política_Sexo|Hombres","Motivo_de_discriminación|Por_opinión_política_Sexo|Mujeres","Motivo_de_discriminación|Por_otros_motivos_Sexo|Total","Motivo_de_discriminación|Por_otros_motivos_Sexo|Hombres","Motivo_de_discriminación|Por_otros_motivos_Sexo|Mujeres",
"Población_de_18_años_y_más_que_declaro_haberse_sentido_personalmente_discriminada_por_algún_motivo_de_discriminicación","2022","21,805,990","9,794,125","12,011,865","5,177,084","939,837","4,237,247","4,662,221","1,890,746","2,771,475","1,162,201","630,661","531,540","1,058,606","507,882","550,724","3,590,161","1,700,672","1,889,489","3,426,758","1,636,046","1,790,712","4,331,196","1,710,282","2,620,914","3,012,196","845,264","2,166,932","677,925","304,254","373,671","5,355,553","2,838,120","2,517,433","13,248,519","6,030,998","7,217,521",
"Población_de_18_años_y_más_que_declaro_haberse_sentido_personalmente_discriminada_por_algún_motivo_de_discriminicación","2017","16,949,556","8,036,534","8,913,022","3,060,040","434,423","2,625,617","4,470,557","2,160,657","2,309,900","ND","ND","ND","ND","ND","ND","3,005,830","1,579,597","1,426,233","3,323,798","1,742,913","1,580,885","4,869,191","1,992,851","2,876,340","ND","ND","ND","560,979","226,979","334,000","ND","ND","ND","10,311,954","5,231,257","5,080,697",
