"Serie","Periodo","Sexo|Total_Edad_Enfermedades_por_vectores|Total","Sexo|Total_Edad_Enfermedades_por_vectores|Menor_de_1_año","Sexo|Total_Edad_Enfermedades_por_vectores|01-04_años","Sexo|Total_Edad_Enfermedades_por_vectores|05-09_años","Sexo|Total_Edad_Enfermedades_por_vectores|10-14_años","Sexo|Total_Edad_Enfermedades_por_vectores|15_a_19_años","Sexo|Total_Edad_Enfermedades_por_vectores|20-24_años","Sexo|Total_Edad_Enfermedades_por_vectores|25-44_años","Sexo|Total_Edad_Enfermedades_por_vectores|45-49_años","Sexo|Total_Edad_Enfermedades_por_vectores|50-59_años","Sexo|Total_Edad_Enfermedades_por_vectores|60-64_años","Sexo|Total_Edad_Enfermedades_por_vectores|65_años_y_mas","Sexo|Total_Edad_Enfermedades_por_vectores|Edad_desconocida","Sexo|Hombres_Edad_Enfermedades_por_vectores|Total","Sexo|Hombres_Edad_Enfermedades_por_vectores|Menor_de_1_año","Sexo|Hombres_Edad_Enfermedades_por_vectores|01-04_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|05-09_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|10-14_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|15_a_19_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|20-24_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|25-44_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|45-49_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|50-59_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|60-64_años","Sexo|Hombres_Edad_Enfermedades_por_vectores|65_años_y_mas","Sexo|Hombres_Edad_Enfermedades_por_vectores|Edad_desconocida","Sexo|Mujeres_Edad_Enfermedades_por_vectores|Total","Sexo|Mujeres_Edad_Enfermedades_por_vectores|Menor_de_1_año","Sexo|Mujeres_Edad_Enfermedades_por_vectores|01-04_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|05-09_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|10-14_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|15_a_19_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|20-24_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|25-44_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|45-49_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|50-59_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|60-64_años","Sexo|Mujeres_Edad_Enfermedades_por_vectores|65_años_y_mas","Sexo|Mujeres_Edad_Enfermedades_por_vectores|Edad_desconocida",
"Población_a_mitad_de_año","2024","132,274,416","2,026,101","8,263,688","10,595,260","11,154,118","11,291,046","11,201,816","39,590,124","7,904,372","13,790,849","5,239,508","11,217,534","NA","64,705,498","1,031,809","4,208,736","5,395,392","5,680,503","5,726,059","5,633,880","19,277,189","3,629,252","6,487,251","2,476,336","5,159,091","NA","67,568,918","994,292","4,054,952","5,199,868","5,473,615","5,564,987","5,567,936","20,312,935","4,275,120","7,303,598","2,763,172","6,058,443","NA",
"Población_a_mitad_de_año","2023","131,135,337","2,046,960","8,327,548","10,705,418","11,256,619","11,272,485","11,236,668","39,114,085","7,887,875","13,478,589","5,049,076","10,760,014","NA","64,138,153","1,042,374","4,240,480","5,451,838","5,731,620","5,707,917","5,651,613","18,985,388","3,635,723","6,359,955","2,386,781","4,944,464","NA","66,997,184","1,004,586","4,087,068","5,253,580","5,524,999","5,564,568","5,585,055","20,128,697","4,252,152","7,118,634","2,662,295","5,815,550","NA",
"Población_a_mitad_de_año","2022","129,960,600","2,073,914","8,370,862","10,828,922","11,337,697","11,270,387","11,241,199","38,648,999","7,858,584","13,148,306","4,855,870","10,325,860","NA","63,553,508","1,056,448","4,261,759","5,514,812","5,771,141","5,699,194","5,654,477","18,700,087","3,638,877","6,220,687","2,295,439","4,740,587","NA","66,407,092","1,017,466","4,109,103","5,314,110","5,566,556","5,571,193","5,586,722","19,948,912","4,219,707","6,927,619","2,560,431","5,585,273","NA",
"Población_a_mitad_de_año","2021","128,982,939","2,099,100","8,409,129","10,963,292","11,385,178","11,297,791","11,222,822","38,227,098","7,817,510","12,844,430","4,688,919","10,027,670","NA","63,092,068","1,069,561","4,280,663","5,583,264","5,791,835","5,707,863","5,645,969","18,446,521","3,640,737","6,096,655","2,219,224","4,609,776","NA","65,890,871","1,029,539","4,128,466","5,380,028","5,593,343","5,589,928","5,576,853","19,780,577","4,176,773","6,747,775","2,469,695","5,417,894","NA",
"Población_a_mitad_de_año","2020","128,209,170","2,111,632","8,475,611","11,091,854","11,397,320","11,351,162","11,198,632","37,839,258","7,757,090","12,573,488","4,552,498","9,860,625","NA","62,764,717","1,075,489","4,315,095","5,648,825","5,792,611","5,732,735","5,634,636","18,221,078","3,636,991","5,993,033","2,161,621","4,552,603","NA","65,444,453","1,036,143","4,160,516","5,443,029","5,604,709","5,618,427","5,563,996","19,618,180","4,120,099","6,580,455","2,390,877","5,308,022","NA",
"Población_a_mitad_de_año","2019","127,215,666","2,117,912","8,568,121","11,210,673","11,387,147","11,409,227","11,184,875","37,424,287","7,651,720","12,262,875","4,396,714","9,602,115","NA","62,309,982","1,078,390","4,363,336","5,709,496","5,780,736","5,762,108","5,628,299","17,981,617","3,608,815","5,862,730","2,091,977","4,442,478","NA","64,905,684","1,039,522","4,204,785","5,501,177","5,606,411","5,647,119","5,556,576","19,442,670","4,042,905","6,400,145","2,304,737","5,159,637","NA",
"Población_a_mitad_de_año","2018","125,995,825","2,121,211","8,677,223","11,318,706","11,373,187","11,446,958","11,192,474","36,974,025","7,509,914","11,908,640","4,215,961","9,257,526","NA","61,709,453","1,080,101","4,419,243","5,763,981","5,765,916","5,781,331","5,631,304","17,722,170","3,558,631","5,701,868","2,006,051","4,278,857","NA","64,286,372","1,041,110","4,257,980","5,554,725","5,607,271","5,665,627","5,561,170","19,251,855","3,951,283","6,206,772","2,209,910","4,978,669","NA",
"Población_a_mitad_de_año","2017","124,777,172","2,138,294","8,791,937","11,406,796","11,377,050","11,456,993","11,220,469","36,511,564","7,354,088","11,548,592","4,035,470","8,935,919","NA","61,102,672","1,088,809","4,477,287","5,806,994","5,760,606","5,786,623","5,643,354","17,459,899","3,499,427","5,535,921","1,920,068","4,123,684","NA","63,674,500","1,049,485","4,314,650","5,599,802","5,616,444","5,670,370","5,577,115","19,051,665","3,854,661","6,012,671","2,115,402","4,812,235","NA",
