"Serie","Periodo","Escolaridad_y_sin_escolaridad|Total","Escolaridad_y_sin_escolaridad|Sin_escolaridad","Escolaridad_y_sin_escolaridad|Primaria","Escolaridad_y_sin_escolaridad|Secundaria","Escolaridad_y_sin_escolaridad|Media_superior","Escolaridad_y_sin_escolaridad|Superior",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_según_nivel_de_escolaridad","2024","76.53974","52.29049","60.43917","71.60031","79.67412","92.04667",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_según_nivel_de_escolaridad","2021","67.78282819","36.09025494","49.53053294","62.6474034","70.72837211","88.06746227",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_según_nivel_de_escolaridad","2018","68.32160488","50.25074772","52.97512542","67.22324035","68.34497447","84.66061757",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_según_nivel_de_escolaridad","2015","68.38713423","49.3152563","51.16069256","66.05752375","73.69002467","88.67763347",
