"Periodo","cvegeo","Entidad_federativa","Mujeres_ejidatarias_registradas_en_el_Registro_Agrario_Nacional",
"2021",	00,"Estados Unidos Mexicanos","831,528",
"2021",	01,"Aguascalientes","3,976",
"2021",	02,"Baja California","5,815",
"2021",	03,"Baja California Sur","1,829",
"2021",	04,"Campeche","10,210",
"2021",	05,"Coahuila de Zaragoza","15,505",
"2021",	06,"Colima","3,756",
"2021",	07,"Chiapas","69,591",
"2021",	08,"Chihuahua","31,078",
"2021",	09,"Ciudad de México","3,175",
"2021",	10,"Durango","30,150",
"2021",	11,"Guanajuato","32,322",
"2021",	12,"Guerrero","42,363",
"2021",	13,"Hidalgo","29,614",
"2021",	14,"Jalisco","32,353",
"2021",	15,"México","49,701",
"2021",	16,"Michoacán de Ocampo","42,035",
"2021",	17,"Morelos","14,239",
"2021",	18,"Nayarit","17,765",
"2021",	19,"Nuevo León","8,466",
"2021",	20,"Oaxaca","36,084",
"2021",	21,"Puebla","52,884",
"2021",	22,"Querétaro","9,419",
"2021",	23,"Quintana Roo","8,815",
"2021",	24,"San Luis Potosí","27,293",
"2021",	25,"Sinaloa","54,525",
"2021",	26,"Sonora","26,010",
"2021",	27,"Tabasco","19,587",
"2021",	28,"Tamaulipas","26,552",
"2021",	29,"Tlaxcala","13,141",
"2021",	30,"Veracruz de Ignacio de la Llave","73,920",
"2021",	31,"Yucatán","13,803",
"2021",	32,"Zacatecas","25,552",
"2020",	00,"Estados Unidos Mexicanos","823,821",
"2020",	01,"Aguascalientes","4,036",
"2020",	02,"Baja California","5,729",
"2020",	03,"Baja California Sur","1,786",
"2020",	04,"Campeche","10,090",
"2020",	05,"Coahuila de Zaragoza","15,339",
"2020",	06,"Colima","3,782",
"2020",	07,"Chiapas","68,786",
"2020",	08,"Chihuahua","30,283",
"2020",	09,"Ciudad de México","3,163",
"2020",	10,"Durango","29,723",
"2020",	11,"Guanajuato","31,990",
"2020",	12,"Guerrero","42,462",
"2020",	13,"Hidalgo","29,356",
"2020",	14,"Jalisco","31,881",
"2020",	15,"México","49,310",
"2020",	16,"Michoacán de Ocampo","41,835",
"2020",	17,"Morelos","13,988",
"2020",	18,"Nayarit","17,569",
"2020",	19,"Nuevo León","8,402",
"2020",	20,"Oaxaca","35,934",
"2020",	21,"Puebla","52,707",
"2020",	22,"Querétaro","9,337",
"2020",	23,"Quintana Roo","8,437",
"2020",	24,"San Luis Potosí","27,186",
"2020",	25,"Sinaloa","54,367",
"2020",	26,"Sonora","25,873",
"2020",	27,"Tabasco","19,566",
"2020",	28,"Tamaulipas","26,390",
"2020",	29,"Tlaxcala","12,945",
"2020",	30,"Veracruz de Ignacio de la Llave","73,466",
"2020",	31,"Yucatán","13,067",
"2020",	32,"Zacatecas","25,036",
"2019",	00,"Estados Unidos Mexicanos","818,965",
"2019",	01,"Aguascalientes","4,031",
"2019",	02,"Baja California","5,697",
"2019",	03,"Baja California Sur","1,768",
"2019",	04,"Campeche","10,000",
"2019",	05,"Coahuila de Zaragoza","15,287",
"2019",	06,"Colima","3,773",
"2019",	07,"Chiapas","68,131",
"2019",	08,"Chihuahua","30,036",
"2019",	09,"Ciudad de México","3,154",
"2019",	10,"Durango","29,648",
"2019",	11,"Guanajuato","31,776",
"2019",	12,"Guerrero","41,971",
"2019",	13,"Hidalgo","29,242",
"2019",	14,"Jalisco","31,643",
"2019",	15,"México","49,088",
"2019",	16,"Michoacán de Ocampo","41,636",
"2019",	17,"Morelos","13,907",
"2019",	18,"Nayarit","17,485",
"2019",	19,"Nuevo León","8,304",
"2019",	20,"Oaxaca","35,449",
"2019",	21,"Puebla","52,598",
"2019",	22,"Querétaro","9,302",
"2019",	23,"Quintana Roo","8,286",
"2019",	24,"San Luis Potosí","27,089",
"2019",	25,"Sinaloa","54,253",
"2019",	26,"Sonora","25,794",
"2019",	27,"Tabasco","19,450",
"2019",	28,"Tamaulipas","26,284",
"2019",	29,"Tlaxcala","12,876",
"2019",	30,"Veracruz de Ignacio de la Llave","73,173",
"2019",	31,"Yucatán","12,959",
"2019",	32,"Zacatecas","24,875",
"2018",	00,"Estados Unidos Mexicanos","725,403",
"2018",	01,"Aguascalientes","3,363",
"2018",	02,"Baja California","4,353",
"2018",	03,"Baja California Sur","1,357",
"2018",	04,"Campeche","9,502",
"2018",	05,"Coahuila de Zaragoza","11,144",
"2018",	06,"Colima","3,059",
"2018",	07,"Chiapas","66,077",
"2018",	08,"Chihuahua","25,917",
"2018",	09,"Ciudad de México","3,475",
"2018",	10,"Durango","20,927",
"2018",	11,"Guanajuato","28,436",
"2018",	12,"Guerrero","39,610",
"2018",	13,"Hidalgo","25,210",
"2018",	14,"Jalisco","27,630",
"2018",	15,"México","42,276",
"2018",	16,"Michoacán de Ocampo","35,751",
"2018",	17,"Morelos","12,252",
"2018",	18,"Nayarit","13,116",
"2018",	19,"Nuevo León","6,665",
"2018",	20,"Oaxaca","33,911",
"2018",	21,"Puebla","47,523",
"2018",	22,"Querétaro","6,915",
"2018",	23,"Quintana Roo","7,317",
"2018",	24,"San Luis Potosí","23,494",
"2018",	25,"Sinaloa","48,920",
"2018",	26,"Sonora","23,474",
"2018",	27,"Tabasco","18,139",
"2018",	28,"Tamaulipas","22,136",
"2018",	29,"Tlaxcala","11,828",
"2018",	30,"Veracruz de Ignacio de la Llave","68,911",
"2018",	31,"Yucatán","11,744",
"2018",	32,"Zacatecas","20,971",
"2017",	00,"Estados Unidos Mexicanos","720,283",
"2017",	01,"Aguascalientes","3,497",
"2017",	02,"Baja California","4,499",
"2017",	03,"Baja California Sur","1,345",
"2017",	04,"Campeche","9,275",
"2017",	05,"Coahuila de Zaragoza","11,452",
"2017",	06,"Colima","3,243",
"2017",	07,"Chiapas","65,131",
"2017",	08,"Chihuahua","26,525",
"2017",	09,"Ciudad de México","3,447",
"2017",	10,"Durango","20,986",
"2017",	11,"Guanajuato","28,112",
"2017",	12,"Guerrero","38,973",
"2017",	13,"Hidalgo","23,512",
"2017",	14,"Jalisco","29,120",
"2017",	15,"México","41,969",
"2017",	16,"Michoacán de Ocampo","35,853",
"2017",	17,"Morelos","12,018",
"2017",	18,"Nayarit","13,268",
"2017",	19,"Nuevo León","6,634",
"2017",	20,"Oaxaca","33,842",
"2017",	21,"Puebla","46,652",
"2017",	22,"Querétaro","6,898",
"2017",	23,"Quintana Roo","7,159",
"2017",	24,"San Luis Potosí","23,158",
"2017",	25,"Sinaloa","48,649",
"2017",	26,"Sonora","23,338",
"2017",	27,"Tabasco","17,938",
"2017",	28,"Tamaulipas","22,251",
"2017",	29,"Tlaxcala","11,776",
"2017",	30,"Veracruz de Ignacio de la Llave","68,048",
"2017",	31,"Yucatán","11,506",
"2017",	32,"Zacatecas","20,209",
"2016",	00,"Estados Unidos Mexicanos","615,101",
"2016",	01,"Aguascalientes","3,387",
"2016",	02,"Baja California","4,574",
"2016",	03,"Baja California Sur","1,201",
"2016",	04,"Campeche","6,458",
"2016",	05,"Coahuila de Zaragoza","9,664",
"2016",	06,"Colima","3,143",
"2016",	07,"Chiapas","50,790",
"2016",	08,"Chihuahua","22,484",
"2016",	09,"Ciudad de México","2,268",
"2016",	10,"Durango","20,564",
"2016",	11,"Guanajuato","26,165",
"2016",	12,"Guerrero","31,068",
"2016",	13,"Hidalgo","19,519",
"2016",	14,"Jalisco","26,072",
"2016",	15,"México","35,434",
"2016",	16,"Michoacán de Ocampo","31,557",
"2016",	17,"Morelos","10,357",
"2016",	18,"Nayarit","11,139",
"2016",	19,"Nuevo León","5,559",
