"Periodo","cvegeo","Entidad_federativa","Razón_de_mortalidad_materna",
"2023",	00,"Estados Unidos Mexicanos","34.58",
"2023",	01,"Aguascalientes","11.36",
"2023",	02,"Baja California","46.74",
"2023",	03,"Baja California Sur","39.61",
"2023",	04,"Campeche","8.72",
"2023",	05,"Coahuila de Zaragoza","44.13",
"2023",	06,"Colima","36.34",
"2023",	07,"Chiapas","29.5",
"2023",	08,"Chihuahua","70.66",
"2023",	09,"Ciudad de México","20.5",
"2023",	10,"Durango","52.8",
"2023",	11,"Guanajuato","20.5",
"2023",	12,"Guerrero","55.67",
"2023",	13,"Hidalgo","32.42",
"2023",	14,"Jalisco","30.13",
"2023",	15,"México","38.44",
"2023",	16,"Michoacán de Ocampo","42.57",
"2023",	17,"Morelos","40.99",
"2023",	18,"Nayarit","31.7",
"2023",	19,"Nuevo León","40.82",
"2023",	20,"Oaxaca","36.72",
"2023",	21,"Puebla","26.99",
"2023",	22,"Querétaro","33.21",
"2023",	23,"Quintana Roo","33.83",
"2023",	24,"San Luis Potosí","13.59",
"2023",	25,"Sinaloa","16.15",
"2023",	26,"Sonora","28",
"2023",	27,"Tabasco","33.73",
"2023",	28,"Tamaulipas","31.88",
"2023",	29,"Tlaxcala","48.95",
"2023",	30,"Veracruz de Ignacio de la Llave","47.05",
"2023",	31,"Yucatán","35.54",
"2023",	32,"Zacatecas","19.13",
"2022",	00,"Estados Unidos Mexicanos","38.21",
"2022",	01,"Aguascalientes","7.59",
"2022",	02,"Baja California","57.27",
"2022",	03,"Baja California Sur","18.98",
"2022",	04,"Campeche","24.42",
"2022",	05,"Coahuila de Zaragoza","34.74",
"2022",	06,"Colima","22.97",
"2022",	07,"Chiapas","29.62",
"2022",	08,"Chihuahua","67.58",
"2022",	09,"Ciudad de México","35.85",
"2022",	10,"Durango","70.32",
"2022",	11,"Guanajuato","31.63",
"2022",	12,"Guerrero","47.54",
"2022",	13,"Hidalgo","36.42",
"2022",	14,"Jalisco","40.71",
"2022",	15,"México","35.26",
"2022",	16,"Michoacán de Ocampo","41.57",
"2022",	17,"Morelos","20.79",
"2022",	18,"Nayarit","68.31",
"2022",	19,"Nuevo León","31.48",
"2022",	20,"Oaxaca","47.25",
"2022",	21,"Puebla","40.36",
"2022",	22,"Querétaro","25.04",
"2022",	23,"Quintana Roo","23.51",
