"Periodo","cvegeo","Entidad_federativa","Proporción_de_personas_que_viven_por_debajo_del_50%_de_la_mediana_de_los_ingresos,_desglosada_por_sexo,_edad_y_personas_con_discapacidad,_por_desglose_geográfico_(Entidad_federativa)",
"2022",	00,"Estados Unidos Mexicanos","15.5610189180331 a/ ",
"2022",	01,"Aguascalientes","8.33469243615474 a/ ",
"2022",	02,"Baja California","3.34764334783173 a/ ",
"2022",	03,"Baja California Sur","3.4261203795153 a/ ",
"2022",	04,"Campeche","21.2768061540533 a/ ",
"2022",	05,"Coahuila de Zaragoza","7.27831935895039 a/ ",
"2022",	06,"Colima","5.22301618905433 a/ ",
"2022",	07,"Chiapas","44.9701941460973 a/ ",
"2022",	08,"Chihuahua","6.81766609236458 a/ ",
"2022",	09,"Ciudad de México","6.01456777568811 a/ ",
"2022",	10,"Durango","16.9161441901413 a/ ",
"2022",	11,"Guanajuato","12.0661645722347 a/ ",
"2022",	12,"Guerrero","33.9675081229693 a/ ",
"2022",	13,"Hidalgo","17.6876272888233 a/ ",
"2022",	14,"Jalisco","5.48586965126621 a/ ",
"2022",	15,"México","14.8118692242722 a/ ",
"2022",	16,"Michoacán de Ocampo","17.0699884903922 a/ ",
"2022",	17,"Morelos","14.7177552776123 a/ ",
"2022",	18,"Nayarit","13.1027285233389 a/ ",
"2022",	19,"Nuevo León","4.6618692542518 a/ ",
"2022",	20,"Oaxaca","34.2189742343253 a/ ",
"2022",	21,"Puebla","24.1894666105877 a/ ",
"2022",	22,"Querétaro","6.99166025868189 a/ ",
"2022",	23,"Quintana Roo","9.05154808039908 a/ ",
"2022",	24,"San Luis Potosí","18.9466900987741 a/ ",
"2022",	25,"Sinaloa","6.35337619048082 a/ ",
"2022",	26,"Sonora","7.22056339606631 a/ ",
"2022",	27,"Tabasco","23.2075867247876 a/ ",
"2022",	28,"Tamaulipas","9.57682214926965 a/ ",
"2022",	29,"Tlaxcala","20.5875528796132 a/ ",
"2022",	30,"Veracruz de Ignacio de la Llave","26.5588124744973 a/ ",
"2022",	31,"Yucatán","12.9849538173331 a/ ",
"2022",	32,"Zacatecas","22.975591328402 a/ ",
"2020",	00,"Estados Unidos Mexicanos","17.2249534089738 a/ ",
"2020",	01,"Aguascalientes","7.9139272437137 a/ ",
"2020",	02,"Baja California","4.42167737242945 a/ ",
"2020",	03,"Baja California Sur","7.9670550272956 a/ ",
"2020",	04,"Campeche","23.0379689952505 a/ ",
"2020",	05,"Coahuila de Zaragoza","8.01638693246857 a/ ",
"2020",	06,"Colima","5.80491783412692 a/ ",
"2020",	07,"Chiapas","46.9158114440367 a/ ",
"2020",	08,"Chihuahua","8.49372053678837 a/ ",
"2020",	09,"Ciudad de México","10.374632557039 a/ ",
"2020",	10,"Durango","14.7582699952848 a/ ",
"2020",	11,"Guanajuato","12.3926235086744 a/ ",
"2020",	12,"Guerrero","36.4783382302361 a/ ",
"2020",	13,"Hidalgo","18.7909688935305 a/ ",
"2020",	14,"Jalisco","6.76550189673312 a/ ",
"2020",	15,"México","17.471777602358 a/ ",
"2020",	16,"Michoacán de Ocampo","14.953217416046 a/ ",
"2020",	17,"Morelos","18.0933599112988 a/ ",
"2020",	18,"Nayarit","9.86304422600852 a/ ",
"2020",	19,"Nuevo León","6.24671104865685 a/ ",
"2020",	20,"Oaxaca","32.0578752827872 a/ ",
"2020",	21,"Puebla","26.4846036436049 a/ ",
"2020",	22,"Querétaro","9.15046294363692 a/ ",
"2020",	23,"Quintana Roo","21.7575273182853 a/ ",
"2020",	24,"San Luis Potosí","19.0899070445591 a/ ",
"2020",	25,"Sinaloa","7.3049979748247 a/ ",
"2020",	26,"Sonora","8.5974816632613 a/ ",
"2020",	27,"Tabasco","25.228616512048 a/ ",
"2020",	28,"Tamaulipas","12.3474063936328 a/ ",
