"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_total_de_18_a_22_años_de_edad","2023","11,239,357","5,664,253","5,575,104",
"Población_total_de_18_a_22_años_de_edad","2022","11,294,228","5,691,192","5,603,036",
"Población_total_de_18_a_22_años_de_edad","2021","11,331,014","5,710,198","5,620,816",
"Población_total_de_18_a_22_años_de_edad","2020","11,339,569","5,715,702","5,623,867",
"Población_total_de_18_a_22_años_de_edad","2019","11,323,653","5,708,903","5,614,750",
"Población_total_de_18_a_22_años_de_edad","2018","11,298,072","5,695,826","5,602,246",
"Población_total_de_18_a_22_años_de_edad","2017","11,286,350","5,689,057","5,597,293",
"Población_total_de_18_a_22_años_de_edad","2016","11,305,447","5,697,062","5,608,385",
"Población_total_de_18_a_22_años_de_edad","2015","11,345,849","5,714,585","5,631,264",
