"Serie","Periodo","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|15-19_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|20-29_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|30-39_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|40-49_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|50-59_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|60_años_y_más","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|15-19_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|20-29_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|30-39_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|40-49_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|50-59_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|60_años_y_más","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|15-19_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|20-29_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|30-39_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|40-49_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|50-59_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|60_años_y_más",
"Tiempo_de_trabajo_remunerado","2019","16","36.6","41.2","41.4","36.2","17.9","21.4","47.7","56.6","55.5","50.8","28.2","10.6","26","28.2","29.3","23.6","9.1",
"Tiempo_de_trabajo_remunerado","2014","14.4","35","40","40.7","34.8","17.4","19.4","48.3","56.6","55.7","50.9","28.6","9.2","23.3","26.3","27.8","20.9","8.5",
