"Serie","Periodo","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|15-19_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|20-29_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|30-39_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|40-49_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|50-59_años","Sexo|Total_Tiempo_total_en_el_trabajo_grupos_de_edad|60_años_y_más","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|15-19_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|20-29_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|30-39_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|40-49_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|50-59_años","Sexo|Hombres_Tiempo_total_en_el_trabajo_grupos_de_edad|60_años_y_más","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|15-19_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|20-29_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|30-39_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|40-49_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|50-59_años","Sexo|Mujeres_Tiempo_total_en_el_trabajo_grupos_de_edad|60_años_y_más",
"Horas_de_trabajo_no_remunerado","2019","214,415,102.8","569,340,145.2","620,729,365.4","573,217,090","430,039,719.4","457,083,529.1","76,791,310.2","150,075,811.5","145,193,354.4","136,877,154.3","104,869,866.6","133,153,539.8","137,623,792.6","419,264,333.7","475,536,010.9","436,339,935.7","325,169,852.8","323,929,989.3",
"Horas_de_trabajo_no_remunerado","2014","205,156,587.3","543,640,441.5","605,089,997.2","496,595,308.6","344,737,580.4","328,622,440.9","70,602,207.5","125,469,447.1","128,732,964.3","112,106,961.2","74,393,024.7","85,503,778.6","134,554,379.8","418,170,994.4","476,357,032.9","384,488,347.3","270,344,555.7","243,118,662.3",
