"Serie","Periodo","Razón_de_ingreso_laboral_trabajador@s|Nacional_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Nacional_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Nacional_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Nacional_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Nacional_Nivel_de_escolaridad|Superior","Razón_de_ingreso_laboral_trabajador@s|Población_analfabeta_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Población_analfabeta_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Población_analfabeta_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Población_analfabeta_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Población_analfabeta_Nivel_de_escolaridad|Superior","Razón_de_ingreso_laboral_trabajador@s|Población_indígena_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Población_indígena_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Población_indígena_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Población_indígena_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Población_indígena_Nivel_de_escolaridad|Superior","Razón_de_ingreso_laboral_trabajador@s|Personas_con_discapacidad_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Personas_con_discapacidad_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Personas_con_discapacidad_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Personas_con_discapacidad_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Personas_con_discapacidad_Nivel_de_escolaridad|Superior","Razón_de_ingreso_laboral_trabajador@s|Adultos_mayores_(65_años_o_más)_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Adultos_mayores_(65_años_o_más)_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Adultos_mayores_(65_años_o_más)_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Adultos_mayores_(65_años_o_más)_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Adultos_mayores_(65_años_o_más)_Nivel_de_escolaridad|Superior","Razón_de_ingreso_laboral_trabajador@s|Ámbito_rural_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Ámbito_rural_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Ámbito_rural_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Ámbito_rural_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Ámbito_rural_Nivel_de_escolaridad|Superior","Razón_de_ingreso_laboral_trabajador@s|Ámbito_urbano_Nivel_de_escolaridad|Total","Razón_de_ingreso_laboral_trabajador@s|Ámbito_urbano_Nivel_de_escolaridad|Preescolar_o_menos","Razón_de_ingreso_laboral_trabajador@s|Ámbito_urbano_Nivel_de_escolaridad|Básica","Razón_de_ingreso_laboral_trabajador@s|Ámbito_urbano_Nivel_de_escolaridad|Media_superior","Razón_de_ingreso_laboral_trabajador@s|Ámbito_urbano_Nivel_de_escolaridad|Superior",
"Hombres","2022","39.7689250406874","25.4143987208049","33.6831336117763","40.1541985280513","72.0124463535503","24.1056923602702","24.3661857345047","23.5407151955763","ND","ND","25.8075988810763","16.4905673630489","25.0505264365581","26.5652889243993","50.5781797464014","31.1159194351553","21.0519585073602","30.0979567263881","34.6270048818608","73.2426075283514","30.3148202505987","21.0577968912703","27.5307915137975","37.4257040130848","100.380045882172","29.592055318164","22.8156191681873","28.8712573815226","29.3661776147173","49.2608755353128","43.3068860722839","27.3787430018248","35.8412635660252","42.3573312013416","74.7344527011287",
"Hombres","2020","30.4246258797025","18.9826427194354","25.6943308764821","30.7827359451721","60.4488994184957","18.2464062333291","18.2171858828058","18.8023600153603","ND","ND","17.7656158227047","14.0061669417279","16.7219562344403","16.7219562344403","42.0185008251836","23.002691720981","13.578796947256","20.8754273568932","30.277501764414","58.6275968267482","21.0421158027759","16.4134768848373","18.8645093858764","32.9014907420233","80.2491821437937","21.595208820132","17.4017595892667","21.6433191114266","20.4481729283003","34.6850832283355","33.5198116686093","20.2004311706648","27.3956621901153","33.0515402077369","62.51017510188",
"Hombres","2018","31.6674320134766","17.5748893006774","27.0136034789674","33.08478505067","63.153924088728","17.7376492052148","16.9646957215053","19.8621306746708","ND","ND","20.3129664568028","12.3054006944437","19.3456823398122","20.7062806994678","47.6124869882235","ND","ND","ND","ND","ND","23.9271680169738","13.6396940400378","21.4414645932919","37.5402751865506","82.7792679146098","21.7346547786802","14.997668582964","21.6305871582019","22.431720015913","39.7469162326364","34.9934832248243","19.558011161698","29.0108241160768","35.1088309129926","65.0014926617691",
"Hombres","2016","30.3705536484179","18.7322337668457","25.5656422041223","32.5593278516102","68.8122873067802","18.005968437076","18.005968437076","18.0614784007281","ND","ND","19.6801832043794","14.4245544091876","18.3977295924378","20.0687341068409","48.8459570427041","ND","ND","ND","ND","ND","21.3320749879091","14.494974927208","18.8003783103108","30.0806052964973","82.1013410339918","20.0702504644776","15.3752294428774","20.0537368643315","20.0702504644776","40.644175455218","33.4637763641944","20.3776589646002","27.7912010839708","34.7177370717282","70.6248327570084",
