"Serie","Periodo","Sexo|Total_Grupos_de_edad|Total","Sexo|Total_Grupos_de_edad|De_15_a_24_años","Sexo|Total_Grupos_de_edad|De_25_a_34_años","Sexo|Total_Grupos_de_edad|De_35_a_44_años","Sexo|Total_Grupos_de_edad|De_45_a_54_años","Sexo|Total_Grupos_de_edad|De_55_a_64_años","Sexo|Total_Grupos_de_edad|De_65_años_y_más","Sexo|Hombres_Grupos_de_edad|Total","Sexo|Hombres_Grupos_de_edad|De_15_a_24_años","Sexo|Hombres_Grupos_de_edad|De_25_a_34_años","Sexo|Hombres_Grupos_de_edad|De_35_a_44_años","Sexo|Hombres_Grupos_de_edad|De_45_a_54_años","Sexo|Hombres_Grupos_de_edad|De_55_a_64_años","Sexo|Hombres_Grupos_de_edad|De_65_años_y_más","Sexo|Mujeres_Grupos_de_edad|Total","Sexo|Mujeres_Grupos_de_edad|De_15_a_24_años","Sexo|Mujeres_Grupos_de_edad|De_25_a_34_años","Sexo|Mujeres_Grupos_de_edad|De_35_a_44_años","Sexo|Mujeres_Grupos_de_edad|De_45_a_54_años","Sexo|Mujeres_Grupos_de_edad|De_55_a_64_años","Sexo|Mujeres_Grupos_de_edad|De_65_años_y_más",
"Población_de_15_años_y_más_que_respondió_con_algún_nivel_de_acuerdo_o_desacuerdo_(excluye_no_sabe/no_responde)","2020","95,242,411","21,335,791","18,593,242","16,863,147","15,692,100","11,708,045","10,632,324","45,616,510","10,793,508","8,754,834","8,223,770","7,263,671","5,524,262","4,825,678","49,625,901","10,542,283","9,838,408","8,639,377","8,428,429","6,183,783","5,806,646",
