"Serie","Periodo","Sexo|Total_Grupos_de_edad|Total","Sexo|Total_Grupos_de_edad|De_15_a_24_años","Sexo|Total_Grupos_de_edad|De_25_a_34_años","Sexo|Total_Grupos_de_edad|De_35_a_44_años","Sexo|Total_Grupos_de_edad|De_45_a_54_años","Sexo|Total_Grupos_de_edad|De_55_a_64_años","Sexo|Total_Grupos_de_edad|De_65_años_y_más","Sexo|Hombres_Grupos_de_edad|Total","Sexo|Hombres_Grupos_de_edad|De_15_a_24_años","Sexo|Hombres_Grupos_de_edad|De_25_a_34_años","Sexo|Hombres_Grupos_de_edad|De_35_a_44_años","Sexo|Hombres_Grupos_de_edad|De_45_a_54_años","Sexo|Hombres_Grupos_de_edad|De_55_a_64_años","Sexo|Hombres_Grupos_de_edad|De_65_años_y_más","Sexo|Mujeres_Grupos_de_edad|Total","Sexo|Mujeres_Grupos_de_edad|De_15_a_24_años","Sexo|Mujeres_Grupos_de_edad|De_25_a_34_años","Sexo|Mujeres_Grupos_de_edad|De_35_a_44_años","Sexo|Mujeres_Grupos_de_edad|De_45_a_54_años","Sexo|Mujeres_Grupos_de_edad|De_55_a_64_años","Sexo|Mujeres_Grupos_de_edad|De_65_años_y_más",
"Proporción_de_la_población_que_considera_que_la_adopción_de_decisiones_es_inclusiva_y_participativa","2020","65.69122972","69.63114234","64.63126226","63.88991924","64.96438972","62.51550963","67.53603445","66.4797","68.04408724","65.48522793","64.64718736","67.60465886","64.4817353","68.4306744","64.96646177","71.25601732","63.87134992","63.16908036","62.68898985","60.75898847","66.79253393",
