"Serie","Periodo","Sexo|Total_Grupos_de_edad|Total","Sexo|Total_Grupos_de_edad|De_15_a_24_años","Sexo|Total_Grupos_de_edad|De_25_a_34_años","Sexo|Total_Grupos_de_edad|De_35_a_44_años","Sexo|Total_Grupos_de_edad|De_45_a_54_años","Sexo|Total_Grupos_de_edad|De_55_a_64_años","Sexo|Total_Grupos_de_edad|De_65_años_y_más","Sexo|Hombres_Grupos_de_edad|Total","Sexo|Hombres_Grupos_de_edad|De_15_a_24_años","Sexo|Hombres_Grupos_de_edad|De_25_a_34_años","Sexo|Hombres_Grupos_de_edad|De_35_a_44_años","Sexo|Hombres_Grupos_de_edad|De_45_a_54_años","Sexo|Hombres_Grupos_de_edad|De_55_a_64_años","Sexo|Hombres_Grupos_de_edad|De_65_años_y_más","Sexo|Mujeres_Grupos_de_edad|Total","Sexo|Mujeres_Grupos_de_edad|De_15_a_24_años","Sexo|Mujeres_Grupos_de_edad|De_25_a_34_años","Sexo|Mujeres_Grupos_de_edad|De_35_a_44_años","Sexo|Mujeres_Grupos_de_edad|De_45_a_54_años","Sexo|Mujeres_Grupos_de_edad|De_55_a_64_años","Sexo|Mujeres_Grupos_de_edad|De_65_años_y_más",
"Población_de_15_años_y_más_que_está_muy_de_acuerdo_o_algo_de_acuerdo_con_la_afirmación_"En_México,_para_la_toma_de_decisiones,_el_gobierno_considera_las_opiniones_de_las_personas_como_usted"","2020","62,565,911","14,856,355","12,017,047","10,773,851","10,194,277","7,319,344","7,180,650","30,325,719","7,344,344","5,733,123","5,316,436","4,910,580","3,562,140","3,302,244","32,240,192","7,512,011","6,283,924","5,457,415","5,283,697","3,757,204","3,878,406",
