"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_de_18_años_y_más_víctima_de_violencia_física","2024","5,838,347","2,968,587","2,869,760",
"Población_de_18_años_y_más_víctima_de_violencia_física","2023","5,914,805","3,002,961","2,911,844",
"Población_de_18_años_y_más_víctima_de_violencia_física","2022","5,412,467","2,891,683","2,520,784",
"Población_de_18_años_y_más_víctima_de_violencia_física","2021","5,886,691","3,177,776","2,708,915",
"Población_de_18_años_y_más_víctima_de_violencia_física","2020","5,952,417","3,195,579","2,756,838",
"Población_de_18_años_y_más_víctima_de_violencia_física","2019","7,177,629","3,806,677","3,370,952",
"Población_de_18_años_y_más_víctima_de_violencia_física","2018","8,080,813","4,255,360","3,825,453",
"Población_de_18_años_y_más_víctima_de_violencia_física","2017","8,300,011","4,481,988","3,818,023",
"Población_de_18_años_y_más_víctima_de_violencia_física","2016","7,429,414","4,095,735","3,333,679",
"Población_de_18_años_y_más_víctima_de_violencia_física","2015","7,459,171","4,117,322","3,341,849",
