"Serie","Periodo","Población_con_carencia_a_la_seguridad_social|Nacional","Población_con_carencia_a_la_seguridad_social|Hombres","Población_con_carencia_a_la_seguridad_social|Mujeres","Población_con_carencia_a_la_seguridad_social|Población_analfabeta","Población_con_carencia_a_la_seguridad_social|Población_indígena","Población_con_carencia_a_la_seguridad_social|Hombres_indígenas","Población_con_carencia_a_la_seguridad_social|Mujeres_indígenas","Población_con_carencia_a_la_seguridad_social|Personas_con_discapacidad","Población_con_carencia_a_la_seguridad_social|Primera_infancia_(0_a_5_años)","Población_con_carencia_a_la_seguridad_social|Niños_y_niñas_(menores_de_18_años)","Población_con_carencia_a_la_seguridad_social|Jóvenes_(los_de_12_a_29_años)","Población_con_carencia_a_la_seguridad_social|Adultos_mayores_(65_años_o_más)","Población_con_carencia_a_la_seguridad_social|Hombres_adultos_mayores","Población_con_carencia_a_la_seguridad_social|Mujeres_adultos_mayores","Población_con_carencia_a_la_seguridad_social|Hombres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Hombres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Hombres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Hombres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Ámbito_rural","Población_con_carencia_a_la_seguridad_social|Ámbito_urbano",
"Porcentaje_de_la_población_que_presenta_carencia_por_acceso_a_la_seguridad_social","2022","50.1837728312","51.3109291683","49.1458735857","61.276003826","75.0162770893","74.9720917075","75.0573123241","41.1244064089","59.3490953986","58.0008236431","57.8925089287","20.8019363445","21.3242079169","20.3789453586","50.3379166823","44.5216924645","47.3868867407","53.0004639081","50.255377715","45.1008848312","47.0779938567","50.7431331582","73.142714721","42.6748725609",
"Porcentaje_de_la_población_que_presenta_carencia_por_acceso_a_la_seguridad_social","2020","52.0477848983","53.2605367167","50.9127706014","63.4545115627","77.1586575575","77.1950815642","77.1242002339","45.9857787684","58.5403094854","58.0274591771","59.2884670335","28.7997337911","30.202416409","27.6259543825","53.123678151","46.2268564319","49.5010145412","56.0559206539","53.0372259275","47.2728986674","49.4522767266","52.3753655675","74.432277169","45.3325151656",
"Porcentaje_de_la_población_que_presenta_carencia_por_acceso_a_la_seguridad_social","2018","53.4625045573","54.2988895399","52.6731895501","67.8737951458","77.7585433096","77.9310620547","77.5907058924","ND","59.2206462382","58.6750829719","58.5840695476","41.3587289973","42.3226523744","40.5436672218","54.8047554515","48.9184197067","51.9211268794","54.4339235272","54.7549920786","46.8366865343","51.0127689825","55.3600557061","77.597301048","45.6751958599",
"Porcentaje_de_la_población_que_presenta_carencia_por_acceso_a_la_seguridad_social","2016","54.1147591412","54.8162417239","53.4570114629","67.1652423087","79.2262793342","78.9216550501","79.5136179302","ND","59.2197313363","59.2896051019","59.3346294605","41.1257638479","41.5421475256","40.7766385759","54.8584283637","47.8087599501","52.682029074","54.4027705193","54.678331804","49.4636020486","51.6807183637","56.0257873043","79.1572263765","46.618222618",
