"Serie","Periodo","Motivo_de_discriminación|Total_Sexo|Total","Motivo_de_discriminación|Total_Sexo|Hombres","Motivo_de_discriminación|Total_Sexo|Mujeres","Motivo_de_discriminación|Por_Sexo_Sexo|Total","Motivo_de_discriminación|Por_Sexo_Sexo|Hombres","Motivo_de_discriminación|Por_Sexo_Sexo|Mujeres","Motivo_de_discriminación|Por_Edad_Sexo|Total","Motivo_de_discriminación|Por_Edad_Sexo|Hombres","Motivo_de_discriminación|Por_Edad_Sexo|Mujeres","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Total","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Hombres","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Mujeres","Motivo_de_discriminación|Por_etnicidad_Sexo|Total","Motivo_de_discriminación|Por_etnicidad_Sexo|Hombres","Motivo_de_discriminación|Por_etnicidad_Sexo|Mujeres","Motivo_de_discriminación|Por_su_clase_social_Sexo|Total","Motivo_de_discriminación|Por_su_clase_social_Sexo|Hombres","Motivo_de_discriminación|Por_su_clase_social_Sexo|Mujeres","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Total","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Hombres","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Mujeres","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Total","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Hombres","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Mujeres","Motivo_de_discriminación|Por_estado_civil_Sexo|Total","Motivo_de_discriminación|Por_estado_civil_Sexo|Hombres","Motivo_de_discriminación|Por_estado_civil_Sexo|Mujeres","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Total","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Hombres","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Mujeres","Motivo_de_discriminación|Por_opinión_política_Sexo|Total","Motivo_de_discriminación|Por_opinión_política_Sexo|Hombres","Motivo_de_discriminación|Por_opinión_política_Sexo|Mujeres","Motivo_de_discriminación|Por_otros_motivos_Sexo|Total","Motivo_de_discriminación|Por_otros_motivos_Sexo|Hombres","Motivo_de_discriminación|Por_otros_motivos_Sexo|Mujeres",
"Proporción_de_la_población_que_declara_haberse_sentido_personalmente_discriminada_o_acosada_en_los_últimos_12_meses_por_motivos_de_discriminación_prohibidos_por_el_derecho_internacional_de_los_derechos_humanos.","2022","23.7227536200524","22.8237694710322","24.5099110465097","5.6321537431832","2.19015205833564","8.64599685828054","5.07203388175609","4.40610578609894","5.65512563766121","1.2643593792338","1.46966281095766","1.08459411737159","1.15165829750033","1.18354438875211","1.12373859106625","3.90573896710587","3.96316625260953","3.85545519478936","3.72797271527427","3.81256485372653","3.65390318904828","4.71191152468457","3.98556094581761","5.34790967102543","3.27697039039766","1.96976357542533","4.42157071893793","0.737515139091324","0.709019249462248","0.762466358942622","5.82631030822873","6.61382171568425","5.13675927056689","14.4130742088565","14.0543548333574","14.7271716495578",
"Proporción_de_la_población_que_declara_haberse_sentido_personalmente_discriminada_o_acosada_en_los_últimos_12_meses_por_motivos_de_discriminación_prohibidos_por_el_derecho_internacional_de_los_derechos_humanos.","2017","20.176078091443","20.2361229419404","20.1222426042926","3.6425500469121","1.09388415911717 a/ ","5.92765307433944","5.32157344677625","5.44056936576938","5.21488314419684","ND","ND","ND","ND","ND","ND","3.57802061656377","3.97745086261318","3.2198962861584","3.95651709154989","4.3886831991386","3.56904218339046","5.79609152346831","5.01803113642881","6.49369106150878","ND","ND","ND","0.66776711505951 a/ ","0.571536802959918 a/ ","0.754046049682559 b/ ","ND","ND","ND","12.2749403689022","13.1723899622507","11.4702979116288",
