"Serie","Periodo","Motivo_de_discriminación|Total_Sexo|Total","Motivo_de_discriminación|Total_Sexo|Hombres","Motivo_de_discriminación|Total_Sexo|Mujeres","Motivo_de_discriminación|Por_Sexo_Sexo|Total","Motivo_de_discriminación|Por_Sexo_Sexo|Hombres","Motivo_de_discriminación|Por_Sexo_Sexo|Mujeres","Motivo_de_discriminación|Por_Edad_Sexo|Total","Motivo_de_discriminación|Por_Edad_Sexo|Hombres","Motivo_de_discriminación|Por_Edad_Sexo|Mujeres","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Total","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Hombres","Motivo_de_discriminación|Por_tener_alguna_discapacidad_Sexo|Mujeres","Motivo_de_discriminación|Por_etnicidad_Sexo|Total","Motivo_de_discriminación|Por_etnicidad_Sexo|Hombres","Motivo_de_discriminación|Por_etnicidad_Sexo|Mujeres","Motivo_de_discriminación|Por_su_clase_social_Sexo|Total","Motivo_de_discriminación|Por_su_clase_social_Sexo|Hombres","Motivo_de_discriminación|Por_su_clase_social_Sexo|Mujeres","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Total","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Hombres","Motivo_de_discriminación|Por_el_lugar_donde_vive_Sexo|Mujeres","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Total","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Hombres","Motivo_de_discriminación|Por_creencias_religiosas_Sexo|Mujeres","Motivo_de_discriminación|Por_estado_civil_Sexo|Total","Motivo_de_discriminación|Por_estado_civil_Sexo|Hombres","Motivo_de_discriminación|Por_estado_civil_Sexo|Mujeres","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Total","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Hombres","Motivo_de_discriminación|Por_preferencia_sexual_Sexo|Mujeres","Motivo_de_discriminación|Por_opinión_política_Sexo|Total","Motivo_de_discriminación|Por_opinión_política_Sexo|Hombres","Motivo_de_discriminación|Por_opinión_política_Sexo|Mujeres","Motivo_de_discriminación|Por_otros_motivos_Sexo|Total","Motivo_de_discriminación|Por_otros_motivos_Sexo|Hombres","Motivo_de_discriminación|Por_otros_motivos_Sexo|Mujeres",
"Población_total_de_18_años_y_más","2022","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195","91,920,147","42,911,952","49,008,195",
"Población_total_de_18_años_y_más","2017","84,008,180","39,713,803","44,294,377","84,008,180","39,713,803","44,294,377","84,008,180","39,713,803","44,294,377","ND","ND","ND","ND","ND","ND","84,008,180","39,713,803","44,294,377","84,008,180","39,713,803","44,294,377","84,008,180","39,713,803","44,294,377","ND","ND","ND","84,008,180","39,713,803","44,294,377","ND","ND","ND","84,008,180","39,713,803","44,294,377",
