"Serie","Periodo","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_años_y_más","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_a_19_años","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_20_a_24_años","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Urbano","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Rural","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_años_y_más","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_a_19_años","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_20_a_24_años","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Urbano","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Rural","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_años_y_más","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_a_19_años","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_20_a_24_años","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Urbano","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Rural",
"Total_de_jóvenes_de_15_a_24_años","2024","21,536,078","11,196,173","10,339,906","16,790,434","4,745,645","10,643,934","5,631,619","5,012,315","8,392,792","2,251,142","10,892,145","5,564,554","5,327,591","8,397,642","2,494,503",
"Total_de_jóvenes_de_15_a_24_años","2023","21,782,947","11,301,135","10,481,812","16,977,097","4,805,850","10,841,353","5,687,119","5,154,234","8,510,357","2,330,996","10,941,594","5,614,017","5,327,578","8,466,740","2,474,854",
"Total_de_jóvenes_de_15_a_24_años","2022","21,957,438","11,412,606","10,544,833","17,053,974","4,903,464","10,923,990","5,703,877","5,220,113","8,544,182","2,379,808","11,033,448","5,708,729","5,324,719","8,509,792","2,523,656",
"Total_de_jóvenes_de_15_a_24_años","2021","21,536,548","11,255,076","10,281,473","16,710,871","4,825,678","10,886,221","5,757,046","5,129,175","8,481,508","2,404,713","10,650,327","5,498,029","5,152,298","8,229,363","2,420,964",
"Total_de_jóvenes_de_15_a_24_años","2020","21,383,322","11,296,601","10,086,721","16,677,732","4,705,591","10,754,432","5,759,797","4,994,634","8,408,775","2,345,656","10,628,891","5,536,804","5,092,087","8,268,956","2,359,934",
"Total_de_jóvenes_de_15_a_24_años","2019","21,607,903","11,442,140","10,165,764","16,798,602","4,809,302","10,802,174","5,802,504","4,999,671","8,447,800","2,354,374","10,805,729","5,639,636","5,166,093","8,350,802","2,454,928",
"Total_de_jóvenes_de_15_a_24_años","2018","21,477,673","11,348,374","10,129,299","16,719,948","4,757,725","10,767,369","5,766,675","5,000,694","8,413,406","2,353,964","10,710,303","5,581,699","5,128,605","8,306,542","2,403,761",
"Total_de_jóvenes_de_15_a_24_años","2017","21,308,248","11,271,101","10,037,147","16,525,252","4,782,997","10,680,789","5,714,915","4,965,874","8,292,642","2,388,146","10,627,460","5,556,187","5,071,273","8,232,610","2,394,850",
"Total_de_jóvenes_de_15_a_24_años","2016","21,204,225","11,148,720","10,055,505","16,401,511","4,802,714","10,618,900","5,703,531","4,915,370","8,213,783","2,405,118","10,585,324","5,445,189","5,140,135","8,187,728","2,397,596",
