"Serie","Periodo","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_años_y_más","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_a_19_años","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_20_a_24_años","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Urbano","Sexo|Total_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Rural","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_años_y_más","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_a_19_años","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_20_a_24_años","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Urbano","Sexo|Hombres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Rural","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_años_y_más","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_15_a_19_años","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|De_20_a_24_años","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Urbano","Sexo|Mujeres_Jóvenes_de_15_a_24_años_que_no_estudian,_no_tienen_empleo_ni_reciben_capacitación|Rural",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2024","0.94","0.83","1.07","0.87","1.2","1.4","1.27","1.54","1.24","2","0.49","0.37","0.62","0.5","0.48",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2023","0.96","0.82","1.11","0.9","1.18","1.4","1.21","1.61","1.28","1.83","0.52","0.42","0.63","0.51","0.57",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2022","0.96","0.9","1.03","0.89","1.22","1.47","1.38","1.56","1.33","1.95","0.47","0.43","0.51","0.45","0.53",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2021","1","0.88","1.12","0.92","1.26","1.47","1.32","1.63","1.34","1.9","0.51","0.42","0.62","0.48","0.63",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2020","1.16","1.04","1.3","1.15","1.19","1.72","1.57","1.9","1.69","1.84","0.59","0.48","0.72","0.61","0.54",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2019","0.98","0.93","1.03","0.95","1.08","1.44","1.39","1.49","1.37","1.7","0.51","0.45","0.59","0.52","0.48",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2018","0.9","0.81","1","0.85","1.09","1.37","1.23","1.53","1.26","1.75","0.43","0.38","0.48","0.43","0.43",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2017","0.96","0.94","0.98","0.92","1.1","1.42","1.41","1.44","1.36","1.64","0.5","0.47","0.53","0.48","0.55",
"Proporción_de_jóvenes_(de_15_a_24_años)_que_no_estudian,_no_tienen_empleo,_no_reciben_capacitación_y_no_realizan_trabajo_doméstico_no_remunerado_de_manera_exclusiva,_desglosada_por_sexo","2016","0.92","0.9","0.93","0.83","1.23","1.36","1.36","1.37","1.17","2.03","0.47","0.42","0.52","0.48","0.43",
