"Periodo","cvegeo","Entidad_federativa","Mujeres_en_los_congresos_estatales",
"2020",	00,"Estados Unidos Mexicanos","549",
"2020",	01,"Aguascalientes","14",
"2020",	02,"Baja California","12",
"2020",	03,"Baja California Sur","12",
"2020",	04,"Campeche","18",
"2020",	05,"Coahuila de Zaragoza","14",
"2020",	06,"Colima","14",
"2020",	07,"Chiapas","26",
"2020",	08,"Chihuahua","15",
"2020",	09,"Ciudad de México","33",
"2020",	10,"Durango","10",
"2020",	11,"Guanajuato","18",
"2020",	12,"Guerrero","19",
"2020",	13,"Hidalgo","16",
"2020",	14,"Jalisco","15",
"2020",	15,"México","37",
"2020",	16,"Michoacán de Ocampo","17",
"2020",	17,"Morelos","14",
"2020",	18,"Nayarit","9",
"2020",	19,"Nuevo León","21",
"2020",	20,"Oaxaca","23",
"2020",	21,"Puebla","18",
"2020",	22,"Querétaro","13",
"2020",	23,"Quintana Roo","13",
"2020",	24,"San Luis Potosí","13",
"2020",	25,"Sinaloa","19",
"2020",	26,"Sonora","13",
"2020",	27,"Tabasco","18",
"2020",	28,"Tamaulipas","18",
"2020",	29,"Tlaxcala","15",
"2020",	30,"Veracruz de Ignacio de la Llave","25",
"2020",	31,"Yucatán","13",
"2020",	32,"Zacatecas","14",
"2019",	00,"Estados Unidos Mexicanos","551",
"2019",	01,"Aguascalientes","14",
"2019",	02,"Baja California","12",
"2019",	03,"Baja California Sur","12",
"2019",	04,"Campeche","18",
"2019",	05,"Coahuila de Zaragoza","14",
"2019",	06,"Colima","14",
"2019",	07,"Chiapas","26",
"2019",	08,"Chihuahua","15",
"2019",	09,"Ciudad de México","33",
"2019",	10,"Durango","10",
"2019",	11,"Guanajuato","18",
"2019",	12,"Guerrero","19",
"2019",	13,"Hidalgo","14",
"2019",	14,"Jalisco","16",
"2019",	15,"México","37",
"2019",	16,"Michoacán de Ocampo","17",
"2019",	17,"Morelos","14",
"2019",	18,"Nayarit","11",
"2019",	19,"Nuevo León","21",
"2019",	20,"Oaxaca","23",
"2019",	21,"Puebla","19",
"2019",	22,"Querétaro","13",
"2019",	23,"Quintana Roo","13",
"2019",	24,"San Luis Potosí","13",
"2019",	25,"Sinaloa","19",
"2019",	26,"Sonora","13",
"2019",	27,"Tabasco","18",
"2019",	28,"Tamaulipas","19",
"2019",	29,"Tlaxcala","15",
"2019",	30,"Veracruz de Ignacio de la Llave","25",
"2019",	31,"Yucatán","12",
"2019",	32,"Zacatecas","14",
"2018",	00,"Estados Unidos Mexicanos","546",
"2018",	01,"Aguascalientes","14",
"2018",	02,"Baja California","9",
"2018",	03,"Baja California Sur","12",
"2018",	04,"Campeche","18",
"2018",	05,"Coahuila de Zaragoza","14",
"2018",	06,"Colima","14",
"2018",	07,"Chiapas","26",
"2018",	08,"Chihuahua","15",
"2018",	09,"Ciudad de México","33",
"2018",	10,"Durango","10",
"2018",	11,"Guanajuato","18",
"2018",	12,"Guerrero","19",
"2018",	13,"Hidalgo","16",
"2018",	14,"Jalisco","17",
"2018",	15,"México","37",
"2018",	16,"Michoacán de Ocampo","16",
"2018",	17,"Morelos","14",
"2018",	18,"Nayarit","11",
"2018",	19,"Nuevo León","21",
"2018",	20,"Oaxaca","23",
"2018",	21,"Puebla","19",
"2018",	22,"Querétaro","13",
"2018",	23,"Quintana Roo","11",
"2018",	24,"San Luis Potosí","13",
"2018",	25,"Sinaloa","19",
"2018",	26,"Sonora","14",
"2018",	27,"Tabasco","18",
"2018",	28,"Tamaulipas","16",
"2018",	29,"Tlaxcala","15",
"2018",	30,"Veracruz de Ignacio de la Llave","25",
"2018",	31,"Yucatán","12",
"2018",	32,"Zacatecas","14",
"2017",	00,"Estados Unidos Mexicanos","470",
"2017",	01,"Aguascalientes","13",
"2017",	02,"Baja California","9",
"2017",	03,"Baja California Sur","10",
"2017",	04,"Campeche","19",
"2017",	05,"Coahuila de Zaragoza","12",
"2017",	06,"Colima","10",
"2017",	07,"Chiapas","24",
"2017",	08,"Chihuahua","17",
"2017",	09,"Ciudad de México","30",
"2017",	10,"Durango","11",
"2017",	11,"Guanajuato","16",
"2017",	12,"Guerrero","18",
"2017",	13,"Hidalgo","12",
"2017",	14,"Jalisco","17",
"2017",	15,"México","28",
"2017",	16,"Michoacán de Ocampo","17",
"2017",	17,"Morelos","6",
"2017",	18,"Nayarit","11",
"2017",	19,"Nuevo León","16",
"2017",	20,"Oaxaca","18",
"2017",	21,"Puebla","12",
"2017",	22,"Querétaro","13",
"2017",	23,"Quintana Roo","11",
"2017",	24,"San Luis Potosí","9",
"2017",	25,"Sinaloa","18",
"2017",	26,"Sonora","13",
"2017",	27,"Tabasco","13",
"2017",	28,"Tamaulipas","16",
"2017",	29,"Tlaxcala","7",
"2017",	30,"Veracruz de Ignacio de la Llave","19",
"2017",	31,"Yucatán","9",
"2017",	32,"Zacatecas","16",
"2016",	00,"Estados Unidos Mexicanos","472",
"2016",	01,"Aguascalientes","13",
"2016",	02,"Baja California","9",
"2016",	03,"Baja California Sur","10",
"2016",	04,"Campeche","19",
"2016",	05,"Coahuila de Zaragoza","12",
"2016",	06,"Colima","9",
"2016",	07,"Chiapas","24",
"2016",	08,"Chihuahua","17",
"2016",	09,"Ciudad de México","30",
"2016",	10,"Durango","11",
"2016",	11,"Guanajuato","16",
"2016",	12,"Guerrero","18",
"2016",	13,"Hidalgo","9",
"2016",	14,"Jalisco","18",
"2016",	15,"México","28",
"2016",	16,"Michoacán de Ocampo","17",
"2016",	17,"Morelos","6",
"2016",	18,"Nayarit","14",
"2016",	19,"Nuevo León","16",
"2016",	20,"Oaxaca","18",
"2016",	21,"Puebla","12",
"2016",	22,"Querétaro","13",
"2016",	23,"Quintana Roo","11",
"2016",	24,"San Luis Potosí","9",
"2016",	25,"Sinaloa","18",
"2016",	26,"Sonora","13",
"2016",	27,"Tabasco","13",
"2016",	28,"Tamaulipas","16",
"2016",	29,"Tlaxcala","9",
"2016",	30,"Veracruz de Ignacio de la Llave","19",
"2016",	31,"Yucatán","9",
"2016",	32,"Zacatecas","16",
