"Serie","Periodo","Derechohabientes|Nacional","Derechohabientes|Hombres","Derechohabientes|Mujeres","Derechohabientes|Población_analfabeta","Derechohabientes|Población_indígena","Derechohabientes|Hombres_indígenas","Derechohabientes|Mujeres_indígenas","Derechohabientes|Personas_con_discapacidad","Derechohabientes|Primera_infancia_(0_a_5_años)","Derechohabientes|Niños_y_niñas_(menores_de_18_años)","Derechohabientes|Jóvenes_(los_de_12_a_29_años)","Derechohabientes|Adultos_mayores_(65_años_o_más)","Derechohabientes|Hombres_adultos_mayores","Derechohabientes|Mujeres_adultos_mayores","Derechohabientes|Hombres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Derechohabientes|Hombres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Derechohabientes|Mujeres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Derechohabientes|Mujeres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Derechohabientes|Hombres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Derechohabientes|Hombres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Derechohabientes|Mujeres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Derechohabientes|Mujeres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Derechohabientes|Ámbito_rural","Derechohabientes|Ámbito_urbano",
"Población_con_acceso_a_servicios_de_salud_en_instituciones_públicas","2022","26,936.247","12,207.023","14,729.224","1,888.096","1,753.356","792.068","961.288","2,546.573","1,391.575","5,562.527","6,137.933","3,930.214","1,739.437","2,190.777","8,144.164","284.301","9,981.727","1,493.329","8,211.298","215.847","8,323.657","3,153.6","4,700.057","22,236.19",
"Población_con_acceso_a_servicios_de_salud_en_instituciones_públicas","2020","28,613.892","13,044.129","15,569.763","2,533.83","2,406.111","1,069.754","1,336.357","2,617.477","1,692.892","6,747.625","6,955.687","4,007.664","1,843.348","2,164.316","8,646.521","315.497","10,469.995","1,668.374","8,729.824","234.368","8,369.966","3,773.58","6,344.975","22,268.917",
"Población_con_acceso_a_servicios_de_salud_en_instituciones_públicas","2018","38,900.559","17,503.476","21,397.083","4,107.977","3,790.21","1,659.819","2,130.391","ND","3,070.807","10,668.891","9,864.839","4,748.272","2,166.948","2,581.324","10,761.545","391.548","13,342.961","2,752.213","10,914.265","248.159","10,852.457","5,247.848","9,654.508","29,246.051",
"Población_con_acceso_a_servicios_de_salud_en_instituciones_públicas","2016","37,748.319","16,950.018","20,798.301","4,264.551","3,773.167","1,691.79","2,081.377","ND","3,279.39","11,190.052","9,784.853","4,179.342","1,874.821","2,304.521","10,520.792","395.726","12,944.786","2,766.554","10,689.581","227.147","10,708.107","5,010.462","9,570.497","28,177.822",
