indicator_id,title,ods_number,unit,loaded,n_observations
3R.7.1,3r.7.1 Necesidad insatisfecha de métodos anticonceptivos en mujeres en edad fértil (15 a 49 años) sexualmente activas,3,Porcentaje,True,4
3R.7.A,"3r.7.a Porcentaje del último hijo nacido vivo en el periodo de 2013 a 2018, tenido a la edad de 15 a 29 años, que no fue planificado",3,Porcentaje,True,3
3R.7.B,3r.7.b Porcentaje de mujeres de 15 a 19 años que son madres,3,Porcentaje,True,3
4.1.2.A,"4.1.2.a Índice de finalización de enseñanza primaria, por desglose geográfico",4,Porcentaje,False,0
4.1.2B,"4.1.2b Índice de finalización de enseñanza secundaria, por desglose geográfico",4,Porcentaje,False,0
4.1.2C,"4.1.2c Índice de finalización de enseñanza preparatoria (Media superior), por desglose geográfico",4,Porcentaje,False,0
4.1.2,"4.1.2 Índice de finalización (enseñanza primaria, secundaria y preparatoria) [ENIGH]",4,Porcentaje,True,5
4.2.1,"4.2.1 Proporción de niños de 24 a 59 meses cuyo desarrollo es adecuado en cuanto a la salud, el aprendizaje y el bienestar psicosocial, desglosada por sexo",4,Porcentaje,True,4
4.2.2,"4.2.2 Tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la enseñanza primaria), desglosada por sexo",4,Porcentaje,True,13
4.3.1,"4.3.1 Tasa de participación de los jóvenes y adultos en la enseñanza y formación académica y no académica en los últimos 12 meses, desglosada por sexo",4,Porcentaje,True,13
4.4.1,"4.4.1 Proporción de jóvenes y adultos con conocimientos de tecnología de la información y las comunicaciones (TIC), desglosada por tipo de conocimiento técnico",4,Porcentaje,False,0
4.5.1A,4.5.1a Índice de paridad (entre mujeres y hombres) de la tasa de participación en el aprendizaje organizado (un año antes de la edad oficial de ingreso en la enseñanza primaria),4,Razón,True,13
4.5.1B,4.5.1b Índice de paridad (entre mujeres y hombres) de la tasa de participación de los jóvenes y adultos en la enseñanza y formación académica y no académica en los últimos 12 meses,4,Razón,True,12
4.5.1C,4.5.1c Índice de paridad (entre mujeres y hombres) de la tasa bruta de matrícula de educación superior,4,Razón,True,10
4.5.1D,4.5.1d Índice de paridad (entre mujeres y hombres) del porcentaje de población en un grupo de edad determinado que alcanza por lo menos un nivel fijo de competencia funcional en alfabetización,4,Razón,True,35
4.5.1E,"4.5.1e Índice de paridad (entre mujeres y hombres) de la proporción del profesorado que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo exigida para impartir enseñanza a nivel a) preescolar, b) primaria y c) secundaria en México",4,Razón,True,13
4.5.1F,4.5.1f Índice de paridad (entre mujeres y hombres) del porcentaje de alumnos que asisten a escuelas de organización escolar multigrado,4,Razón,True,9
4.6.1.A,"4.6.1.a Porcentaje de población en un grupo de edad determinado que alcanza por lo menos un nivel fijo de competencia funcional en alfabetización, desglosado por sexo",4,Porcentaje,True,35
4.A.1.A,4.a.1.a Proporción de escuelas con acceso a electricidad por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.B,4.a.1.b Proporción de escuelas con acceso a internet por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.C,4.a.1.c Proporción de escuelas con equipos de cómputo en funcionamiento por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.D1,4.a.1.d1 Proporción de escuelas con infraestructura adaptada para discapacidad por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.D2,4.a.1.d2 Proporción de escuelas con materiales adaptados para discapacidad por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.E,4.a.1.e Proporción de escuelas con conexión a la red pública de agua potable por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.F,4.a.1.f Proporción de escuelas con sanitarios independientes por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.A.1.G,4.a.1.g Proporción de escuelas con lavabo de manos por entidad federativa y nivel educativo,4,Porcentaje,True,7
4.C.1.A,"4.c.1.a Proporción del profesorado de educación preescolar, que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo (por ejemplo, formación pedagógica) exigida para impartir enseñanza a nivel preescolar en México",4,Porcentaje,True,13
4.C.1.B,"4.c.1.b Proporción del profesorado de educación primaria, que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo (por ejemplo, formación pedagógica) exigida para impartir enseñanza a nivel primaria en México",4,Porcentaje,True,13
4.C.1.C,"4.c.1.c Proporción del profesorado de educación secundaria, que ha recibido al menos la mínima formación docente organizada previa al empleo o en el empleo (por ejemplo, formación pedagógica) exigida para impartir enseñanza a nivel secundaria en México",4,Porcentaje,True,13
4N.1.1,4n.1.1 Porcentaje de alumnos que asisten a escuelas de organización escolar multigrado,4,Porcentaje,True,8
4N.2.1,4n.2.1 Prevalencia de la violencia en el ámbito escolar  entre las mujeres de 15 años y más en los últimos 12 meses,4,Porcentaje,True,2
4R.3.1,"4r.3.1 Tasa bruta de matrícula de educación superior, desglosada por sexo",4,Porcentaje,True,9
4R.6.1.A(1),"4r.6.1.a(1) Tasa de alfabetización de las personas de 15 años o más, desglosada por sexo y subpoblaciones [CENSO]",4,Porcentaje de población,True,1
4R.6.1.A(2),"4r.6.1.a(2) Tasa de alfabetización de las personas de 15 años o más, desglosada por sexo y subpoblaciones [ENIGH]",4,Porcentaje,False,0
4R.6.1.B(1),"4r.6.1.b(1) Tasa de alfabetización de las personas de 15 a 24 años, desglosada por sexo y subpoblaciones [CENSO]",4,Porcentaje,True,1
4R.6.1.B(2),"4r.6.1.b(2) Tasa de alfabetización de las personas de 15 a 24 años, desglosada por sexo y subpoblaciones [ENIGH]",4,Porcentaje,False,0
5.2.1.A,"5.2.1.a Proporción de mujeres de 15 años de edad o más, que han sufrido violencia física, sexual o psicológica infligida por un compañero íntimo actual o anterior, en los 12 meses anteriores, por entidad federativa según tipo de violencia",5,Porcentaje,True,3
5.2.1.B,"5.2.1.b Proporción de mujeres de 15 años de edad o más, que han sufrido violencia física, sexual o psicológica infligida por un compañero íntimo actual o anterior, en los 12 meses anteriores, por grupos de edad según tipo de violencia",5,Porcentaje,True,3
5.2.2.A,"5.2.2.a Proporción de mujeres y niñas a partir de 15 años de edad que han sufrido violencia sexual a manos de personas que no eran su pareja en los últimos 12 meses, por entidad federativa y lugar del hecho",5,Porcentaje,True,3
5.2.2.B,"5.2.2.b Proporción de mujeres y niñas a partir de 15 años de edad que han sufrido violencia sexual a manos de personas que no eran su pareja en los últimos 12 meses, desglosada por edad y lugar del hecho",5,Porcentaje,True,3
5.3.1A,"5.3.1a Proporción de mujeres de entre 20 y 24 años que estaban casadas o mantenían una unión estable antes de cumplir los 15 años y antes de cumplir los 18 años, desglosada por hablantes de lengua indígena",5,Porcentaje,True,3
5.3.1B,"5.3.1b Proporción de mujeres de entre 20 y 24 años que estaban casadas o mantenían una unión estable antes de cumplir los 15 años y antes de cumplir los 18 años, por entidad federativa",5,Porcentaje,True,3
5.4.1A,"5.4.1a Proporción de tiempo dedicado al trabajo doméstico y de cuidado no remunerado, desglosada por tipo de localidad",5,Porcentaje,True,3
5.4.1B,"5.4.1b Proporción de tiempo dedicado al trabajo doméstico y de cuidado no remunerado, desglosada por entidad federativa",5,Porcentaje,True,2
5.4.1C,"5.4.1c Proporción de tiempo dedicado al trabajo doméstico y de cuidado no remunerado, desglosada por hablantes de lengua indígena",5,Porcentaje,True,3
5.5.1.A,5.5.1.a Proporción de escaños ocupados por mujeres en la Cámara de Diputados,5,Porcentaje,True,5
5.5.1.B,5.5.1.b Proporción de mujeres en las gubernaturas de las entidades federativas,5,Porcentaje,True,9
5.5.1.C,5.5.1.c Proporción de presidentas municipales,5,Porcentaje,True,5
5.5.1.D,5.5.1.d Proporción de mujeres en los cabildos municipales,5,Porcentaje,True,3
5.5.1.E,5.5.1.e Proporción de mujeres en los Congresos estatales,5,Porcentaje,True,5
5.5.2,5.5.2 Proporción de mujeres en cargos directivos,5,Porcentaje,False,0
5.6.1,"5.6.1 Proporción de mujeres de entre 15 y 49 años que toman sus propias decisiones informadas sobre las relaciones sexuales, el uso de anticonceptivos y la atención de la salud reproductiva",5,Porcentaje,True,1
5.A.1A,"5.a.1a Proporción del total de la población agrícola con derechos de propiedad o derechos seguros sobre tierras agrícolas, desglosada por sexo, desglosada por tipo de tenencia",5,Porcentaje,True,1
5.A.1B,"5.a.1b Proporción de mujeres entre los propietarios o los titulares de derechos sobre tierras agrícolas, desglosada por tipo de tenencia",5,Porcentaje,True,1
5.B.1,"5.b.1 Proporción de personas que utilizan teléfonos móviles, desglosada por sexo",5,Porcentaje,False,0
5N.1.1,5n.1.1 Razón del ingreso laboral de trabajadoras/trabajadores por nivel de escolaridad,5,Razón,True,4
5N.1.2,"5n.1.2 Brecha en el tiempo promedio que hombres y mujeres destinan a quehaceres domésticos, por grupos de edad",5,Horas a la semana,True,4
5N.1.3,5n.1.3 Brecha en el tiempo promedio que niñas y niños destinan a quehaceres domésticos y al cuidado a integrantes del hogar,5,Horas a la semana,True,5
5N.1.4,5n.1.4 Ingreso laboral real promedio de las personas ocupadas según sexo,5,Pesos reales promedio,True,12
5N.2.1,5n.2.1 Porcentaje de certificados y títulos expedidos a mujeres como sujetos agrarios con respecto a los hombres,5,Porcentaje,True,6
5N.3.1,5n.3.1 Proporción de mujeres y niñas a partir de 15 años de edad que han experimentado violencia física o sexual  por otro agresor distinto a la pareja y pidieron apoyo a alguna institución o presentaron una queja o denuncia ante alguna autoridad,5,Porcentaje,True,2
5R.4.1A,"5r.4.1a Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), desglosado por sexo",5,Horas a la semana,True,3
5R.4.1B,"5r.4.1b Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), desglosado por hablantes de lengua indígena",5,Horas a la semana,True,2
5R.4.1C,"5r.4.1c Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), por tamaño de localidad",5,Horas a la semana,True,2
5R.4.1D,"5r.4.1d Promedio de horas semanales dedicadas al trabajo no remunerado y remunerado combinados (carga total de trabajo), por grupos de edad",5,Horas a la semana,True,2
6.1.1.A,6.1.1.a Proporción de la población que dispone de servicios de suministro de agua potable gestionados de manera segura,6,Porcentaje,True,5
6.1.1.B,"6.1.1.b Proporción de la población que dispone de servicios de suministro de agua potable gestionados de manera segura, por región hidrológico-administrativa (RHA)",6,Porcentaje,True,5
6.1.1.C,"6.1.1.c Proporción de la población que dispone de servicios de suministro de agua potable gestionados de manera segura, por entidad federativa",6,Porcentaje,True,5
6.2.1.A,6.2.1.a Proporción de la población que utiliza servicios de saneamiento gestionados de manera segura,6,Porcentaje,True,5
6.2.1.C,"6.2.1.c Proporción de la población que utiliza servicios de saneamiento gestionados de manera segura, por entidad federativa",6,Porcentaje,True,5
6.3.1,6.3.1 Proporción de aguas residuales tratadas de manera adecuada,6,Porcentaje,True,26
6.3.2.,6.3.2. Proporción de cuerpos de agua con buena calidad de agua,6,Porcentaje,True,2
6.4.1,6.4.1 Cambio en la eficiencia del uso del agua a lo largo del tiempo,6,Porcentaje,True,9
6.4.2,6.4.2 Nivel de estrés hídrico: extracción de agua dulce como proporción de los recursos disponibles de agua dulce.,6,Porcentaje,True,9
6.5.1.,6.5.1. Grado de implementación de la gestión integrada de los recursos hídricos,6,Adimensional,True,3
6.5.2.,6.5.2. Proporción de la superficie de cuencas transfronterizas sujetas a arreglos operacionales para la cooperación en materia de aguas,6,Porcentaje,True,2
6.6.1.A,6.6.1.a Cambio en el área de lagos y ríos permanentes (%),6,Porcentaje,True,4
6.6.1.B,6.6.1.b Cambio en el área de lagos y ríos estacionales (%),6,Porcentaje,True,4
6.6.1.C,6.6.1.c Cambio en el área de manglares (%),6,Porcentaje,True,4
6.6.1.D,6.6.1.d Superficie del embalse como porcentaje de la superficie terrestre total (%),6,Porcentaje,True,4
6.6.1.E,6.6.1.e Área de humedales como porcentaje de la superficie terrestre total (%),6,Porcentaje,True,4
6.A.1.,6.a.1. Volumen de la asistencia oficial para el desarrollo destinada al agua y el saneamiento que forma parte de un plan de gastos coordinados por el gobierno,6,Porcentaje,True,9
6.B.1.A,6.b.1.a Proporción de dependencias administrativas locales con procedimientos claramente definidos en leyes o políticas para la participación de los usuarios y las comunidades en la planificación de programas para el suministro de agua potable rural.,6,Porcentaje,True,1
6.B.1.B,6.b.1.b Proporción de dependencias administrativas locales con procedimientos claramente definidos en leyes o políticas para la participación de los usuarios y las comunidades en programas de planificación y gestión de recursos hídricos.,6,Porcentaje,True,1
6.B.1.C,6.b.1.c Proporción de dependencias administrativas locales con un alto nivel de participación de los usuarios y comunidades en la planificación de programas para el suministro de agua potable en zonas rurales.,6,Porcentaje,True,1
6.B.1.D,6.b.1.d Proporción de dependencias administrativas locales con un alto nivel de participación de usuarios y comunidades en programas de planificación y gestión de recursos hídricos.,6,Porcentaje,True,1
6N.1.1.C,"6n.1.1.c Proporción de la población que dispone de servicios de suministro de agua potable y saneamiento gestionados de manera segura, por entidad federativa [CONAGUA]",6,Porcentaje de personas,True,5
6N.1.1,6n.1.1 Porcentaje de la población que tiene acceso al agua entubada diariamente así como al saneamiento [INEGI],6,Porcentaje de personas,True,5
6N.2.1,6n.2.1 Grado de presión sobre el recurso hídrico de las zonas centro y norte del país,6,Porcentaje,True,12
6N.2.2,6n.2.2 Rendimiento de cultivos básicos en zonas con infraestructura de riego,6,Toneladas por hectárea,True,12
7.1.2,7.1.2 Proporción de la población cuya fuente primaria de energía son los combustibles y tecnologías limpias,7,Porcentaje,True,5
7.2.1,7.2.1 Proporción de la energía renovable en el consumo final total de energía,7,Porcentaje,True,21
7.3.1,7.3.1 Intensidad energética medida en función de la energía primaria y el PIB,7,Kilo Joules por peso de PIB producido,True,21
7N.1.1,7n.1.1 Porcentaje de participación de las energías limpias en la matriz de generación de energía eléctrica,7,Porcentaje,True,7
7N.2.1,7n.2.1 Intensidad energética nacional,7,Kilojoules por peso de PIB producido,True,23
7N.3.1,7n.3.1 Capacidad total instalada por generación distribuida,7,Porcentaje,True,15
8.1.1,8.1.1 Tasa de crecimiento anual del PIB real per cápita,8,Porcentaje,True,22
8.10.1.A,8.10.1.a Número de sucursales de bancos comerciales por cada 100 000 adultos,8,Porcentaje,True,10
8.10.1.B,8.10.1.b Número de cajeros automáticos por cada 100 000 adultos,8,Porcentaje,True,10
8.10.2,8.10.2 Proporción de adultos (de 15 años o más) con una cuenta en un banco u otra institución financiera o con un proveedor móvil de servicios monetarios,8,Porcentaje,True,4
8.2.1(2),8.2.1(2) Tasa de crecimiento del PIB por persona ocupada (1996-2020),8,Porcentaje,True,25
8.2.1,8.2.1 Tasa de crecimiento del PIB por persona ocupada,8,Porcentaje,True,19
8.3.1(2),"8.3.1(2) Proporción del empleo informal en el empleo no agropecuario, desglosada por sexo (1995-2020)",8,Porcentaje,True,26
8.3.1,"8.3.1 Proporción del empleo informal en el empleo no agropecuario, desglosada por sexo",8,Porcentaje,True,19
8.4.2.A,8.4.2.a Consumo material interno en términos absolutos,8,Toneladas,True,22
8.4.2.B,8.4.2.b Consumo material interno per cápita,8,Toneladas per cápita,True,22
8.4.2.C,8.4.2.c Consumo material interno por PIB,8,Kilogramos por pesos mexicanos a precios de 2018,True,22
8.5.1A,8.5.1a Ingreso medio por hora de empleadas y empleados,8,Pesos mexicanos,True,9
8.5.1B,"8.5.1b Ingreso medio por hora de empleadas y empleados, desglosado por grupos de edad",8,Pesos mexicanos,True,9
8.5.1C,"8.5.1c Ingreso medio por hora de empleadas y empleados, desglosado por tipo de ocupación",8,Pesos mexicanos,True,9
8.5.1D,"8.5.1d Ingreso medio por hora de empleadas y empleados, desglosado según condición de residencia y país de nacimiento",8,Pesos mexicanos,True,9
8.5.2(2),"8.5.2(2) Tasa de desocupación, desglosada por sexo y edad (1995-2020)",8,Porcentaje,True,26
8.5.2,"8.5.2 Tasa de desocupación, desglosada por sexo y edad",8,Porcentaje,True,19
8.6.1A,"8.6.1a Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo ni reciben capacitación, desglosado por escolaridad y tipo de localidad",8,Porcentaje,False,0
8.6.1B,"8.6.1b Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo ni reciben capacitación, desglosado por sexo",8,Porcentaje,False,0
8.6.1C,"8.6.1c Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo ni reciben capacitación, desglosado según el lugar de nacimiento y de residencia",8,Porcentaje,True,8
8.7.1,"8.7.1 Proporción de la población de 5 a 17 años que realiza una ocupación infantil no permitida, desglosada por sexo y edad",8,Porcentaje,True,8
8.8.1,"8.8.1 Tasa de incidencia de lesiones ocupacionales mortales y no mortales, desglosada por sexo",8,Lesiones ocupacionales por cada 100 trabajadores,True,17
8.9.1,8.9.1 PIB directo turístico como proporción del PIB total y en tasas de crecimiento,8,Porcentaje,True,32
8N.1.1,8n.1.1 Tasa de participación laboral de personas con discapacidad,8,Porcentaje,True,2
8N.2.2,8n.2.2 Número de Personas Trabajadoras del Hogar afiliadas ante el Instituto Mexicano del Seguro Social,8,Número de personas,True,8
8N.3.1A,"8n.3.1a Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, por sexo",8,Porcentaje,True,4
8N.3.1B,"8n.3.1b Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, por grupos de edad",8,Porcentaje,True,4
8N.3.1C,"8n.3.1c Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, según nivel de escolaridad",8,Porcentaje,True,4
8N.3.1D,"8n.3.1d Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, por región geográfica o tamaño de localidad",8,Porcentaje,True,4
8N.4.1,8n.4.1 Variación anual del índice global de productividad laboral de la economía,8,Porcentaje,True,8
8R.6.1,"8r.6.1 Proporción de jóvenes (de 15 a 24 años) que no estudian, no tienen empleo, no reciben capacitación y no realizan trabajo doméstico no remunerado de manera exclusiva, desglosada por sexo",8,Porcentaje,True,9
9.1.1,9.1.1 Proporción de la población rural que vive a menos de 2 km de una carretera transitable todo el año,9,Porcentaje,True,2
9.1.2.A,"9.1.2.a Volumen de transporte de pasajeros, desglosado por medio de transporte",9,Número de pasajeros,True,15
9.1.2.B,"9.1.2.b Volumen de transporte de carga, desglosado por medio de transporte",9,Toneladas,True,15
9.2.1.A,9.2.1.a Valor agregado por manufactura como proporción del PIB,9,Porcentaje,True,22
9.2.1.B,9.2.1.b Valor agregado por manufactura per cápita,9,Pesos constantes a precios de 2018 por persona,True,22
9.2.2(2),"9.2.2(2) Ocupación en la manufactura como proporción del empleo total, desglosada por sexo (1995-2020)",9,Porcentaje,True,26
9.2.2,"9.2.2 Ocupación en la manufactura como proporción del empleo total, desglosada por sexo",9,Porcentaje,True,19
9.3.1,9.3.1 Proporción del valor agregado bruto del sector industrial correspondiente a las pequeñas industrias,9,Porcentaje,True,5
9.3.2,9.3.2 Proporción de las pequeñas industrias que han obtenido un préstamo o una línea de crédito,9,Porcentaje,True,4
9.4.1,9.4.1 Emisiones de dióxido de carbono total por PIB por paridad de poder de compra,9,Kilogramos de CO2e por dólar,True,32
9.5.1,9.5.1 Gasto federal en investigación científica y desarrollo experimental como proporción del PIB,9,Porcentaje,True,14
9.5.2,9.5.2 Personas investigadoras por millón de habitantes,9,Personas investigadoras por cada millón de habitantes del país,True,13
9.B.1,9.b.1 Proporción del valor añadido por la industria de tecnología mediana y alta en el valor agregado bruto,9,Porcentaje,True,22
9.C.1,"9.c.1 Proporción de la población abarcada por una red móvil, desglosada por tecnología",9,Porcentaje,True,6
9N.2.1,9n.2.1 Multiplicador del subsidio a la investigación científica y desarrollo experimental financiada por las empresas,9,Número,True,8
9N.3.1,"9n.3.1 Porcentaje del Personal Ocupado generado por las MIPyMEs (comprende asalariados, no asalariados y empleos suministrados por otra razón social)",9,Porcentaje,True,5
