periodo,1.1.1,1.2.1(1),1.2.1(2),1.2.1.A,1.2.2(1),1.2.2(2),1.3.1.,1.4.1,1.4.2,1.5.1,1.5.4,1.A.1,1.A.2,10.1.1.,10.2.1,10.3.1.,10.4.1,10N.1.1,10N.2.1,10N.3.1,10R.4.1A,10R.4.1B,11.1.1,11.2.1,11.3.1,11.3.2,11.4.1,11.5.1,11.6.1.A,11.6.2.A,11.6.2.B,11.7.1.,11N.1.1,11N.2.1,11R.2.1A,11R.2.1B,11R.2.1C,11R.2.1D,12.2.2.A,12.2.2.B,12.2.2.C,12.5.1.A,12.B.1,12N.1.1,12N.2.1,12R.5.1.A,13.1.1,13N.1.1.A,13N.1.1.B,13N.1.2,13N.2.1,13R.1.1,13R.3.1,14.5.1,14.A.1,14R.2,14R.5.1,15.1.1,15.1.2,15.4.1,15.4.2.,15N.1.1,15N.2.1,15R.1A,15R.1B,16.1.1,16.1.3.A,16.1.3.B,16.1.3.C,16.1.4,16.3.1,16.3.1.A,16.3.1.B,16.3.2,16.5.1,16.5.2,16.6.1,16.6.2.A,16.6.2.B,16.7.2.,16.9.1A,16.9.1B,16.B.1.,16N.1.1,16N.1.2,16N.2.1,16N.2.2,16N.2.3,16N.2.4,16N.3.1.A,16N.3.1.B,16N.3.1.C,16N.3.1.D,16N.3.1.E,16N.3.1.F,16R.3A,16R.3B,17.1.1,17.1.2,17.3.2,17.4.1,17.6.1,17.8.1.A,17N.1.1,17N.2.1,17N.4.1,17N.4.2,17R.19.A,1N.1.1,1N.2.1,1N.2.2,1N.3.3,1R.1.1,2.1.2(1),2.1.2(2),2.2.1,2.2.2,2.2.2(1),2.2.2(2),2.2.3.A,2.2.3.B,2N.1.1,2N.2.1,2N.2.2,2N.3.1,3.1.1,3.1.2,3.2.1,3.2.2,3.3.1,3.3.2A,3.3.2B,3.3.2C,3.3.3,3.3.4,3.3.5,3.4.1,3.4.2.A,3.4.2.B,3.6.1,3.7.1,3.7.2.A,3.7.2.B,3.9.1,3.9.2A,3.9.2B,3.9.3A,3.9.3B,3.C.1,3N.1.1,3N.1.2,3N.1.3,3N.1.4,3N.3.1,3N.4.1.B,3N.4.1A,3R.3.C(1),3R.3A,3R.3B,3R.7.1,3R.7.A,3R.7.B,4.1.2,4.2.1,4.2.2,4.3.1,4.5.1A,4.5.1B,4.5.1C,4.5.1D,4.5.1E,4.5.1F,4.6.1.A,4.A.1.A,4.A.1.B,4.A.1.C,4.A.1.D1,4.A.1.D2,4.A.1.E,4.A.1.F,4.A.1.G,4.C.1.A,4.C.1.B,4.C.1.C,4N.1.1,4N.2.1,4R.3.1,4R.6.1.A(1),4R.6.1.B(1),5.2.1.A,5.2.1.B,5.2.2.A,5.2.2.B,5.3.1A,5.3.1B,5.4.1A,5.4.1B,5.4.1C,5.5.1.A,5.5.1.B,5.5.1.C,5.5.1.D,5.5.1.E,5.6.1,5.A.1A,5.A.1B,5N.1.1,5N.1.2,5N.1.3,5N.1.4,5N.2.1,5N.3.1,5R.4.1A,5R.4.1B,5R.4.1C,5R.4.1D,6.1.1.A,6.1.1.B,6.1.1.C,6.2.1.A,6.2.1.C,6.3.1,6.3.2.,6.4.1,6.4.2,6.5.1.,6.5.2.,6.6.1.A,6.6.1.B,6.6.1.C,6.6.1.D,6.6.1.E,6.A.1.,6.B.1.A,6.B.1.B,6.B.1.C,6.B.1.D,6N.1.1,6N.1.1.C,6N.2.1,6N.2.2,7.1.2,7.2.1,7.3.1,7N.1.1,7N.2.1,7N.3.1,8.1.1,8.10.1.A,8.10.1.B,8.10.2,8.2.1,8.2.1(2),8.3.1,8.3.1(2),8.4.2.A,8.4.2.B,8.4.2.C,8.5.1A,8.5.1B,8.5.1C,8.5.1D,8.5.2,8.5.2(2),8.6.1C,8.7.1,8.8.1,8.9.1,8N.1.1,8N.2.2,8N.3.1A,8N.3.1B,8N.3.1C,8N.3.1D,8N.4.1,8R.6.1,9.1.1,9.1.2.A,9.1.2.B,9.2.1.A,9.2.1.B,9.2.2,9.2.2(2),9.3.1,9.3.2,9.4.1,9.5.1,9.5.2,9.B.1,9.C.1,9N.2.1,9N.3.1
2016,5.80182102834475,50.7833219263,,50.78332193,43.2314482601,,45.885240859,70.22,,4470.03822791218,,,36.2254919654614,,17.3654464138,,25.105542326725,,9.2618072,,0.449023614106494,0.49942761245849,13.22881894,,,,1084.404548,4469.6333976685,68.01,,,,,,,,,,2410396317.0,19.50357545,0.103568319,3.16,10.0,24.32,,14.99729842,4469.6333976685,,,,0.20413547965447,75.0,785540.39,17.35452053,0.36942483842766,,17.35452053,33.7105,10.8770817,13.1952786790196,,,-0.36,10.80765989,8643581.516,19.8717657374266,8.8563063955336,7.81210604283407,0.70087756945379,,12.6138678004311,12.761396793879,13.5892371820587,34.5203102405679,,,116.185963954898,,,,,,,28.7882807829826,,55.5038937867791,49.9254385312103,49.4125635213809,53.7420130415908,,,,,,,,106.119704477479,24.8200417536204,50.7876322790795,2.48684870484394,11.1669169649545,2.5,59.87846286,12.4568838215811,,1.342,-0.947,0.162126867377265,43.2314482601,91.92,89.4378,54.1147591412,1.67090753563019,19.9667637856,,,,,,,,,19.9667637856,21.9052824598,3.81,37.77,94.9,15.76,8.39,0.16,17.14,17.14,17.14,0.42,0.07,100.0,264.238095,5.1729547851726,18.0,9.46,,2.01298787650436,69.85,49.75,10.72,4.0,0.45,5.0,52.82,15.5525538647,93.89321,86.74605,1.49,2.15360890831337,,,,0.37816,3.74472,,,,97.75227956,,91.6468960232356,36.905576424104,1.001844162,1.0069697993838,1.0087844762537,1.001482454,1.696987018,0.984798827,99.0102281182292,,,,,,,,,77.61033094,86.4588929745118,78.2694638284564,15.3633413595351,17.4033411142911,36.2315528081287,,,23.8736238200721,27.4092807381556,22.2025648932707,28.00517362213,,,,,,42.4,3.125,11.6269343370974,,41.7699115044248,,,,0.908877526851159,,,2.5,20.53746571,10.6807989331763,,,,,65.5018680506628,65.501868,65.5018680506628,86.2716993076459,86.2716993076459,44.6998640093678,,3.95084105704313,45.8698991206403,,,,,,,,6.11019896839081,,,,,58.815600410826,58.8598168241402,55.2570887977515,7.24845022092524,99.5060541916566,12.326,253.789,,392.72561,114.035087719298,0.768732,14.19364987,55.27155646,,-1.6969055,4.82642705864142,52.4256837719926,52.534144491009,2410396317.0,19.50357545,0.103568319,30.0366228829783,30.0366228829783,30.0366228829783,30.0366228829783,3.87842540394456,3.88451523317012,,,2.37294486598786,8.452,,,,,,,,0.92,,3776803166.0,955445995.88,20.1744276483545,37991.6826962799,16.3978003773993,16.3033531227667,,,0.334279455307821,0.290168797329144,204.0,68.617,,,
2017,,,,,,,,,,16051.2084616501,,,38.8347130357698,,,20.176078091443,24.6247087418903,,,40.6,,,,,,,1036.284716,16050.5014430596,,,,,,,,,,,2851898201.0,22.85592914,0.120287034,,10.0,,,,16050.5014430596,,,,0.188723475696061,27.0,757106.36,22.05091342,0.67531216779788,,22.05091342,33.7105,10.8849815,13.1952786790196,99.0709392961184,,-0.09,10.81555972,8643581.516,25.7090295330623,9.72099857525486,7.76865103450964,0.913785538284006,,13.3957299144328,13.8161503641381,13.639814673547,32.8964898986147,14.6352683957965,5.41381496250043,110.03991365906,66.7482664598285,82.0549057856445,,,,20.176078091443,29.7461635134444,33.7328872235682,56.3604907652168,53.3679022617507,48.0436722255508,55.1274903131194,23.7061380119175,37.9512086634107,53.8395881105277,43.734268209305,35.8758591307586,65.0342245291083,,99.9494758115448,22.7299340215242,55.0888694417484,2.5923288009661203,9.96785301045663,2.5,63.43735806,12.4133137199966,,1.18,1.966,0.143871122222467,,92.69,83.74689,,,,,,,,,,,,,,4.07,35.56,94.94,16.01,8.63,0.16,17.39,17.39,17.39,0.44,0.05,100.0,262.5430602,5.2772562485443,8.0,8.37,,2.02690528028055,67.97,4203.58,10.1,3.0,0.4,6.0,53.46,,,,,,,,34.77,0.38622,3.74748,,,,,,92.1545558171494,37.3018197539037,1.005967955,1.0204148966682,1.0289212349326,1.001589692,1.723544686,0.988509495,99.0344449092247,,,,,,,,,77.9801220223974,87.5402435610302,79.5418697234689,15.8685280185652,,37.3004558603977,,,,,,,,,,,,42.6,3.125,,,41.8521816562778,,,,,,0.48,2.5,24.37425912,,,,,,,,,,,48.3986677113665,,2.14652211354115,46.3541821784404,,,,,,,,2.46001886038688,,,,,,,55.2561649650509,7.250467108295,,12.379,233.503,,390.13473,86.4754098360656,0.90037,14.19987406,56.28553895,36.9319200515747,-4.9966982,1.78077831397228,52.0784966836562,52.1772708773974,2851898201.0,22.85592914,0.120287034,31.37,31.37,31.37,31.37,3.43760772823812,3.43795218996232,6.845706235,7.0521897681494,2.14484487774277,8.487,,,,,,,,0.96,,3865589551.0,982358861.49,20.3121023546775,38595.3461503359,16.7120425340968,16.6052991685059,,,0.316260083824977,0.242879100751918,218.0,68.321,,4.84364292155095,
2018,5.69459674371915,49.8843391449,,49.88433914,41.9059105108,,46.537495443,70.93,,840.37198074963,,3.84474170182281,38.6506023110417,-1.247399163,16.8981196081,,24.7121049035154,-4.168367282,10.2597881,,0.426118842028812,0.475188460797805,13.14016954,,,6.75675675675676,1006.768307,839.970190880823,66.44,,,,,,,,,,2890278093.0,22.93947512,0.119548228,2.65,10.0,23.45,,12.05552478,839.970190880823,1697.0,9.807,25.64,0.180636503223342,127.0,762172.23,22.05091342,0.33495554011388,,22.05091342,34.17299,10.8849815,13.1938020816221,,,-0.17,10.81555972,8643581.516,29.1160441228906,9.24804236752022,7.99938927861231,0.903274602613662,,11.9267503783197,12.1833162084063,15.3971876275527,35.4188527011746,,,109.435650723125,,,,94.120985263058,94.120985263,,28.2685699603472,,54.2804616177854,53.1069555328025,49.0204196351245,55.0712868035051,,,,,,,46.5423182833688,94.4696849351337,21.16,54.788723032462,2.7399979974609976,8.94303913610665,2.5,65.21702484,11.8354288796992,,1.028,0.296,0.147525898394728,41.9059105108,68.06,89.80164,53.4625045573,1.36191911555507,20.3088112002,,14.2,7.69,1.42,6.28,,18.12554,16.1,20.3088112002,22.2291240493,3.83,35.22,93.92,15.58,8.64,0.16,17.57,17.57,17.57,0.58,0.1,100.0,260.368762,5.4241757716367,7.0,7.49,83.1444857639564,1.87256867021408,66.77,49.1,9.3,2.0,0.38,4.0,53.82,16.1931730381,92.88264,85.99081,1.59,,35.5,35.5,26.28,0.39413,3.94854,11.0622,41.696829648482,12.2479403515813,97.89028547,,91.4256136091669,37.4356432617214,1.001784108,1.032295320772,1.0451095633321,1.001695895,2.179675846,0.987822112,99.0583982547671,95.6163094855674,38.2921848469552,54.3033821302373,25.1652058189161,13.1430407048782,78.5461887935386,94.4828140057822,72.3257308062962,79.2265833435514,88.593857060954,81.3560741127451,16.2645308360439,,38.4502152225619,,,,,,,3.630203510972,3.630203510972,,,,48.2,6.25,21.2184003315375,45.0115493958778,49.0566037735849,,,,0.901265950800158,,,2.5,24.63199865,,,,,,64.4241896290716,64.42419,64.4241896290716,86.5805365803783,86.5805365803783,49.6195472701407,,1.36646860360467,47.0719285578051,49.0,,,,,,,0.246291847593583,,,,,57.6110035329687,57.6858233462004,55.7556431080845,7.42450756270599,99.5361594170604,12.751,202.474,22.4739873693158,382.05667,51.4285714285714,0.985791,14.03056769,59.55944302,,-4.7467939,0.407129848812149,51.9474732290766,52.0626212999835,2890278093.0,22.93947512,0.119548228,33.0,33.0,33.0,33.0,3.29212064398129,3.30073669808087,6.708900367,,2.11828238029772,8.54,38.5,,68.32160488,68.32160488,68.32160488,68.32160488,0.100767434,0.9,,3946731146.0,1001778849.34,20.189365696317,38740.3026647907,16.7611569933752,16.6426995587375,2.39484231275974,9.1891739488231,0.312218997328932,0.23142252705741,227.0,68.684,93.5073315033706,5.51756638371145,67.8816516920567
2019,,,,,,,,,,3531.42798283467,,3.64675393729141,40.9404042698273,,,,25.306552258628,,,,,,,,0.52492284538247,18.9189189189189,853.2916436,3530.94132519766,,,,,,,385.3915195,412.608326,395.4339158,262.3962423,5106473164.0,40.14028558,0.212047597,,10.0,,,,3530.94132519766,1858.0,13.615,,0.179730838065241,76.0,759501.32,22.05091342,0.43627416779558,,22.05091342,34.17299,10.8849815,13.0680399373216,,,-0.23,10.81555972,8643581.516,28.8179916457773,7.98036275658823,7.31599156901919,1.41092723788893,,12.5176536622311,13.3925144361738,16.2524167617262,35.7259626266945,15.7316755870718,4.00493470335157,103.380136117954,68.1710559827479,79.8367136035304,,,,,24.8490409899977,30.4620282647029,57.9369254275852,54.7883610509385,47.6812122877509,55.1257610836767,25.111836427875,39.7128956063563,55.998727115129,46.1661161005683,38.1722228859445,66.3991466097559,52.2983284883721,93.7206048622333,21.44,55.2879616925039,2.8542648999498224,11.9251800208104,2.5,70.04847363,12.2706469190394,,-0.724,0.378,0.207769420617607,,97.42,79.71221,,,,,,,,,,,,,,3.85,35.56,92.98,16.25,8.84,0.16,19.22,19.22,19.22,0.63,0.1,100.0,265.4945219,5.6976864904259,11.0,6.8,,1.77689434470644,65.11,49.68,9.28,6.0,0.45,2.0,53.73,,,,,,,,128.15,0.40207,4.12921,,,,,,91.9021511959205,37.3734570198895,1.002478222,1.0492729554592,1.0688682111775,1.001802078,1.56792333,0.986934752,99.0820993426513,94.5847546198992,36.162124292228,53.6953450711505,25.6107225304069,13.2825689970024,79.7390575290861,90.2835682045274,73.7759707817937,79.9329208203454,90.2846790619257,82.6589382240806,15.2319802722791,,40.1512303494288,,,,,,,,,23.45189532,24.43414814,18.49135627,48.2,6.25,,,49.5058400718778,,,,,-8.928411131,0.39,2.5,24.94601652,,63.26090919,65.0,63.39,35.54,,,,,,49.1049824697474,,-0.786611525260309,47.1506527686072,,,,,,,,0.09130281671057,,,,,,,55.6584628388676,7.73647844087804,,13.886,193.909,22.2284991294043,365.46105,56.1683599419448,-1.347801,13.92277779,62.38498206,,-5.6065699,-2.38971239688736,52.0309418031223,52.1409731572495,5106473164.0,40.14028558,0.212047597,34.69,34.69,34.69,34.69,3.49931786582389,3.50510717479942,7.257904612,7.074244902102,2.05044349527908,8.604,,6.5,,,,,-1.704908718,0.98,,3928948452.0,981621387.37,20.2598832214298,38351.648884187,16.7209492873453,16.5708111072974,,,0.311908814753408,0.211879471739687,240.0,67.913,93.3336169409405,4.60322929999016,
2020,5.86071423375204,52.7734610104,,52.77346101,43.9113547784,,47.952215102,75.6,0.747042434195653,1371.74633529914,,5.05557751523323,57.4092720034414,-3.500262481,17.224953409,,27.2613179147748,-5.820420818,10.9964055,,0.414796410452799,0.468052826853261,10.99972191,30.6746160364171,,27.027027027027,794.9656445,1371.43410988047,65.11,,,6.30960776416923,24.3728816833256,15.1713929975816,,,,,12821570398.0,101.4498598,0.580951894,3.02,10.0,20.03,,13.50371115,1371.43410988047,1235.0,11.193,33.33,0.170838997142305,103.0,,22.05091342,0.48554015528182,905086.0,22.05091342,34.17299,10.8849815,13.0684126019556,,,-0.18,10.81555972,8643581.516,28.6820357701403,6.59029793422473,6.59879984157378,1.19357301862407,,12.2774118238206,12.9374000511053,15.7245285981971,40.8715913503888,,,101.812036420268,,,65.69122972,,,,23.5197201126486,,57.575140913905,56.013548746894,52.5165423199824,56.9139916583294,,,,,,,55.7650273224044,101.512056855839,22.17,55.6940984073664,3.7650710687926177,12.029,2.5,72.29457996,10.8652640562258,,-12.285,-20.29,0.271342928940371,43.9113547784,80.49,77.62062,52.0477848983,1.31287944361608,20.743959207,,13.9,9.63,1.52,8.12,,,16.0,20.743959207,22.5420198974,3.9,55.23,91.97,13.65,6.89,0.16,13.06,13.06,13.06,0.48,0.08,100.0,340.6927236,6.1686039484418,7.0,5.98,,1.57742355579924,62.59,38.91,9.33,6.0,0.59,4.0,53.97,28.1508289527,93.79429,86.45543,2.61,,,38.2,44.81,0.41007,3.52705,,,,97.95882138,,93.3335721283427,36.7116125318041,1.001175759,1.077052945909,1.1103339256061,1.00175128,1.515150803,0.989248238,99.1060081237136,91.750500702134,32.3568682520316,50.5536499459011,25.0765441193398,13.0424273118626,78.3903865190267,88.3273095605332,77.1875503579733,80.8164464281017,90.93656226433,83.7044894810243,15.6527324325085,,40.3886073624139,95.036853,98.692417,,,,,,,,,,,6.25,23.0988206588044,47.4642108938547,49.3261455525606,,64.2140537730872,15.76767336,0.935098650444371,,,2.5,25.04236697,,,,,,64.3907761241372,64.390776,64.3907761241372,88.6780576805193,88.6780576805193,43.0949896919595,52.9013539651838,-8.22319193136981,44.8642848530115,42.0,38.567683230848,18.0747223157186,-10.387323943662,12.4139214591476,0.318160229080496,0.0419980909958638,0.175858848325179,,,,,58.4983671931026,58.76647046309,56.2053773980805,7.54073974800261,99.7062200337303,17.389,194.17,26.5704812620704,355.37399,43.1226765799257,-7.750467,13.00141718,63.15748521,,-4.588089,2.05785315680664,49.8456856114348,49.9239101150928,12821570398.0,101.4498598,0.580951894,37.52,37.52,37.52,37.52,4.46055382172076,4.46709719561079,8.677635727,,2.11478724410291,6.924,,6.5,,,,,-3.067032277,1.16,99.85,2362338411.0,900763162.2,20.2906732108528,35432.9846193394,16.5452651420142,16.427975488463,,,0.322105183999515,0.225210650049736,259.0,66.543,90.3875078777676,4.73934276121681,
2021,,,,,,,,,,276.531112085932,,4.67958343904303,,,,,27.146083328512,,,,,,,,,28.3783783783784,846.0366637,276.075190602125,,20.5242027072897,46.5334263625189,,,,,,,,14833247495.0,116.2341614,0.633768619,,10.0,,,,276.075190602125,1447.0,11.806,,0.156749310404455,98.0,,22.05091342,0.27097871660602,,22.05091342,34.17299,10.9415697,13.1286074668183,,96.0,-0.17,10.87214791,8643581.516,27.6780791915433,6.44365728040578,6.40993330251191,1.4451921488469,38.6214122019221,12.6035863781148,13.6307137575252,14.2090977926126,42.1270398649844,14.7010381553295,2.82668503705724,,71.2552700438341,83.0703989561407,,,,,24.2072659546739,24.6298016757635,58.6480220933721,57.6699050617414,48.2985797676547,60.0152671009454,25.1496013509022,40.8220769517608,53.7351811361777,45.6240993286618,40.4693909653832,70.4953879974683,54.8497267759563,106.686991976027,22.33,,3.9834119578384097,,2.5,76.31202664,12.2701815435564,,2.948,9.038,0.12303723909207,,60.82,88.41187,,,,,12.59,8.7,1.55,7.15,,,14.2,,,3.85,59.19,84.95,14.47,6.91,0.16,15.8,15.8,15.8,0.28,0.11,100.0,328.0584284,,,6.39,,1.66072418587596,61.85,38.94,8.56,4.0,0.39,8.0,55.48,,,,,,,37.5,10.32,0.41851,3.57799,,,,,81.52,91.745686633053,35.8354144267743,1.002108286,1.1156198712228,1.1580675093042,1.001692516,1.339542663,0.990067092,99.1346074280997,93.4414701067534,29.550851951765,48.2937907818588,26.1499619561458,12.3492656383298,80.8097576721773,91.3721150077241,81.6536395287173,81.175631594934,91.1478371416145,84.6980839301265,16.2052510202965,20.1902889740508,41.0152436489797,,,19.2640397378533,22.3388489446551,22.285223526516,29.5705060277355,,,,,,,21.875,,,,3.99732233849397,,,,,,2.5,25.24258936,10.311589136363,,,,,,,,,,39.9326198969481,,4.35405587510771,45.0625920712232,,,,,,,,0.087983421847048,,,,,,,56.4184943618533,7.7369947628558,,19.447,239.125,29.1374153373316,447.14945,31.6233766233766,5.024779,12.22653898,63.55675929,,-4.4926946,,51.4958822109487,,14833247495.0,116.2341614,0.633768619,39.93,39.93,39.93,39.93,4.11048976991945,,8.117188067,,1.89979151579657,7.795,,6.5,67.78282819,67.78282819,67.78282819,67.78282819,2.173444728,1.0,,3267132071.0,952135750.38,20.8102509583787,38166.3275103991,16.4831409626367,,,,0.303501273506234,0.211444137221064,273.0,66.982,39.2392192524284,5.97539165395813,
2022,,43.5294297649,,43.52942976,36.3141904843,,49.816227169,76.75,,202.40419587245,87.5,,,7.641485725,15.5610189180331,23.7227536200524,27.577601421509,11.02556049,11.8821764,33.8,0.401964471182752,0.459798233673363,,,,32.4324324324324,,202.023004441726,66.03,20.6102094636381,46.1560880314209,,,,,,,,24711594150.0,192.1853424,1.018065298,2.84,10.0,22.39,398.0,13.57350718,202.023004441726,1099.0,10.386,48.44,,91.0,,22.05091342,0.32288254540442,,22.05091342,34.17299,10.9498421,13.1286074668183,,,-0.21,10.88042029,8721911.0,25.6131473692796,5.78903801826966,6.57284913171173,1.36164993969417,38.5122058411315,14.1681766890301,15.5603720078109,17.2610349516345,39.0773939852351,,,,,,,,,23.7227536200524,22.586868775222,,56.1713345277536,55.9411876543847,51.9512762741468,58.2810253650439,,,,,,,66.5357643758766,106.966474358643,22.4,,4.0033559278614,,2.5,79.331103157,13.5632607909631,48.09,-0.087,9.268,0.156813029077148,36.3141904843,65.44,84.91083,50.1837728312,,16.234029047,,12.8,7.9,0.8,7.16,15.4,,13.9,16.234029047,18.18943193,3.9,38.21,89.24,15.26,7.88,0.16,18.51,18.51,18.51,0.19,0.22,100.0,277.4460098,,,6.54,,1.68614130532415,61.06,46.11,7.72,7.0,0.53,5.0,56.55,39.0912088798,93.21534,88.6754,1.9,,,36.2,20.72805162,0.42641,3.69727,,,,98.0281702101865,80.67,90.3340010876183,36.3520899860188,1.002478483,1.1083839951158,1.1638787654343,1.001640765,1.40402625,0.988373994,99.1619538255019,95.067880088123,38.0543732770453,46.3234021938475,25.9916721455183,12.386818459693,81.9347843639342,91.8659238497295,85.9256952374361,81.6890751917625,91.4212565928455,85.6931978214025,15.412136803255,,42.0980787708553,,,,,,,,,,,,,28.125,22.9327902240326,49.7093678186816,,,,,0.901237927083927,,0.65,2.5,,,,,,,61.0104252854697,61.010425,61.0104252854697,89.2434444804546,89.2434444804546,39.8617966436328,,8.01840706171357,44.992524679239,,,,,,,,0.061147535414614,,,,,55.5148484004634,55.8652161738158,56.5966897288205,7.76187151059972,99.5894955398611,20.435,254.557,31.1614285053905,432.62049,28.8110508140109,2.929905,12.3565594,66.32482471,48.9714741706848,2.2992346,,51.2609286361479,,24711594150.0,192.1853424,1.018065298,42.49,42.49,42.49,42.49,3.27360351413286,,6.938359006,7.5033921460166,2.10183981937507,8.673,,6.5,,,,,-4.556882559,0.96,,3838494099.0,965071784.5,21.1918659905113,40004.958738579,16.5003222954811,,,,,0.200948598746211,282.0,67.02,41.1690358230995,4.26068228349597,
2023,,,,,,,,,,947.968134329999,96.875,,,,,,28.5807475882949,,,,,,,,,,,,,20.5084134559611,46.8581904728854,,,,,,,,25400329851.0,196.4179997,1.014908604,,10.0,,,,,1348.0,8.585,,,59.0,,22.05091,0.31223901242139,,22.05091,,11.27570552,13.1286074668183,,,-0.19,11.20634916,8721911.0,24.594438644711,6.28982981275575,7.01531089691783,1.39589802376922,39.8296843517381,14.4834122349256,15.544113457671,16.9662863440063,37.2478803291976,13.9658428389365,3.54983493516436,,70.9518588431632,81.5786540852769,,93.854322160619,93.854322160619,,23.3229059440054,27.2234847922024,58.4296238071995,58.1479299413379,49.5850599504353,59.1148763956846,27.2233292919022,43.2853283674665,50.7360326665686,45.4164716164439,43.3790362543503,72.6458349696607,73.1136044880785,105.889423076923,22.16,,3.516662962485265,,2.5,81.8611089,14.2823532158979,73.08,-1.14,2.457,0.118985878292329,,66.83,75.68835,,,,,16.19,5.9080919,0.9,4.96,10.5,,17.2,,,,34.58,88.15,16.06,8.37,0.16,19.39,19.39,19.39,0.12,0.17,100.0,270.8791503,,,,82.4448125155288,1.55710435422703,60.26,46.76,7.38,,0.53,33.0,,,,,,,,34.13,120.8064917,,,12.18176,41.4325163051607,7.7318470857646,,79.52,92.4752181672812,37.0236276771498,1.0025938230981,1.108684069943,1.1748877376887,1.0015936583813,1.3693228728652,0.9902927923213,99.1860039277426,95.5275136848171,43.9112647651974,47.5401901469317,27.7153558052434,12.4897723998848,82.0847018150389,92.5854220685681,86.4811293575338,81.7913568672856,91.6452500585679,86.5013530229476,15.3383054766505,,43.8323562460023,,,,,,,3.740051358814,3.740051358814,,,,,28.125,,,,,,,,,,1.5,,,,,,,,,,,,40.1486261855872,56.8918918918919,-0.330924292604629,45.4832476244276,41.0,31.2429160311724,,,,,,0.078401558527951,70.0,70.0,25.0,10.0,,,55.8773895875827,8.11577030594535,,19.253,230.187,24.32,396.0294,27.8936805821524,2.520265,,,,-0.1048655,,51.2498532803877,,25400329851.0,196.4179997,1.014908604,47.51,47.51,47.51,47.51,2.78773732802441,,16.03763092,,1.91642694521867,8.542,,6.5,,,,,-0.924945031,0.96,,3969702820.0,1981003168.81,20.8445143596437,40340.9508734804,16.4848779870971,,2.16365512853335,7.6040364062963,,0.214646717039168,315.0,66.884,22.4790132186333,4.73109998716468,71.3000403033273
2024,,,,,,,,80.48,,602.558698879457,96.8,,,,,,29.80284385,10.61673495,12.5322901,,0.390521832,0.450230708722698,,,,,,,,,,,,,339.0776065,334.0495236,349.0008698,232.1125886,27821504915.0,213.9695049,1.0968367,,10.0,,,,,,,,,43.0,,22.474991095,0.2880291059656,,22.4749911,,,13.4735152704898,,,-0.11,11.71537023,8721911.0,25.3639373467353,6.09457639992075,7.74179092231411,1.56171597538013,41.3281937548468,13.1182659357345,14.5265774713288,14.453807143149,36.3343793422392,,,,,,,,,,24.1349420611221,,61.4710109216225,59.6823480398938,50.4387415668628,60.5252278313884,,,,,,,73.4113475177305,106.982789352769,,,3.5411826110427476,,2.5,83.76135826,14.4395221676637,80.43,-0.199,1.188,0.15712802529632,,,76.47879,,,,,15.06,8.3544396,,6.61,12.7,,16.57,,,,,,,,0.16,19.64,19.64,19.64,0.2,0.12,100.0,272.9152395,,,,,1.50138436846581,59.46,,,,,,,,,,1.83,,37.0,37.03,249.9032012,,,,,,97.6103596526361,81.16,92.22094363616,37.0723254337309,0.9977958749651,1.1193459225169,1.1877878526907,1.0014284735284,1.2830154825493,0.9344186856109,99.1990911629863,95.6080026814299,46.6545694108945,47.5953814680829,27.6903873048162,11.1811005420649,82.4158296829671,92.7705412558801,86.7569722957432,80.3315060776114,89.970119313789,86.8396481283118,,,,,,,,,,,,20.90850644,21.71703057,16.98847921,,,,,,,,,,-7.564062283,,,,,58.58476013,,,,,,,,,,,,,,,,,,,,,,,,,56.973926709597,,,,99.7166668850047,19.575,210.524,23.3962049928329,380.1177,33.2551732399006,0.798846,,,,-1.7629822,,50.7437827709804,,27821504915.0,213.9695049,1.0968367,53.03,53.03,53.03,53.03,2.69564813505654,,16.0244552,,1.76805361401876,8.659,,6.5,76.53974,76.53974,76.53974,76.53974,2.078206021,0.94,,4015215733.0,2045698221.25,20.5556169329045,40099.63541707,16.2410932078629,,,,,0.214718660281718,332.0,67.682,,3.91887709991158,
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28806781565386,,,,,,,,,,,,,,,40.3029151683857,,,,,,,,,,,,,,,,57.0523192329186,57.0119557772047,,55.8584043412748,,,,,,,,,,,3.36133848803674,,,,,,,,0.131641345664023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.68646954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,1.603877679,,,,,,,,,,,,0.20521874903853,,,,,
2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,
