periodo,1.1.1,1.2.1(1),1.2.1(2),1.2.1.A,1.2.2(1),1.2.2(2),1.3.1.,1.4.1,1.4.2,1.5.1,1.5.4,1.A.1,1.A.2,10.1.1.,10.2.1,10.3.1.,10.4.1,10N.1.1,10N.2.1,10N.3.1,10R.4.1A,10R.4.1B,11.1.1,11.2.1,11.3.1,11.3.2,11.4.1,11.5.1,11.6.1.A,11.6.2.A,11.6.2.B,11.7.1.,11N.1.1,11N.2.1,11R.2.1A,11R.2.1B,11R.2.1C,11R.2.1D,12.2.2.A,12.2.2.B,12.2.2.C,12.5.1.A,12.B.1,12N.1.1,12N.2.1,12R.5.1.A,13.1.1,13N.1.1.A,13N.1.1.B,13N.1.2,13N.2.1,13R.1.1,13R.3.1,14.5.1,14.A.1,14R.2,14R.5.1,15.1.1,15.1.2,15.4.1,15.4.2.,15N.1.1,15N.2.1,15R.1A,15R.1B,16.1.1,16.1.3.A,16.1.3.B,16.1.3.C,16.1.4,16.3.1,16.3.1.A,16.3.1.B,16.3.2,16.5.1,16.5.2,16.6.1,16.6.2.A,16.6.2.B,16.7.2.,16.9.1A,16.9.1B,16.B.1.,16N.1.1,16N.1.2,16N.2.1,16N.2.2,16N.2.3,16N.2.4,16N.3.1.A,16N.3.1.B,16N.3.1.C,16N.3.1.D,16N.3.1.E,16N.3.1.F,16R.3A,16R.3B,17.1.1,17.1.2,17.3.2,17.4.1,17.6.1,17.8.1.A,17N.1.1,17N.2.1,17N.4.1,17N.4.2,17R.19.A,1N.1.1,1N.2.1,1N.2.2,1N.3.3,1R.1.1,2.1.2(1),2.1.2(2),2.2.1,2.2.2,2.2.2(1),2.2.2(2),2.2.3.A,2.2.3.B,2N.1.1,2N.2.1,2N.2.2,2N.3.1,3.1.1,3.1.2,3.2.1,3.2.2,3.3.1,3.3.2A,3.3.2B,3.3.2C,3.3.3,3.3.4,3.3.5,3.4.1,3.4.2.A,3.4.2.B,3.6.1,3.7.1,3.7.2.A,3.7.2.B,3.9.1,3.9.2A,3.9.2B,3.9.3A,3.9.3B,3.C.1,3N.1.1,3N.1.2,3N.1.3,3N.1.4,3N.3.1,3N.4.1.B,3N.4.1A,3R.3.C(1),3R.3A,3R.3B,3R.7.1,3R.7.A,3R.7.B,4.1.2,4.2.1,4.2.2,4.3.1,4.5.1A,4.5.1B,4.5.1C,4.5.1D,4.5.1E,4.5.1F,4.6.1.A,4.A.1.A,4.A.1.B,4.A.1.C,4.A.1.D1,4.A.1.D2,4.A.1.E,4.A.1.F,4.A.1.G,4.C.1.A,4.C.1.B,4.C.1.C,4N.1.1,4N.2.1,4R.3.1,4R.6.1.A(1),4R.6.1.B(1),5.2.1.A,5.2.1.B,5.2.2.A,5.2.2.B,5.3.1A,5.3.1B,5.4.1A,5.4.1B,5.4.1C,5.5.1.A,5.5.1.B,5.5.1.C,5.5.1.D,5.5.1.E,5.6.1,5.A.1A,5.A.1B,5N.1.1,5N.1.2,5N.1.3,5N.1.4,5N.2.1,5N.3.1,5R.4.1A,5R.4.1B,5R.4.1C,5R.4.1D,6.1.1.A,6.1.1.B,6.1.1.C,6.2.1.A,6.2.1.C,6.3.1,6.3.2.,6.4.1,6.4.2,6.5.1.,6.5.2.,6.6.1.A,6.6.1.B,6.6.1.C,6.6.1.D,6.6.1.E,6.A.1.,6.B.1.A,6.B.1.B,6.B.1.C,6.B.1.D,6N.1.1,6N.1.1.C,6N.2.1,6N.2.2,7.1.2,7.2.1,7.3.1,7N.1.1,7N.2.1,7N.3.1,8.1.1,8.10.1.A,8.10.1.B,8.10.2,8.2.1,8.2.1(2),8.3.1,8.3.1(2),8.4.2.A,8.4.2.B,8.4.2.C,8.5.1A,8.5.1B,8.5.1C,8.5.1D,8.5.2,8.5.2(2),8.6.1C,8.7.1,8.8.1,8.9.1,8N.1.1,8N.2.2,8N.3.1A,8N.3.1B,8N.3.1C,8N.3.1D,8N.4.1,8R.6.1,9.1.1,9.1.2.A,9.1.2.B,9.2.1.A,9.2.1.B,9.2.2,9.2.2(2),9.3.1,9.3.2,9.4.1,9.5.1,9.5.2,9.B.1,9.C.1,9N.2.1,9N.3.1
2001,,,,,,,,,,167.893798313091,,,,,,,,,,,,,,,,,,167.62353411662,,,,,,,,,,,,,,,,,,,167.62353411662,,,,0.309914065473286,6.0,583999.14,0.92150054,,,0.92150054,,9.4578577,16.9642504705473,,,-0.08,9.39378108,1103975.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7824442224096,49.9264530973396,1.11536102052125,,,8.208297081,,,,,,,94.14,79.65812,,,,,,,,,,,,,,2.58,66.54,82.93,23.92,13.02,0.14,18.74,18.74,,7.34,0.46,100.0,219.9854397,3.7800196770802,21.0,12.1,,,,,16.19,7.0,0.66,6.0,,,,,,,,,,0.23559,4.28532,,,,,,,,,,,0.99840579,,,97.0174545208536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9951585816752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16192640054009,,51.5946960491935,,,,,,,,,2.75508996832278,,,,9.587,,,,,,,,,,,,,,,18.7303610148325,,,0.326188154131466,,,,,,
2002,8.61427155524919,,,,,,,,,7136.30218755848,,,,,,,,,,,,,20.2916,,,,,7135.86802692577,,,,,,,,,,,,,,,,,,,7135.86802692577,,,,0.307572589442979,65.0,606421.94,0.931036734,,,0.931036734,34.42252,9.4632029,16.9642504705473,,,-0.19,9.39378108,1103975.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3771469104915,49.88411728009,1.2113671249437301,,,12.19214685,,,,,,,99.43,75.81021,,2.465234012782,,,,,,,,,,,,2.71,54.58,84.54,22.76,12.49,0.14,17.41,17.41,,4.89,0.25,100.0,226.0665378,3.7893870500919,22.0,12.42,,,,,16.28,8.0,0.61,10.0,,,,,,,,,,0.24571,4.36833,,,,,,,,,,,0.998939726,,,97.2231693839434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4746805489825,,,,,,,,,,,,,,,,,,,,,,,,385.76356,,,,,,,0.373202940555206,,52.7040628599415,,,,,,,,,2.97660723807903,,,,9.493,,,,,,,,,,,,,,,17.8390687899409,,,0.33951548894415,,,,,,
2003,,,,,,,,,,1125.71545743874,,,,,,,27.6932589928621,,,,,,,,,,388.8553279,1125.21507494694,,,,,,,,,,,1189212139.0,11.4802226,0.066438964,,10.0,,,,1125.21507494694,,,,0.306424752057912,98.0,606865.07,0.931036734,,,0.931036734,,9.4664499,16.9642504705473,,,-0.18,9.397028103,1881789.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7987018182081,46.597817412463,1.9765290653650225,,,13.29932584,,,,,,,69.59,74.26223,,,,,,,,,,,,,,2.93,55.37,85.92,21.8,12.04,0.14,16.73,16.73,16.73,4.46,0.31,100.0,227.6130831,3.9741288391771,11.0,12.52,,,,,15.81,8.0,0.68,7.0,,,,,,,,,,0.25629,4.44743,,,,,,,,,,,0.999482456,,,97.4283766944669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5827067669173,,,,,,,,,,,,,,,,,,,,,,,,393.73388,,-0.202134,,,,,2.41814156509428,,53.6714686245161,1189212139.0,11.4802226,0.066438964,,,,,,3.41491199254075,,,,9.925,,,,,,,,,,,,21.4144524799421,37002.79,,17.511839734212,2.59911389329137,,0.335782728052942,,,66.221,,,71.0133282133184
2004,8.52633661851609,,,,,,,,,114.802452807471,,,,,,,26.5543148660439,,,,,,17.2567,,,,418.3318941,114.485326781711,,,,,,,,,,,1264243235.0,12.0437862,0.068199203,,10.0,,,,114.485326781711,,,,0.298486171386993,110.0,626816.97,0.931036734,,,0.931036734,,9.4664499,16.9642504705473,,,-0.13,9.397028103,5101458.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3757643817673,42.9273615549339,2.2363955321326325,,,14.1423738,,,,,,,94.83,76.37483,,2.73390042999922,,,,,,,,,,,,3.0,52.62,87.24,20.99,11.42,0.14,16.12,16.12,16.12,3.64,0.16,100.0,225.7727165,3.9329662206824,14.0,12.43,,,,,14.68,3.0,0.65,10.0,,,,,,,,,,0.26684,4.49555,,,,,,,,,,,1.000034528,,,97.6333184748638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.593045112782,,,,,,,,,,,,,,,,,,,,,14.535,354.337,,396.35176,,2.201268,,,,,4.46742316533535,,53.7353709202778,1264243235.0,12.0437862,0.068199203,,,,,,3.92489635585553,,,,9.843,,,,,,,,,,,,21.1965148523279,37432.44534,,17.4236478572673,,,0.33488222812749,,,67.901,,,
2005,9.36470619386236,,,,,,,,,771.594959565991,,,,,,,26.4136269568128,,,,,,,,,,501.3135926,771.111529689627,,,,,,,,,,,1220383405.0,11.47290146,0.064470771,,10.0,,13.6,,771.111529689627,,,,0.290760418639847,75.0,636926.16,1.093088117,,774134.0,1.093088117,,9.8368206,16.9642504705473,,,-0.17,9.767398781,5251233.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6306960321302,41.3945814352356,2.35587763731146,,,17.75341131,,,,,,,100.48,73.74661,,2.98679559289855,,,,,,,,,,,,3.21,52.91,87.84,20.3,11.13,0.15,16.83,16.83,16.83,3.2,0.16,100.0,228.933365,4.0759209984494,6.0,12.59,,,,,14.57,2.0,0.7,7.0,,,,,,,,,,0.2768,4.37149,,,,,,,,,,,1.000242229,,,97.7878765636134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1672932330827,,,,,,-16.6947155839785,-0.440140845070423,-6.90489484459334,0.233254852052179,0.0397072860324531,,,,,,,,,,,14.992,374.761,,420.37807,,0.768932,,,,,3.97628338912963,,53.9369710786005,1220383405.0,11.47290146,0.064470771,,,,,,3.55789847544953,,,,9.614,,,,,,,,,,,,21.2163254867774,37755.52961,,16.7764125624133,,,0.333240940344688,,,66.541,,,
2006,6.63677998339761,,,,,,,,,504.797455284707,,,37.1262472366751,,,,25.800530114445,,,,,,14.5601,,,,572.8427327,504.144371933846,,,,,,,,,,,1242905430.0,11.52058199,0.06265022,,10.0,,14.6,,504.144371933846,,,,0.267082524936961,84.0,653275.45,1.093088117,,,1.093088117,,9.8368206,16.9642504705473,,,-0.1,9.767398781,5263912.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.480143736043,39.4674402613635,2.5071605756631623,16.6069728890499,,19.7693054,,,,,,,81.73,71.14894,,1.82879925405385,,,15.4,9.5,2.0,7.5,,17.25778,17.5,,,3.32,49.6,88.15,19.74,10.87,0.15,15.2,15.2,15.2,2.75,0.13,100.0,226.6362382,3.9820675004583,8.0,12.97,,,,,13.54,7.0,0.65,9.0,,,,,2.26,,,34.8,,0.28678,4.58263,,,,,,,,,,,1.000498761,,,97.9405784255673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0235294117647,,,,,,,,,,,,,,,,,,,,,13.963,360.929,,406.07413,,3.333567,,,,3.2872544,7.37436911741707,52.9721270391436,52.9688114211199,1242905430.0,11.52058199,0.06265022,,,,,3.56057335991086,3.56595537366267,,,,9.43,,,,,,,,,,,,21.2762231312774,39124.27972,16.7226867083772,16.7838457892732,,,0.326124590438265,,,70.892,,,
2007,,,,,,,,,,2787.30376571123,,,38.0668906593115,,,,25.5582959978799,,,,,,,,,,699.0485664,2786.83376637032,,,,,,,,,,,1327683554.0,12.12068409,0.065561294,,10.0,,25.1,,2786.83376637032,,,,0.263148625441275,111.0,687425.94,1.231545128,1.00561832723985,,1.231545128,33.98448,10.0926188,12.9744953190235,,,-0.13,10.02319706,5317878.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7988927986817,40.3894713115844,2.4211495524181,8.76585546447889,,21.88707436,,,,,,,92.1,69.78552,,,,,,,,,,,,,,3.24,46.45,88.6,19.32,10.54,0.15,15.82,15.82,15.82,2.3,0.05,100.0,231.4159196,4.0360533871744,5.0,11.65,,,,,13.63,8.0,0.66,7.0,,,,,,,,,,0.29701,4.6495,,,,,,,,,,,1.000753791,,,98.0939969750151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2777777777778,,,,,,,,,,,,,,,,,,,,,13.627,346.513,,399.59652,,0.537434,,,,-2.9600811,3.01411828964011,52.6635020913906,52.6843425475602,1327683554.0,12.12068409,0.065561294,,,,,3.64393372940428,3.6451557751959,,11.5250330252422,,9.176,,,,,,,,,,,,20.9114596251094,38660.18812,16.4783630374177,16.5183892362794,,,0.336187493017866,,,69.747,,,
2008,7.88517539010122,,49.0168798527,,,44.3580844763,,,,1349.982297687,,,42.270516153323,,,,25.7188892507124,,,,,,16.8289,,,,822.511377,1349.50610299651,,,,,,,,,,,1331735409.0,11.96786752,0.065146825,,10.0,,27.4,,1349.50610299651,,,,0.252816670736125,153.0,736252.57,1.231545128,1.31397136033668,,1.231545128,,10.1202603,12.9744953190235,,,-0.19,10.05083858,8118862.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3414236442993,34.6219226159006,2.252979184846815,8.63774637850942,,23.05229042,11.5741257935058,,,,,,98.37,71.18083,,2.07992642768207,,21.7433435351,,,,,,,,,,3.26,47.19,89.11,18.98,10.54,0.15,16.36,16.36,16.36,2.12,0.09,100.0,236.5644891,4.2280519946053,10.0,12.56,,2.55246758388944,,,12.91,5.0,0.55,5.0,,,,,2.01,,,,,0.30706,4.65779,,,,,,,,,,,1.001006978,,,98.2480030107028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5316752698264,,,,,,,,,,,,,,,,,,,,,13.888,347.066,,407.87441,,-0.632605,,,,-1.9863377,4.33529019633443,52.9619868424292,52.9858582393072,1331735409.0,11.96786752,0.065146825,,,,,3.9097873929324,3.90360847201751,,,2.91352732959714,8.879,,,,,,,,,,,,20.3887729576409,37455.41471,15.9299401940976,15.9335308730888,1.98743025984397,27.8757293896815,0.356701407962105,,,70.006,,,73.0371339744614
2009,,,,,,,,,,493.58191979176,,,37.1043008247237,,,,26.7909649584932,,,,,,,,,,878.9931393,493.043163899272,,,,,,,,,,,1373428303.0,12.1509834,0.071700089,,10.0,,51.3,,493.043163899272,,,,0.253232444756782,108.0,721705.01,1.333809344,1.19491617881665,,1.333809344,,10.5931996,13.371224301991,,,-0.3,10.52377783,8382070.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2942874121787,36.5683907058768,2.35790556510558,18.9879331463503,,27.5928637,10.4381265778022,,-3.454,-5.313,,,87.19,77.61129,,,,,,,,,,,,,,2.91,50.9,89.79,18.2,10.43,0.15,15.93,15.93,15.93,2.09,0.09,100.0,239.9964023,4.6264169227016,3.0,13.27,81.64172,3.00750087334614,,,12.43,6.0,0.52,4.0,,,,,,,,,,0.31676,4.52445,8.52571,,,,,,,,,,1.001259405,,,98.4027048859224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.21538815,,,,,,,,,,,,,,29.1851851851852,,,,,,,,,,,,,,,,,,,,,13.307,380.692,,434.09452,,-7.74961,,,,-6.9356227,-2.07657472902546,54.4374426522624,54.4848924635063,1373428303.0,12.1509834,0.071700089,,,,,5.38192552345543,5.3792135808381,,9.7969237344551,2.89597687770222,9.155,,,,,,,,,,,,19.4971642849139,33041.76089,15.0376986327951,15.0429131430682,,,0.37314370253907,,,65.278,,,
2010,7.93632548539157,,51.9979177797,,,46.1090930794,,,,1743.05047326257,,,37.6574000949831,,,,25.8856992602165,,,,,,15.2967,,,,949.457326,1742.58222469654,,,,,,,,,,,1378401682.0,12.01158086,0.068551787,,10.0,,54.8,10.85473861,1742.58222469654,,,,0.242009162877572,114.0,719697.3,1.333809344,0.99418165055686,764774.0,1.333809344,,10.6613406,13.371224301991,,,-0.22,10.59191878,8579802.078,22.4450022285969,,,,,,,,,,,,,,,,,,23.9933700598287,,,,32.7824010079548,,,,,,,,,,22.2890332438221,37.8057724237574,1.9904676927198075,10.6235074317057,,32.72118982,11.2184739399654,,-0.682,-0.187,,,95.25,80.56911,,2.58491252059151,,24.8296966229,,,,,,,,,,3.19,42.09,90.89,17.85,10.09,0.15,16.42,16.42,16.42,2.3,0.08,100.0,240.7763016,4.4009305392236,3.0,12.59,,3.02465831688267,78.51,,12.41,1.0,0.51,5.0,,,,,1.95,1.72466116104531,,,,0.32594,4.23246,,,,,,,,,,,1.001269465,,,98.5144886839238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0838156779466,,,,,,-6.22685964321777,14.0845070422535,-3.18257956448911,0.299790009545021,0.0409799554565702,,,,,,,,,,,13.636,344.331,,411.34224,700.0,3.392648,,,,0.0298085,4.76067291767144,54.429580408012,54.4998996215804,1378401682.0,12.01158086,0.068551787,,,,,5.33434224266412,5.32899337857882,,,2.82836031422399,8.867,,,,,,,,,97.7362639952777,3262588527.0,848014945.22,19.9611753024348,34975.7874,15.3838832537146,15.3637205457083,,,0.354483110374622,,,67.177,,,
2011,,,,,,,,,,1534.72768725286,,,38.4492022070094,,,,25.4286379717673,,,,,,,,,,1123.635373,1534.36030355254,,,,,,,,,,,1376867310.0,11.82406593,0.066195669,,10.0,,52.1,,1534.36030355254,,,,0.233116452032308,165.0,737876.95,1.333809344,1.11861719518177,,1.333809344,33.78628,10.6613406,13.371224301991,,,-0.28,10.59191878,8588171.628,23.3695944340982,,,,,,,,,,,,,,,,,,24.3168340566958,37.3659531684157,,,30.7818941427109,,,,,,,,,,22.481628149217,35.6359558535311,1.9139518668536852,7.41470289798025,,36.91628965,10.917817122193,,-1.287,4.744,,,61.61,81.42387,,,,,,,,,,,,,,3.19,42.75,94.58,17.4,9.51,0.15,16.3,16.3,16.3,1.05,0.16,100.0,234.6556657,4.9511364782504,2.0,11.13,,3.26861078802231,78.12,,11.81,4.0,0.58,6.0,,,,,,1.79629568982164,,,,0.33471,4.32475,,,,,,,,,,,1.001280429,,,98.6260165170591,,,,,,,,,,,,,,,,,24.6639112403476,28.0923210186621,15.1845945555154,19.3761289746537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3116511794139,,,,,,,,,,,,,,,,,,,,,13.079,338.156,,415.30188,325.0,1.942639,,,27.4293839931488,1.2962624,7.40571496797486,54.4329454533966,54.5125896307135,1376867310.0,11.82406593,0.066195669,,,,,5.19988076635408,5.19454211362274,,9.5209356024291,2.86883332388184,8.609,,,,,,,,,,3369140147.0,877490325.02,19.9388107455407,35615.2926,15.3106516541911,15.2998111978131,,,0.351337191335622,,,66.602,,,
2012,6.5437330986196,,51.6413926155,,,45.4792025356,,,,877.397778911135,,,38.2985982905102,,,,25.3854890655647,,,,,,17.0635,,,,1077.766074,876.865544786559,62.28,,,,,,,,,,1377003750.0,11.66354188,0.063930639,3.59,10.0,17.7,53.2,16.31411619,876.865544786559,,,,0.222348529667067,115.0,722401.9,1.3443776,1.32856260544422,,1.3443776,33.78628,10.6649309,13.371224301991,,,-0.33,10.59550911,8636259.578,21.9946526744751,,,,,,,,,,,,,,,,,,27.3374484622931,,,,49.5165413735332,,,,,,,,,,22.4902446325229,33.5290138475942,1.859270951035445,8.81780304856682,,39.5322742,12.868580611859,,2.189,0.961,,,78.97,85.38659,,1.79792152971986,,23.3169486569,13.6,10.6,1.6,9.0,,12.27162,15.3,,,3.3,42.07,94.49,16.8,9.18,0.16,16.68,16.68,16.68,0.95,0.16,100.0,238.6573575,4.7367924603331,9.0,11.93,,3.18831369058166,77.32,,11.25,2.0,0.47,2.0,47.31,,,,1.44,1.86786210321273,,34.4,,0.34371,4.2114,,,,,,88.4668102604269,33.5460708211459,1.004786916,,,1.001290465,2.094316692,,98.737799651934,,,,,,,,,73.3304432835095,82.8928089102561,70.7796235950646,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,36.5342960288809,,,,,,,,,,,,,,,,,,53.1015404760427,6.60449958368519,,12.696,324.757,,409.24806,282.352941176471,2.137246,,,,-2.1174667,1.91797611726297,54.586623292496,54.6564933664359,1377003750.0,11.66354188,0.063930639,,,,,4.92826707587658,4.92308010788606,,,2.76841126776234,8.646,,,,,,,,,,3473858654.0,893825923.45,20.1807428153052,36817.86143,15.3049369560919,15.2812309279452,,,0.332166241144939,0.291833555547501,157.0,68.931,,,
2013,,,,,,,,,,2677.33228474538,,,37.8141369581104,,,,26.1727029514597,,,,,,,,,,989.6537581,2676.79003236306,,,,,,,,,,,1415010212.0,11.83142114,0.065140118,,10.0,,50.3,,2676.79003236306,,,,0.216539909622842,105.0,735453.19,1.3443776,1.07704221460064,,1.3443776,33.78628,10.6649309,13.2897702944146,,,-0.26,10.59550911,8643581.516,19.28382307566,,,,,,,,,,,,62.0029988517803,79.2770622238997,,,,,28.2239846860961,33.6342429825453,,,51.584235331941,,21.8373943954476,40.105966052721,57.618176314679,,35.3289371499108,67.3285912543855,,,23.5786598380868,37.3774825427387,1.73866358470605,8.94931507158444,,43.81374503,12.0270000691173,,3.381,-1.684,,,91.31,84.6155,,,,,,,,,,,,,,3.48,38.08,94.88,16.52,8.59,0.16,16.47,16.47,16.47,0.7,0.06,100.0,243.8232317,4.9715531174994,14.0,10.64,,2.92632997027938,76.13,,11.82,6.0,0.5,3.0,48.39,,,,,1.93877593115044,,,,0.35256,4.15978,,,,,,88.037087490302,34.5759606683006,1.002599388,0.9841451209238,,1.001300939,2.137374241,,98.8498196708521,,,,,,,,,74.1321979626665,83.527086480659,72.6496110225654,,,,,,,,,,,,,,,,,,,,,,,,,0.48,2.5,,,,,,,,,,,,37.8286337011306,,,,,,,,,,,,,,,,,,51.8616278710576,6.5076036483331,,12.879,331.802,,413.78316,107.692307692308,-0.444109,15.0730387,49.50097164,,-0.5677395,1.48507136497573,53.7467328314483,53.8117234939626,1415010212.0,11.83142114,0.065140118,,,,,4.95024343967315,4.94288088595214,,7.7815071570223,2.59419553441201,8.995,,,,,,,,,,3507751305.0,903395824.59,19.9174106824832,36176.0588,15.6890026511254,15.6636866983141,2.77951273709,15.6416260028849,0.335310145892708,0.310084772185878,165.0,67.177,,,71.1556417445428
2014,6.44992817392299,,53.2382785405,,,46.1675384208,,,,1179.91746853219,,,38.0695839094534,,,,25.834845457648,,,,,,13.0458,,,,1020.114267,1179.51233360479,65.11,,,,,,367.9099099,418.4727085,370.2537743,275.9829864,2220732076.0,18.34578841,0.099734478,2.0,10.0,22.34,48.1,10.38266671,1179.51233360479,,,,0.201837417054677,85.0,734998.19,1.3443776,0.66248708900118,,1.3443776,33.7105,10.6649309,13.2897702944146,,,-0.35,10.59550911,8643581.516,16.5305499929599,,,,,,,,,,,103.386059497523,,,,92.95404300668,92.954043007,,28.2003053075555,,,,50.4129441587697,,,,,,,,,,23.0781876909572,39.9248164711745,1.789196361562485,9.23534053508136,2.5,44.51892598,12.6491030308596,,-1.489,5.462,,,83.25,91.19248,,1.80967704185581,,23.3507375499,,,,,,,,,,3.72,38.91,95.15,15.87,8.57,0.16,16.63,16.63,16.63,0.41,0.09,100.0,249.9569272,5.2669576714281,12.0,9.97,81.5514328314735,2.52291223362787,74.5,,10.3,1.0,0.41,7.0,49.97,,,,1.59,2.00968795644725,,,,0.36077,3.97113,10.9062,44.0477960424507,12.9068610718566,,,88.6863382999227,35.3196222918944,1.004070226,0.9853299504175,,1.001265935,2.478725867,,98.9610258106105,,,,,,,,,75.82833523,84.4045371911764,74.8312316902306,,,,,,,,,,3.719905530896,3.719905530896,22.90355785,,18.21582648,,,7.33496332518337,,,,,,,-9.576520162,,2.5,,,61.34591182,62.55,61.42,33.22,66.9279920810174,66.927992,66.9279920810174,84.946972599741,84.946972599741,40.1954101340604,,,,,,,,,,,,,,,,,59.7324667945754,54.7665213288227,6.59253069806696,,13.594,305.943,,388.50794,114.814814814815,1.275101,14.94436562,51.1985065,39.1408443450927,0.0294217,4.8662940731335,52.6284981473599,52.7135511210153,2220732076.0,18.34578841,0.099734478,,,,,4.84112116624238,4.83136733937465,,,2.46656226688951,8.917,39.2,,,,,,,,,3585408132.0,914045411.75,20.2025640201767,37161.8692356006,16.0132667538003,15.9633973704742,,,0.326917463379505,0.338865864682142,176.0,67.132,,,
2015,,,,,,,,,,2363.50458866236,,,37.9967822451216,,,,25.7722746699001,,,,,,,,,,962.5159171,2363.09634382033,,,,,27.5345168245507,,,,,,2507931165.0,20.4949098,0.109669155,,10.0,,,,2363.09634382033,,,,0.201988956889743,127.0,745778.83,1.3443776,0.23633057519426,775555.0,1.3443776,33.7105,10.6695768,12.4275342089486,,,-0.3,10.60015504,8643581.516,16.9667861391442,9.03425944218948,7.42012899740162,0.56336442400607,,11.411125004974,11.4869199271608,14.8037414114322,,12.5904289009923,4.86276602343629,108.002935320616,61.0119107370896,78.0202803537902,,,,,28.201782480658,35.484960079226,,,48.345605308302,,20.6664200773813,37.9733712261863,51.687896992738,40.3699791267053,33.0346557201774,60.9694623411736,,124.576099553315,23.3910417022577,48.258603859585,2.094109838223205,9.22009240865911,2.5,57.81607649,11.8836244009489,,2.102,7.668,0.181027660026225,,81.1,96.25812,,,,,,,,,,,,,,3.79,35.21,95.31,16.09,8.73,0.16,16.8,16.8,16.8,0.54,0.09,100.0,253.4126135,5.2823372158375,7.0,9.6,,2.18673150257427,72.38,50.44,10.42,4.0,0.52,3.0,51.74,,,,,2.082176028913,,,,0.36934,3.88254,,,,,,91.9236958619275,36.2125296440457,1.003209331,0.9931408827993,0.9954680002255,1.001374587,1.76739372,,98.9857510221615,,,,,,,,,77.2554933,85.6662196757284,76.5992701498126,,,34.5145700423124,,,,,,,,,,,,39.8,3.125,,,,,,,,,0.45,2.5,,,,,,,,,,,,43.1357612909042,,1.80331278228654,46.3819091287868,,,4.81319421070347,-3.08098591549296,-2.34505862646566,0.2943429844098,0.0406236080178174,0.231132849451645,,,,,,,55.4156466919285,6.67215005524388,,12.717,280.002,,372.95831,96.551724137931,1.59456,14.11650819,53.63307332,,-3.1911602,0.196169092010701,52.8892688173596,52.9783840327668,2507931165.0,20.4949098,0.109669155,,,,,4.33346411480029,4.33567260419323,,7.5399331389413,2.46532235913356,8.838,,,68.38713423,68.38713423,68.38713423,68.38713423,,,,3700056827.0,934781032.48,20.3470746318268,38024.4980877022,16.1007645122004,16.0357606080974,,,0.322984463375634,0.328762775929027,191.0,68.976,,,
