"Serie","Periodo","Población_en_pobreza_nacional|Nacional","Población_en_pobreza_nacional|Hombres","Población_en_pobreza_nacional|Mujeres","Población_en_pobreza_nacional|Población_analfabeta","Población_en_pobreza_nacional|Población_indígena","Población_en_pobreza_nacional|Hombres_indígenas","Población_en_pobreza_nacional|Mujeres_indígenas","Población_en_pobreza_nacional|Personas_con_discapacidad","Población_en_pobreza_nacional|Primera_infancia_(0_a_5_años)","Población_en_pobreza_nacional|Niños_y_niñas_(menores_de_18_años)","Población_en_pobreza_nacional|Jóvenes_(los_de_12_a_29_años)","Población_en_pobreza_nacional|Adultos_mayores_(65_años_o_más)","Población_en_pobreza_nacional|Hombres_adultos_mayores","Población_en_pobreza_nacional|Mujeres_adultos_mayores","Población_en_pobreza_nacional|Hombres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_en_pobreza_nacional|Hombres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_en_pobreza_nacional|Mujeres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_en_pobreza_nacional|Mujeres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_en_pobreza_nacional|Hombres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_en_pobreza_nacional|Hombres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_en_pobreza_nacional|Mujeres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_en_pobreza_nacional|Mujeres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_en_pobreza_nacional|Ámbito_rural","Población_en_pobreza_nacional|Ámbito_urbano",
"Porcentaje_de_la_población_en_situación_de_pobreza","2022","36.3141904843","35.641517002","36.933596397","56.5634701858","65.2465768538","64.476579995","65.9616776526","41.1968430876","48.1414011659","45.809013541","37.5269959333","31.0681876822","30.4728621647","31.5503455114","32.7758285232","30.8042942729","34.4404135542","41.3069416939","32.6842478277","33.3295638167","33.1990782702","40.7368925171","48.8497751394","32.2143301573",
"Porcentaje_de_la_población_en_situación_de_pobreza","2020","43.9113547784","43.4094561126","44.381081686","63.4236873606","73.1786332886","71.9645880807","74.3271271613","49.5043567751","54.3425281","52.599432957","46.0557502779","37.8736610153","37.6603150407","38.0521911466","40.7448221916","39.7663593713","41.8284958188","50.419724995","40.8002837096","36.8970455787","40.9824649435","47.394778518","56.7814392964","40.0503742399",
"Porcentaje_de_la_población_en_situación_de_pobreza","2018","41.9059105108","41.1639719563","42.6060943348","63.4997284946","70.3107937887","69.4779731257","71.1210157099","ND","52.5484437941","50.2691833057","42.3425589736","43.1732236559","42.6500330874","43.615616323","38.7578235833","39.3197485936","40.492167357","47.1762704678","38.806858054","36.313113688","38.8428081787","47.8369278529","57.7105287202","36.8064085992",
"Porcentaje_de_la_población_en_situación_de_pobreza","2016","43.2314482601","42.5666434477","43.8548048946","63.9254855956","72.9877599191","71.7229793237","74.1807714403","ND","52.7636444225","51.3104378618","43.8745631182","42.4820198861","42.1820111797","42.733568222","40.0719126759","38.9857419463","41.2627654158","47.3548793655","39.9804301827","42.7939834535","39.7929163536","48.1245962946","60.4909034722","38.0647793711",
