"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2024","ND","ND","80,600",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2023","ND","ND","86,193",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2022","ND","ND","69,605",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2021","ND","ND","68,171",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2020","ND","ND","76,770",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2019","ND","ND","60,045",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2018","ND","ND","45,757",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2017","ND","ND","40,892",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2016","ND","ND","44,723",
"Población_de_mujeres_de_18_años_y_más_víctimas_de_violencia_sexual_que_denunciaron_el_hecho_ante_el_Ministerio_Público","2015","ND","ND","41,620",
