"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2024","ND","ND","6.1128959351517 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2023","ND","ND","7.369921438 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2022","ND","ND","5.91110205260163 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2021","ND","ND","5.6978202 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2020","ND","ND","7.58318837659317 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2019","ND","ND","5.27919183393559 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2018","ND","ND","6.43353870640275 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2017","ND","ND","5.66531263681151 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2016","ND","ND","8.55197865973172 a/ ",
"Proporción_de_víctimas_de_violencia_sexual_en_los_últimos_12_meses_que_han_notificado_su_victimización_a_las_autoridades_competentes_u_otros_mecanismos_de_resolución_de_conflictos_reconocidos_oficialmente","2015","ND","ND","10.3054748763813 a/ ",
