"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Ocupados_informales_no_agropecuarios","2024","26,865,398","14,220,125","12,645,273",
"Ocupados_informales_no_agropecuarios","2023","26,814,595","14,245,223","12,569,372",
"Ocupados_informales_no_agropecuarios","2022","25,907,941","13,965,983","11,941,958",
"Ocupados_informales_no_agropecuarios","2021","24,931,168","13,694,347","11,236,821",
"Ocupados_informales_no_agropecuarios","2020","22,239,119","12,198,128","10,040,991",
"Ocupados_informales_no_agropecuarios","2019","24,947,265","13,338,697","11,608,568",
"Ocupados_informales_no_agropecuarios","2018","24,159,908","13,160,753","10,999,155",
"Ocupados_informales_no_agropecuarios","2017","23,465,970","12,859,015","10,606,955",
"Ocupados_informales_no_agropecuarios","2016","23,254,792","12,630,388","10,624,404",
"Ocupados_informales_no_agropecuarios","2015","22,895,930","12,408,163","10,487,767",
"Ocupados_informales_no_agropecuarios","2014","22,139,902","12,012,985","10,126,918",
"Ocupados_informales_no_agropecuarios","2013","22,544,405","12,168,713","10,375,692",
"Ocupados_informales_no_agropecuarios","2012","22,630,778","12,256,436","10,374,342",
"Ocupados_informales_no_agropecuarios","2011","21,854,260","11,980,880","9,873,380",
"Ocupados_informales_no_agropecuarios","2010","21,314,050","11,698,917","9,615,133",
"Ocupados_informales_no_agropecuarios","2009","21,003,976","11,527,953","9,476,023",
"Ocupados_informales_no_agropecuarios","2008","20,187,757","11,163,121","9,024,637",
"Ocupados_informales_no_agropecuarios","2007","19,716,544","10,874,296","8,842,249",
"Ocupados_informales_no_agropecuarios","2006","19,291,608","10,711,813","8,579,796",
