"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_ocupada_no_agropecuaria","2024","52,943,230","29,593,487","23,349,744",
"Población_ocupada_no_agropecuaria","2023","52,321,311","29,371,119","22,950,192",
"Población_ocupada_no_agropecuaria","2022","50,541,302","28,647,551","21,893,751",
"Población_ocupada_no_agropecuaria","2021","48,413,906","27,773,607","20,640,299",
"Población_ocupada_no_agropecuaria","2020","44,615,936","25,540,234","19,075,702",
"Población_ocupada_no_agropecuaria","2019","47,946,980","27,369,368","20,577,611",
"Población_ocupada_no_agropecuaria","2018","46,508,342","26,858,632","19,649,710",
"Población_ocupada_no_agropecuaria","2017","45,058,846","26,114,503","18,944,344",
"Población_ocupada_no_agropecuaria","2016","44,357,632","25,615,278","18,742,354",
"Población_ocupada_no_agropecuaria","2015","43,290,313","25,031,181","18,259,132",
"Población_ocupada_no_agropecuaria","2014","42,068,277","24,346,245","17,722,032",
"Población_ocupada_no_agropecuaria","2013","41,945,628","24,120,991","17,824,638",
"Población_ocupada_no_agropecuaria","2012","41,458,468","23,910,852","17,547,616",
"Población_ocupada_no_agropecuaria","2011","40,148,957","23,346,700","16,802,258",
"Población_ocupada_no_agropecuaria","2010","39,158,946","22,780,235","16,378,712",
"Población_ocupada_no_agropecuaria","2009","38,583,693","22,404,346","16,179,348",
"Población_ocupada_no_agropecuaria","2008","38,117,447","22,346,103","15,771,344",
"Población_ocupada_no_agropecuaria","2007","37,438,726","21,903,655","15,535,072",
"Población_ocupada_no_agropecuaria","2006","36,418,413","21,369,791","15,048,622",
