"Serie","Periodo","Población_con_carencia_a_la_seguridad_social|Nacional","Población_con_carencia_a_la_seguridad_social|Hombres","Población_con_carencia_a_la_seguridad_social|Mujeres","Población_con_carencia_a_la_seguridad_social|Población_analfabeta","Población_con_carencia_a_la_seguridad_social|Población_indígena","Población_con_carencia_a_la_seguridad_social|Hombres_indígenas","Población_con_carencia_a_la_seguridad_social|Mujeres_indígenas","Población_con_carencia_a_la_seguridad_social|Personas_con_discapacidad","Población_con_carencia_a_la_seguridad_social|Primera_infancia_(0_a_5_años)","Población_con_carencia_a_la_seguridad_social|Niños_y_niñas_(menores_de_18_años)","Población_con_carencia_a_la_seguridad_social|Jóvenes_(los_de_12_a_29_años)","Población_con_carencia_a_la_seguridad_social|Adultos_mayores_(65_años_o_más)","Población_con_carencia_a_la_seguridad_social|Hombres_adultos_mayores","Población_con_carencia_a_la_seguridad_social|Mujeres_adultos_mayores","Población_con_carencia_a_la_seguridad_social|Hombres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Hombres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_con_carencia_a_la_seguridad_social|Hombres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Hombres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Mujeres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_con_carencia_a_la_seguridad_social|Ámbito_rural","Población_con_carencia_a_la_seguridad_social|Ámbito_urbano",
"Población_cuyo_tiempo_de_traslado_a_un_hospital_es_menor_a_dos_horas","2022","120,143.069","57,601.168","62,541.901","10,655.037","9,968.308","4,780.992","5,187.316","7,938.903","9,260.117","34,257.903","35,290.64","11,693.448","5,221.6","6,471.848","36,017.6","1,143.328","39,831.681","5,846.323","36,397.922","757.165","33,000.098","12,674.892","26,196.649","93,946.42",
"Población_cuyo_tiempo_de_traslado_a_un_hospital_es_menor_a_dos_horas","2020","118,876.962","57,472.561","61,404.401","11,035.799","9,481.595","4,613.993","4,867.602","7,658.888","9,842.715","34,336.532","35,764.482","11,145.919","5,049.184","6,096.735","36,245.957","1,133.719","38,980.756","5,758.766","36,531.514","846.659","31,375.134","13,383.919","24,478.143","94,398.819",
"Población_cuyo_tiempo_de_traslado_a_un_hospital_es_menor_a_dos_horas","2018","115,013.896","55,799.641","59,214.255","11,148.546","9,425.243","4,642.368","4,782.875","ND","10,751.914","35,732.123","35,184.434","9,515.89","4,329.828","5,186.062","33,257.319","1,119.419","35,418.838","6,445.699","33,785.666","606.087","29,676.362","12,214.482","24,455.956","90,557.94",
"Población_cuyo_tiempo_de_traslado_a_un_hospital_es_menor_a_dos_horas","2016","113,417.495","54,904.92","58,512.575","11,539.424","9,445.876","4,603.914","4,841.962","ND","11,308.936","37,046.534","34,744.658","8,810.131","4,002.502","4,807.629","33,142.501","1,284.548","34,940.149","6,819.381","33,864.511","561.951","29,591.599","12,178.586","23,437.471","89,980.024",
