"Periodo","cvegeo","Entidad_federativa","Población_con_drenaje_conectado_a_la_red_pública_y_excusado_propio",
"2022",	00,"Estados Unidos Mexicanos","93,873,349",
"2022",	01,"Aguascalientes","1,381,189",
"2022",	02,"Baja California","3,146,164",
"2022",	03,"Baja California Sur","615,415",
"2022",	04,"Campeche","43,418",
"2022",	05,"Coahuila de Zaragoza","2,823,556",
"2022",	06,"Colima","702,294",
"2022",	07,"Chiapas","2,944,723",
"2022",	08,"Chihuahua","3,260,597",
"2022",	09,"Ciudad de México","8,120,331",
"2022",	10,"Durango","1,421,288",
"2022",	11,"Guanajuato","4,955,747",
"2022",	12,"Guerrero","1,673,207",
"2022",	13,"Hidalgo","2,187,938",
"2022",	14,"Jalisco","7,761,758",
"2022",	15,"México","13,788,306",
"2022",	16,"Michoacán de Ocampo","3,789,305",
"2022",	17,"Morelos","1,249,723",
"2022",	18,"Nayarit","807,630",
"2022",	19,"Nuevo León","5,399,744",
"2022",	20,"Oaxaca","1,469,482",
"2022",	21,"Puebla","5,042,048",
"2022",	22,"Querétaro","1,911,258",
"2022",	23,"Quintana Roo","1,132,230",
"2022",	24,"San Luis Potosí","1,830,368",
"2022",	25,"Sinaloa","2,522,014",
"2022",	26,"Sonora","2,433,477",
"2022",	27,"Tabasco","1,095,544",
"2022",	28,"Tamaulipas","2,951,367",
"2022",	29,"Tlaxcala","1,178,786",
"2022",	30,"Veracruz de Ignacio de la Llave","4,779,401",
"2022",	31,"Yucatán","109,059",
"2022",	32,"Zacatecas","1,345,982",
"2020",	00,"Estados Unidos Mexicanos","91,696,531",
"2020",	01,"Aguascalientes","1,360,079",
"2020",	02,"Baja California","3,071,052",
"2020",	03,"Baja California Sur","595,395",
"2020",	04,"Campeche","55,437",
"2020",	05,"Coahuila de Zaragoza","2,676,698",
"2020",	06,"Colima","651,239",
"2020",	07,"Chiapas","2,862,509",
"2020",	08,"Chihuahua","3,174,485",
"2020",	09,"Ciudad de México","7,805,434",
"2020",	10,"Durango","1,478,837",
"2020",	11,"Guanajuato","4,946,280",
"2020",	12,"Guerrero","1,647,881",
"2020",	13,"Hidalgo","2,165,144",
"2020",	14,"Jalisco","7,512,478",
"2020",	15,"México","13,478,430",
"2020",	16,"Michoacán de Ocampo","3,554,382",
"2020",	17,"Morelos","1,213,713",
"2020",	18,"Nayarit","831,960",
"2020",	19,"Nuevo León","5,319,703",
"2020",	20,"Oaxaca","1,396,101",
"2020",	21,"Puebla","5,096,920",
"2020",	22,"Querétaro","1,889,479",
"2020",	23,"Quintana Roo","1,159,263",
"2020",	24,"San Luis Potosí","1,856,581",
"2020",	25,"Sinaloa","2,461,742",
"2020",	26,"Sonora","2,316,704",
"2020",	27,"Tabasco","1,097,931",
"2020",	28,"Tamaulipas","2,923,904",
"2020",	29,"Tlaxcala","1,177,061",
"2020",	30,"Veracruz de Ignacio de la Llave","4,555,535",
"2020",	31,"Yucatán","77,362",
"2020",	32,"Zacatecas","1,286,812",
"2018",	00,"Estados Unidos Mexicanos","87,610,059",
"2018",	01,"Aguascalientes","1,244,318",
"2018",	02,"Baja California","2,865,766",
"2018",	03,"Baja California Sur","554,831",
"2018",	04,"Campeche","48,594",
"2018",	05,"Coahuila de Zaragoza","2,582,156",
"2018",	06,"Colima","649,033",
"2018",	07,"Chiapas","2,728,758",
"2018",	08,"Chihuahua","3,254,823",
"2018",	09,"Ciudad de México","7,578,782",
"2018",	10,"Durango","1,417,725",
"2018",	11,"Guanajuato","4,530,633",
"2018",	12,"Guerrero","1,701,733",
"2018",	13,"Hidalgo","1,996,976",
"2018",	14,"Jalisco","7,096,026",
"2018",	15,"México","13,233,911",
"2018",	16,"Michoacán de Ocampo","3,296,658",
"2018",	17,"Morelos","1,181,261",
"2018",	18,"Nayarit","774,565",
"2018",	19,"Nuevo León","4,872,153",
"2018",	20,"Oaxaca","1,370,889",
"2018",	21,"Puebla","4,688,166",
"2018",	22,"Querétaro","1,563,718",
"2018",	23,"Quintana Roo","1,034,820",
"2018",	24,"San Luis Potosí","1,697,229",
"2018",	25,"Sinaloa","2,341,652",
"2018",	26,"Sonora","2,503,778",
"2018",	27,"Tabasco","1,035,363",
"2018",	28,"Tamaulipas","2,935,042",
"2018",	29,"Tlaxcala","1,126,029",
"2018",	30,"Veracruz de Ignacio de la Llave","4,408,675",
"2018",	31,"Yucatán","82,072",
"2018",	32,"Zacatecas","1,213,924",
"2016",	00,"Estados Unidos Mexicanos","86,821,207",
"2016",	01,"Aguascalientes","1,219,955",
"2016",	02,"Baja California","2,922,138",
"2016",	03,"Baja California Sur","558,378",
"2016",	04,"Campeche","44,952",
"2016",	05,"Coahuila de Zaragoza","2,513,584",
"2016",	06,"Colima","640,849",
"2016",	07,"Chiapas","2,690,292",
"2016",	08,"Chihuahua","3,113,127",
"2016",	09,"Ciudad de México","7,648,839",
"2016",	10,"Durango","1,328,184",
"2016",	11,"Guanajuato","4,308,966",
"2016",	12,"Guerrero","1,643,308",
"2016",	13,"Hidalgo","2,061,299",
"2016",	14,"Jalisco","7,171,190",
"2016",	15,"México","13,330,259",
"2016",	16,"Michoacán de Ocampo","3,371,000",
"2016",	17,"Morelos","1,118,605",
"2016",	18,"Nayarit","698,350",
"2016",	19,"Nuevo León","4,734,998",
"2016",	20,"Oaxaca","1,335,996",
"2016",	21,"Puebla","4,586,639",
"2016",	22,"Querétaro","1,542,851",
"2016",	23,"Quintana Roo","971,025",
"2016",	24,"San Luis Potosí","1,717,023",
"2016",	25,"Sinaloa","2,405,556",
"2016",	26,"Sonora","2,307,535",
"2016",	27,"Tabasco","1,042,779",
"2016",	28,"Tamaulipas","2,884,639",
"2016",	29,"Tlaxcala","1,060,967",
"2016",	30,"Veracruz de Ignacio de la Llave","4,514,848",
