"Serie","Periodo","Población_con_acceso_a_guarderias|Nacional","Población_con_acceso_a_guarderias|Hombres","Población_con_acceso_a_guarderias|Mujeres","Población_con_acceso_a_guarderias|Población_indígena","Población_con_acceso_a_guarderias|Hombres_indígenas","Población_con_acceso_a_guarderias|Mujeres_indígenas","Población_con_acceso_a_guarderias|Personas_con_discapacidad","Población_con_acceso_a_guarderias|Jóvenes_(los_de_12_a_29_años)","Población_con_acceso_a_guarderias|Hombres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_con_acceso_a_guarderias|Hombres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_con_acceso_a_guarderias|Mujeres_(Menos_de_4_horas_a_cuidados)_<sup>1</sup>","Población_con_acceso_a_guarderias|Mujeres_(4_horas_o_más_a_cuidados)_<sup>1</sup>","Población_con_acceso_a_guarderias|Hombres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_con_acceso_a_guarderias|Hombres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_con_acceso_a_guarderias|Mujeres_(Menos_de_4_horas_a_hogar)_<sup>2</sup>","Población_con_acceso_a_guarderias|Mujeres_(4_horas_o_más_a_hogar)_<sup>2</sup>","Población_con_acceso_a_guarderias|Ámbito_rural","Población_con_acceso_a_guarderias|Ámbito_urbano",
"Población_total_ocupada_con_hijos(as)_de_seis_años_o_menos","2022","8,926.13 a/ ","5,481.767 a/ ","3,444.363 a/ ","928.593 a/ ","645.046 a/ ","283.547 a/ ","159.968 b/ ","3,476.815 a/ ","3,871.818 a/ ","306.266 a/ ","2,274.542 a/ ","873.232 a/ ","4,129.495 a/ ","ND c/ ","2,629.422 a/ ","515.219 a/ ","2,232.285 a/ ","6,693.845 a/ ",
"Población_total_ocupada_con_hijos(as)_de_seis_años_o_menos","2020","9,000.161 a/ ","5,789.41 a/ ","3,210.751 a/ ","831.519 a/ ","594.226 a/ ","237.293 a/ ","185.239 b/ ","3,718.35 a/ ","4,111.251 a/ ","331.628 a/ ","2,152.373 a/ ","772.249 a/ ","4,398.415 a/ ","44.94 b/ ","2,404.895 a/ ","520.323 a/ ","2,173.695 a/ ","6,826.466 a/ ",
"Población_total_ocupada_con_hijos(as)_de_seis_años_o_menos","2018","10,109.016 a/ ","6,516.658 a/ ","3,592.358 a/ ","885.572 a/ ","620.799 a/ ","264.773 a/ ","ND","4,319.6 a/ ","4,472.74 a/ ","392.169 a/ ","2,196.078 a/ ","1,017.356 a/ ","4,828.885 a/ ","ND c/ ","2,671.236 a/ ","541.144 a/ ","2,366.071 a/ ","7,742.945 a/ ",
"Población_total_ocupada_con_hijos(as)_de_seis_años_o_menos","2016","10,532.683 a/ ","6,792.477 a/ ","3,740.206 a/ ","898.816 a/ ","646.25 b/ ","252.566 a/ ","ND","4,393.699 a/ ","4,798.374 a/ ","480.494 a/ ","2,267.32 a/ ","1,186.05 a/ ","5,232.936 a/ ","ND c/ ","2,889.934 a/ ","565.418 a/ ","2,298.931 a/ ","8,233.752 a/ ",
