"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_de_18_años_y_más","2024","95,795,780","43,739,738","52,056,042",
"Población_de_18_años_y_más","2023","94,037,600","43,197,784","50,839,816",
"Población_de_18_años_y_más","2022","93,495,102","43,198,745","50,296,357",
"Población_de_18_años_y_más","2021","91,356,364","42,201,498","49,154,866",
"Población_de_18_años_y_más","2020","90,320,909","41,990,490","48,330,419",
"Población_de_18_años_y_más","2019","89,941,137","41,737,126","48,204,011",
"Población_de_18_años_y_más","2018","87,378,633","41,044,318","46,334,315",
"Población_de_18_años_y_más","2017","85,382,288","39,882,102","45,500,186",
"Población_de_18_años_y_más","2016","83,888,403","39,329,338","44,559,065",
"Población_de_18_años_y_más","2015","82,565,384","38,568,067","43,997,317",
