"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_ocupada_en_la_industria_manufacturera","2024","9,641,682","5,770,568","3,871,114",
"Población_ocupada_en_la_industria_manufacturera","2023","9,708,997","5,806,450","3,902,547",
"Población_ocupada_en_la_industria_manufacturera","2022","9,458,381","5,744,104","3,714,277",
"Población_ocupada_en_la_industria_manufacturera","2021","9,093,067","5,655,714","3,437,353",
"Población_ocupada_en_la_industria_manufacturera","2020","8,426,020","5,205,345","3,220,675",
"Población_ocupada_en_la_industria_manufacturera","2019","9,132,071","5,729,614","3,402,457",
"Población_ocupada_en_la_industria_manufacturera","2018","8,910,531","5,558,053","3,352,479",
"Población_ocupada_en_la_industria_manufacturera","2017","8,636,830","5,407,860","3,228,970",
"Población_ocupada_en_la_industria_manufacturera","2016","8,340,517","5,240,348","3,100,170",
"Población_ocupada_en_la_industria_manufacturera","2015","8,022,770","5,079,246","2,943,524",
"Población_ocupada_en_la_industria_manufacturera","2014","7,785,185","4,952,253","2,832,932",
"Población_ocupada_en_la_industria_manufacturera","2013","7,595,373","4,794,491","2,800,882",
"Población_ocupada_en_la_industria_manufacturera","2012","7,328,969","4,634,728","2,694,241",
"Población_ocupada_en_la_industria_manufacturera","2011","7,097,933","4,500,531","2,597,402",
"Población_ocupada_en_la_industria_manufacturera","2010","6,977,759","4,402,398","2,575,361",
"Población_ocupada_en_la_industria_manufacturera","2009","6,714,377","4,176,909","2,537,467",
"Población_ocupada_en_la_industria_manufacturera","2008","7,030,617","4,348,731","2,681,886",
"Población_ocupada_en_la_industria_manufacturera","2007","7,156,504","4,395,794","2,760,711",
"Población_ocupada_en_la_industria_manufacturera","2006","7,111,664","4,326,275","2,785,390",
