"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_ocupada_de_15_años_y_más","2024","59,365,965","35,074,945","24,291,020",
"Población_ocupada_de_15_años_y_más","2023","58,896,384","34,978,704","23,917,680",
"Población_ocupada_de_15_años_y_más","2022","57,322,399","34,463,574","22,858,825",
"Población_ocupada_de_15_años_y_más","2021","55,165,865","33,634,660","21,531,205",
"Población_ocupada_de_15_años_y_más","2020","50,927,075","31,107,040","19,820,036",
"Población_ocupada_de_15_años_y_más","2019","54,614,549","33,265,952","21,348,597",
"Población_ocupada_de_15_años_y_más","2018","53,161,791","32,791,415","20,370,376",
"Población_ocupada_de_15_años_y_más","2017","51,680,279","31,996,886","19,683,393",
"Población_ocupada_de_15_años_y_más","2016","50,863,635","31,426,228","19,437,406",
"Población_ocupada_de_15_años_y_más","2015","49,828,505","30,876,965","18,951,541",
"Población_ocupada_de_15_años_y_más","2014","48,617,093","30,215,514","18,401,579",
"Población_ocupada_de_15_años_y_más","2013","48,412,082","29,871,300","18,540,782",
"Población_ocupada_de_15_años_y_más","2012","47,886,308","29,590,831","18,295,478",
"Población_ocupada_de_15_años_y_más","2011","46,359,443","28,875,906","17,483,537",
"Población_ocupada_de_15_años_y_más","2010","45,357,589","28,319,179","17,038,410",
"Población_ocupada_de_15_años_y_más","2009","44,650,293","27,821,468","16,828,825",
"Población_ocupada_de_15_años_y_más","2008","44,134,607","27,636,035","16,498,573",
"Población_ocupada_de_15_años_y_más","2007","43,429,704","27,134,918","16,294,786",
"Población_ocupada_de_15_años_y_más","2006","42,527,042","26,726,747","15,800,296",
