"Serie","Periodo","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Total","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Cambió_de_residencia_1_año","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|No_cambió_de_residencia_1_año","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|No_especificado","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_México","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_en_otro_país","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Total","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Cambió_de_residencia_1_año","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|No_cambió_de_residencia_1_año","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|No_especificado","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_México","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_en_otro_país","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Total","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Cambió_de_residencia_1_año","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|No_cambió_de_residencia_1_año","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|No_especificado","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_México","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_en_otro_país",
"Total_de_horas_trabajadas","2024","6,648,871,590","76,402,358","6,572,469,232","0","6,619,079,101","29,792,489","4,221,165,237","50,856,616","4,170,308,621","0","4,201,248,084","19,917,153","2,427,706,353","25,545,742","2,402,160,611","0","2,417,831,017","9,875,336",
"Total_de_horas_trabajadas","2023","6,787,650,563","84,392,768","6,703,257,796","0","6,759,735,187","27,915,376","4,332,014,649","53,631,673","4,278,382,977","0","4,314,389,005","17,625,644","2,455,635,914","30,761,095","2,424,874,819","0","2,445,346,182","10,289,732",
"Total_de_horas_trabajadas","2022","6,793,330,814","83,095,326","6,710,235,487","0","6,764,094,887","29,235,927","4,371,663,113","55,195,530","4,316,467,583","0","4,352,613,492","19,049,621","2,421,667,701","27,899,796","2,393,767,904","0","2,411,481,395","10,186,305",
"Total_de_horas_trabajadas","2021","6,525,936,205","44,597,823","3,259,724,938","3,221,613,444","6,497,463,983","28,472,222","4,253,267,025","29,529,185","2,112,963,514","2,110,774,326","4,233,886,978","19,380,047","2,272,669,180","15,068,638","1,146,761,424","1,110,839,118","2,263,577,005","9,092,175",
"Total_de_horas_trabajadas","2020","6,300,709,630","ND","ND","ND","6,273,043,486","27,666,144","4,131,855,975","ND","ND","ND","4,113,439,708","18,416,266","2,168,853,655","ND","ND","ND","2,159,603,778","9,249,878",
"Total_de_horas_trabajadas","2019","6,574,832,150","ND","ND","ND","6,549,916,622","24,915,528","4,328,579,509","ND","ND","ND","4,312,535,968","16,043,541","2,246,252,641","ND","ND","ND","2,237,380,654","8,871,987",
"Total_de_horas_trabajadas","2018","6,288,789,561","ND","ND","ND","6,268,777,598","20,011,964","4,179,231,187","ND","ND","ND","4,165,841,259","13,389,928","2,109,558,374","ND","ND","ND","2,102,936,339","6,622,035",
"Total_de_horas_trabajadas","2017","6,230,131,560","ND","ND","ND","6,212,568,049","17,563,511","4,163,319,663","ND","ND","ND","4,151,995,800","11,323,863","2,066,811,898","ND","ND","ND","2,060,572,250","6,239,648",
"Total_de_horas_trabajadas","2016","6,327,828,810","ND","ND","ND","6,309,467,438","18,361,372","4,224,191,582","ND","ND","ND","4,212,041,024","12,150,557","2,103,637,228","ND","ND","ND","2,097,426,413","6,210,815",
