"Serie","Periodo","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Total","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Cambió_de_residencia_1_año","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|No_cambió_de_residencia_1_año","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|No_especificado","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_México","Sexo|Total_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_en_otro_país","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Total","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Cambió_de_residencia_1_año","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|No_cambió_de_residencia_1_año","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|No_especificado","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_México","Sexo|Hombres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_en_otro_país","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Total","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Cambió_de_residencia_1_año","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|No_cambió_de_residencia_1_año","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|No_especificado","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_México","Sexo|Mujeres_Condición_de_residencia_y_país_de_nacimiento|Nacimiento_en_otro_país",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2024","53.03","66.27","52.87","0","52.84","95.12","54.3","68.65","54.12","0","54.06","104.53","50.82","61.55","50.71","0","50.72","76.14",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2023","47.51","59.96","47.35","0","47.43","66.85","48.61","61.5","48.45","0","48.53","69.05","45.56","57.28","45.41","0","45.48","63.08",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2022","42.49","51.98","42.38","0","42.42","59.45","43.36","54.68","43.21","0","43.27","63.16","40.93","46.63","40.87","0","40.88","52.52",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2021","39.93","49.98","40.33","39.38","39.83","61.99","40.6","53.1","41.12","39.91","40.49","63.67","38.67","43.85","38.89","38.37","38.59","58.39",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2020","37.52","ND","ND","ND","37.48","47.54","38.03","ND","ND","ND","37.99","46.52","36.56","ND","ND","ND","36.5","49.56",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2019","34.69","ND","ND","ND","34.62","55.18","35.39","ND","ND","ND","35.3","57.94","33.36","ND","ND","ND","33.29","50.18",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2018","33","ND","ND","ND","32.92","57.07","33.57","ND","ND","ND","33.48","61.62","31.87","ND","ND","ND","31.82","47.87",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2017","31.37","ND","ND","ND","31.32","50.36","31.83","ND","ND","ND","31.77","52.71","30.45","ND","ND","ND","30.4","46.11",
"Ingreso_medio_por_hora_de_empleadas_y_empleados,_desglosado_según_condición_de_residencia_y_país_de_nacimiento","2016","30.0366228829783","ND","ND","ND","29.9639317514513","55.0152752746779","30.5911783013447","ND","ND","ND","30.5010347303926","61.8398206105328","28.9230523972501","ND","ND","ND","28.8853242889147","41.6640429770352",
