"Serie","Periodo","último_hijo_nacido_vivo|Total","último_hijo_nacido_vivo|15-19_años","último_hijo_nacido_vivo|20-24_años","último_hijo_nacido_vivo|25-29_años",
"Porcentaje_del_último_hijo_nacido_vivo_en_el_periodo_de_2013_a_2018,_tenido_a_la_edad_de_15_a_29_años,_que_no_fue_planificado","2023","41.4325163051607","48.3688875116207","43.9638410110514","38.0341627933284",
"Porcentaje_del_último_hijo_nacido_vivo_en_el_periodo_de_2013_a_2018,_tenido_a_la_edad_de_15_a_29_años,_que_no_fue_planificado","2018","41.696829648482","50.111221127617","44.5622139377399","37.0284201174328",
"Porcentaje_del_último_hijo_nacido_vivo_en_el_periodo_de_2013_a_2018,_tenido_a_la_edad_de_15_a_29_años,_que_no_fue_planificado","2014","44.0477960424507","49.5189310502473","46.8671738708375","39.9273926666847",
