"Serie","Periodo","Población_con_sobrepeso_y_obesidad|5-11_años","Población_con_sobrepeso_y_obesidad|5-11_años_mujeres","Población_con_sobrepeso_y_obesidad|5-11_años_hombres","Población_con_sobrepeso_y_obesidad|5-11_años_rural","Población_con_sobrepeso_y_obesidad|5-11_años_urbano","Población_con_sobrepeso_y_obesidad|12-19_años","Población_con_sobrepeso_y_obesidad|12-19_años_mujeres","Población_con_sobrepeso_y_obesidad|12-19_años_hombres","Población_con_sobrepeso_y_obesidad|12-19_años_rural","Población_con_sobrepeso_y_obesidad|12-19_años_urbano","Población_con_sobrepeso_y_obesidad|20_y_más_años","Población_con_sobrepeso_y_obesidad|20_y_más_años_mujeres","Población_con_sobrepeso_y_obesidad|20_y_más_años_hombres","Población_con_sobrepeso_y_obesidad|20_y_más_años_rural","Población_con_sobrepeso_y_obesidad|20_y_más_años_urbano",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2024","37.03","33.03","40.72","29.07","39.73","39.11","38.51","39.73","36.11","40.02","38.68","43.56","33.44","34.04","39.82",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2023","34.13","33.76","34.44","44.32","30.54","38.06","38.34","37.75","38.3","37.98","38.95","41.61","36.09","40.22","38.63",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2022","36.2","33.8","38.5","32.4","37.5","36.4","37.1","35.7","32.6","37.6","36.9","41","32.3","35.7","37.2",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2021","37.5","34.3","40.4","29.7","40.1","42.9","41.4","44.4","38.6","44.3","36.7","41.1","31.8","32.6","37.7",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2020","38.2","37.2","39.2","34.5","39.3","43.8","44.6","43.1","39.6","45.3","36","40.2","31.5","33.9","36.5",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2018","35.5","32.9","38.1","29.5","37.7","38.5","40.7","36.3","34.5","39.8","36.1","40.2","30.5","32","37.2",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2012","34.4","32","36.9","26","37.3","34.9","35.8","34.1","26.7","37.6","32.4","37.5","26.8","26.5","34",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2006","34.8","32.3","37.3","25.5","38.4","33.2","33.4","33","26.1","35.7","29.9","34.4","23.5","24.8","31.3",
