"Serie","Periodo","Población_con_sobrepeso_y_obesidad|5-11_años","Población_con_sobrepeso_y_obesidad|5-11_años_mujeres","Población_con_sobrepeso_y_obesidad|5-11_años_hombres","Población_con_sobrepeso_y_obesidad|5-11_años_rural","Población_con_sobrepeso_y_obesidad|5-11_años_urbano","Población_con_sobrepeso_y_obesidad|12-19_años","Población_con_sobrepeso_y_obesidad|12-19_años_mujeres","Población_con_sobrepeso_y_obesidad|12-19_años_hombres","Población_con_sobrepeso_y_obesidad|12-19_años_rural","Población_con_sobrepeso_y_obesidad|12-19_años_urbano","Población_con_sobrepeso_y_obesidad|20_y_más_años","Población_con_sobrepeso_y_obesidad|20_y_más_años_mujeres","Población_con_sobrepeso_y_obesidad|20_y_más_años_hombres","Población_con_sobrepeso_y_obesidad|20_y_más_años_rural","Población_con_sobrepeso_y_obesidad|20_y_más_años_urbano",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2024","5,614,127","2,400,175","3,213,952","1,116,420","4,497,707","6,739,425","3,353,913","3,385,512","1,447,196","5,292,229","31,561,113","18,403,644","13,157,469","5,463,949","26,097,164",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2023","5,330,347","2,443,772","2,886,575","1,802,084","3,528,264","6,704,714","3,487,696","3,217,017","1,549,819","5,154,895","32,426,496","17,936,618","14,489,878","6,609,604","25,816,892",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2022","5,813,516","2,678,509","3,135,007","1,361,747","4,451,769","6,153,526","3,118,549","3,034,978","1,308,064","4,845,463","30,627,424","17,957,366","12,670,057","6,012,451","24,614,973",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2021","5,869,534","2,586,379","3,283,154","1,190,477","4,679,057","7,342,522","3,583,930","3,758,592","1,562,072","5,780,450","30,070,937","17,665,330","12,405,607","5,284,179","24,786,758",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2020","5,752,639","2,788,909","2,963,730","1,250,818","4,501,822","7,692,367","3,835,246","3,857,121","1,794,811","5,897,556","29,962,778","17,342,023","12,620,755","5,527,284","24,435,494",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2018","5,415,025","2,510,820","2,904,205","1,199,209","4,215,816","6,732,481","3,533,372","3,199,109","1,515,899","5,216,582","28,033,118","17,935,367","10,097,751","5,267,848","22,765,270",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2012","5,664,868","2,595,812","3,069,056","1,087,279","4,577,589","6,325,131","3,177,682","3,147,450","1,187,905","5,137,226","22,113,731","13,429,705","8,684,026","3,846,690","18,267,041",
"Porcentaje_de_la_población_con_sobrepeso_y_obesidad,_desglosado_por_sexo_y_edad","2006","5,480,904","2,556,998","2,923,906","1,124,928","4,355,976","6,081,072","3,058,657","3,022,415","1,247,351","4,833,721","12,776,875","8,575,733","4,201,142","2,421,623","10,355,252",
