"Periodo","cvegeo","Entidad_federativa","Tasa_bruta_matriculación_de_educación_superior_-_Hombres",
"2024",	00,"Estados Unidos Mexicanos","41.22005346",
"2024",	01,"Aguascalientes","43.23553382",
"2024",	02,"Baja California","38.22575314",
"2024",	03,"Baja California Sur","31.04384944",
"2024",	04,"Campeche","41.61062036",
"2024",	05,"Coahuila de Zaragoza","46.42245687",
"2024",	06,"Colima","36.76530072",
"2024",	07,"Chiapas","19.18815197",
"2024",	08,"Chihuahua","36.07673479",
"2024",	09,"Ciudad de México","127.0454339",
"2024",	10,"Durango","31.59316038",
"2024",	11,"Guanajuato","34.69698468",
"2024",	12,"Guerrero","21.9052031",
"2024",	13,"Hidalgo","36.26185542",
"2024",	14,"Jalisco","34.31864268",
"2024",	15,"México","33.17027664",
"2024",	16,"Michoacán de Ocampo","26.80513359",
"2024",	17,"Morelos","37.7955238",
"2024",	18,"Nayarit","34.08844781",
"2024",	19,"Nuevo León","52.18270632",
"2024",	20,"Oaxaca","21.26662785",
"2024",	21,"Puebla","46.31908647",
"2024",	22,"Querétaro","40.73419479",
"2024",	23,"Quintana Roo","29.13536007",
"2024",	24,"San Luis Potosí","31.74569491",
"2024",	25,"Sinaloa","51.40067384",
"2024",	26,"Sonora","42.68623501",
"2024",	27,"Tabasco","44.63599898",
"2024",	28,"Tamaulipas","41.59245579",
"2024",	29,"Tlaxcala","28.15218415",
"2024",	30,"Veracruz de Ignacio de la Llave","34.93474577",
"2024",	31,"Yucatán","39.6211387",
"2024",	32,"Zacatecas","29.19777404",
"2023",	00,"Estados Unidos Mexicanos","40.33342084",
"2023",	01,"Aguascalientes","41.61904209",
"2023",	02,"Baja California","36.97884083",
"2023",	03,"Baja California Sur","29.07562586",
"2023",	04,"Campeche","40.19058576",
"2023",	05,"Coahuila de Zaragoza","44.66529236",
"2023",	06,"Colima","35.93468678",
"2023",	07,"Chiapas","19.94105463",
"2023",	08,"Chihuahua","35.86209252",
"2023",	09,"Ciudad de México","118.1570565",
"2023",	10,"Durango","31.15599788",
"2023",	11,"Guanajuato","35.20575223",
"2023",	12,"Guerrero","22.04607945",
"2023",	13,"Hidalgo","36.00660019",
"2023",	14,"Jalisco","33.57930872",
"2023",	15,"México","33.79010543",
"2023",	16,"Michoacán de Ocampo","26.31461865",
"2023",	17,"Morelos","36.76935732",
"2023",	18,"Nayarit","35.11907957",
"2023",	19,"Nuevo León","50.74946547",
"2023",	20,"Oaxaca","19.87252774",
"2023",	21,"Puebla","45.41409543",
"2023",	22,"Querétaro","39.69794356",
"2023",	23,"Quintana Roo","28.04381375",
"2023",	24,"San Luis Potosí","32.84128521",
"2023",	25,"Sinaloa","48.82902111",
"2023",	26,"Sonora","40.54459753",
"2023",	27,"Tabasco","44.07547456",
"2023",	28,"Tamaulipas","40.28905756",
"2023",	29,"Tlaxcala","27.82329945",
"2023",	30,"Veracruz de Ignacio de la Llave","34.08715462",
"2023",	31,"Yucatán","39.53730105",
"2023",	32,"Zacatecas","30.22529803",
"2022",	00,"Estados Unidos Mexicanos","38.9328457",
"2022",	01,"Aguascalientes","41.07416289",
"2022",	02,"Baja California","36.93446653",
"2022",	03,"Baja California Sur","29.04227873",
"2022",	04,"Campeche","38.24940942",
"2022",	05,"Coahuila de Zaragoza","42.55201148",
"2022",	06,"Colima","35.08766505",
"2022",	07,"Chiapas","19.79642033",
"2022",	08,"Chihuahua","35.10241238",
"2022",	09,"Ciudad de México","105.3047843",
"2022",	10,"Durango","30.21884434",
"2022",	11,"Guanajuato","33.61273545",
"2022",	12,"Guerrero","21.79553351",
