"Periodo","cvegeo","Entidad_federativa","Población_agricola_con_derechos_sobre_tierras_agrícolas",
"2020",	00,"Estados Unidos Mexicanos","2,564,665",
"2020",	01,"Aguascalientes","11,244",
"2020",	02,"Baja California","29,243",
"2020",	03,"Baja California Sur","20,090",
"2020",	04,"Campeche","34,022",
"2020",	05,"Coahuila de Zaragoza","19,659",
"2020",	06,"Colima","16,588",
"2020",	07,"Chiapas","325,804",
"2020",	08,"Chihuahua","40,012",
"2020",	09,"Ciudad de México","10,956",
"2020",	10,"Durango","31,688",
"2020",	11,"Guanajuato","103,538",
"2020",	12,"Guerrero","126,980",
"2020",	13,"Hidalgo","69,298",
"2020",	14,"Jalisco","112,676",
"2020",	15,"México","126,568",
"2020",	16,"Michoacán de Ocampo","178,469",
"2020",	17,"Morelos","33,688",
"2020",	18,"Nayarit","41,018",
"2020",	19,"Nuevo León","14,828",
"2020",	20,"Oaxaca","203,060",
"2020",	21,"Puebla","231,558",
"2020",	22,"Querétaro","18,201",
"2020",	23,"Quintana Roo","23,354",
"2020",	24,"San Luis Potosí","62,902",
"2020",	25,"Sinaloa","64,492",
"2020",	26,"Sonora","50,483",
"2020",	27,"Tabasco","67,701",
"2020",	28,"Tamaulipas","36,156",
"2020",	29,"Tlaxcala","30,117",
"2020",	30,"Veracruz de Ignacio de la Llave","336,985",
"2020",	31,"Yucatán","49,403",
"2020",	32,"Zacatecas","43,884",
