"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres","Grupo_de_edad|Menores_de_18_años","Grupo_de_edad|De_18_años_o_más","Grupo_de_edad|Entre_12_y_29_años_de_edad","Grupo_de_edad|De_0_a_11_años_y_de_30_años_o_más","Grupo_de_edad|De_65_años_o_más","Grupo_de_edad|Menores_de_65_años",
"Población_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_con_arreglo_a_las_definiciones_nacionales","2014","55,341.556","26,831.363","28,510.193","21,412.934","33,928.622","17,457.949","37,883.607","4,160.248","51,181.308",
"Población_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_con_arreglo_a_las_definiciones_nacionales","2012","53,349.902","25,767.634","27,582.268","21,169.848","32,180.054","16,648.447","36,701.455","3,958.003","49,391.899",
"Población_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_con_arreglo_a_las_definiciones_nacionales","2010","52,813.02","25,674.72","27,138.3","21,722.845","31,090.175","16,779.051","36,033.969","3,559.166","49,253.854",
"Población_de_hombres,_mujeres_y_niños_de_todas_las_edades_que_viven_en_la_pobreza_en_todas_sus_dimensiones,_con_arreglo_a_las_definiciones_nacionales","2008","49,489.496","23,791.283","25,698.213","21,826.158","27,663.338","15,657.204","33,832.292","3,249.332","46,240.164",
