"Serie","Periodo","Tam_loc|Urbano_Sexo|Total","Tam_loc|Urbano_Sexo|Hombres","Tam_loc|Urbano_Sexo|Mujeres","Tam_loc|Rural_Sexo|Total","Tam_loc|Rural_Sexo|Hombres","Tam_loc|Rural_Sexo|Mujeres",
"Horas_de_trabajo_no_remunerado","2019","1,826,544,166.5","495,570,879.4","1,330,973,287.1","1,038,280,785.2","251,390,157.4","786,890,627.9",
"Horas_de_trabajo_no_remunerado","2014","1,577,046,187.1","379,909,253","1,197,136,934.1","946,796,168.6","216,899,130.3","729,897,038.3",
