"Serie","Periodo","Tam_loc|Urbano_Sexo|Total","Tam_loc|Urbano_Sexo|Hombres","Tam_loc|Urbano_Sexo|Mujeres","Tam_loc|Rural_Sexo|Total","Tam_loc|Rural_Sexo|Hombres","Tam_loc|Rural_Sexo|Mujeres",
"Horas_de_trabajo_remunerado","2019","2,149,607,964.4","1,333,570,215.8","816,037,748.6","903,856,387.6","628,457,865","275,398,522.6",
"Horas_de_trabajo_remunerado","2014","1,905,158,948.8","1,193,214,912.3","711,944,036.5","812,742,004.2","585,215,764.4","227,526,239.8",
