"Serie","Periodo","Tam_loc|Urbano_Sexo|Total","Tam_loc|Urbano_Sexo|Hombres","Tam_loc|Urbano_Sexo|Mujeres","Tam_loc|Rural_Sexo|Total","Tam_loc|Rural_Sexo|Hombres","Tam_loc|Rural_Sexo|Mujeres",
"Horas_de_trabajo_remunerado_y_no_remunerado_combinados","2019","3,976,152,130.9","1,829,141,095.2","2,147,011,035.7","1,942,137,172.8","879,848,022.4","1,062,289,150.4",
"Horas_de_trabajo_remunerado_y_no_remunerado_combinados","2014","3,482,205,135.9","1,573,124,165.3","1,909,080,970.6","1,759,538,172.8","802,114,894.7","957,423,278.1",
