"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2024","7,416,309","2,831,255","4,585,054",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2023","6,597,030","2,452,697","4,144,333",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2022","6,145,292","2,262,456","3,882,836",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2021","5,855,882","2,127,553","3,728,329",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2020","5,960,096","2,237,029","3,723,067",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2019","6,580,086","2,532,004","4,048,082",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2018","6,989,757","2,898,710","4,091,047",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2017","6,633,052","2,731,850","3,901,202",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2016","6,553,451","2,678,277","3,875,174",
"Población_de_18_años_y_más_víctima_de_violencia_psicológica","2015","6,126,458","2,653,048","3,473,410",
