"Periodo","cvegeo","Entidad_federativa","Tasa_de_participación_en_el_aprendizaje_organizado_-_Mujeres",
"2024",	00,"Estados Unidos Mexicanos","92.1178977",
"2024",	01,"Aguascalientes","98.37482163",
"2024",	02,"Baja California","88.73793984",
"2024",	03,"Baja California Sur","94.50514139",
"2024",	04,"Campeche","94.06624383",
"2024",	05,"Coahuila de Zaragoza","94.52041122",
"2024",	06,"Colima","94.29228117",
"2024",	07,"Chiapas","84.67617968",
"2024",	08,"Chihuahua","91.5028787",
"2024",	09,"Ciudad de México","85.88830623",
"2024",	10,"Durango","95.41104139",
"2024",	11,"Guanajuato","95.57828961",
"2024",	12,"Guerrero","93.52680736",
"2024",	13,"Hidalgo","97.87578128",
"2024",	14,"Jalisco","93.86832188",
"2024",	15,"México","95.46194059",
"2024",	16,"Michoacán de Ocampo","89.83287899",
"2024",	17,"Morelos","96.17371063",
"2024",	18,"Nayarit","95.76271186",
"2024",	19,"Nuevo León","96.38074716",
"2024",	20,"Oaxaca","56.9351289",
"2024",	21,"Puebla","97.65863239",
"2024",	22,"Querétaro","93.12941421",
"2024",	23,"Quintana Roo","90.988493",
"2024",	24,"San Luis Potosí","97.49876065",
"2024",	25,"Sinaloa","97.22113332",
"2024",	26,"Sonora","92.97676169",
"2024",	27,"Tabasco","93.83086068",
"2024",	28,"Tamaulipas","92.13334342",
"2024",	29,"Tlaxcala","98.72538678",
"2024",	30,"Veracruz de Ignacio de la Llave","94.29148545",
"2024",	31,"Yucatán","95.9370383",
"2024",	32,"Zacatecas","95.81971204",
"2023",	00,"Estados Unidos Mexicanos","92.59685126",
"2023",	01,"Aguascalientes","97.45870394",
"2023",	02,"Baja California","88.47821736",
"2023",	03,"Baja California Sur","93.41031563",
"2023",	04,"Campeche","92.74618398",
"2023",	05,"Coahuila de Zaragoza","94.08150986",
"2023",	06,"Colima","95.96862459",
"2023",	07,"Chiapas","83.27213757",
"2023",	08,"Chihuahua","92.34584074",
"2023",	09,"Ciudad de México","87.52110773",
"2023",	10,"Durango","93.86460213",
"2023",	11,"Guanajuato","93.79661926",
"2023",	12,"Guerrero","92.98388359",
"2023",	13,"Hidalgo","97.96000645",
"2023",	14,"Jalisco","93.30121718",
"2023",	15,"México","95.68582618",
"2023",	16,"Michoacán de Ocampo","88.10045662",
"2023",	17,"Morelos","95.33554817",
"2023",	18,"Nayarit","95.83374863",
"2023",	19,"Nuevo León","97.62641899",
"2023",	20,"Oaxaca","77.0404739",
"2023",	21,"Puebla","97.0640805",
"2023",	22,"Querétaro","90.79291608",
"2023",	23,"Quintana Roo","89.72019465",
"2023",	24,"San Luis Potosí","97.41364496",
"2023",	25,"Sinaloa","95.66355752",
"2023",	26,"Sonora","93.70828943",
"2023",	27,"Tabasco","93.57114857",
"2023",	28,"Tamaulipas","90.46612447",
"2023",	29,"Tlaxcala","98.61261112",
"2023",	30,"Veracruz de Ignacio de la Llave","93.64785529",
"2023",	31,"Yucatán","96.16393634",
"2023",	32,"Zacatecas","96.26480016",
"2022",	00,"Estados Unidos Mexicanos","90.44746939",
"2022",	01,"Aguascalientes","97.25490196",
"2022",	02,"Baja California","85.53702859",
"2022",	03,"Baja California Sur","93.31007282",
"2022",	04,"Campeche","92.49199231",
"2022",	05,"Coahuila de Zaragoza","90.17733444",
"2022",	06,"Colima","93.90156919",
"2022",	07,"Chiapas","81.90575008",
"2022",	08,"Chihuahua","92.04538614",
"2022",	09,"Ciudad de México","86.76560668",
"2022",	10,"Durango","93.74237406",
"2022",	11,"Guanajuato","93.18247178",
"2022",	12,"Guerrero","91.43151266",
"2022",	13,"Hidalgo","97.27297413",
"2022",	14,"Jalisco","93.06101402",
"2022",	15,"México","93.83707149",
"2022",	16,"Michoacán de Ocampo","87.22520652",
"2022",	17,"Morelos","92.93178795",
"2022",	18,"Nayarit","93.09115437",
"2022",	19,"Nuevo León","75.40167928",
"2022",	20,"Oaxaca","78.1204745",
"2022",	21,"Puebla","95.89675385",
"2022",	22,"Querétaro","90.62252964",
"2022",	23,"Quintana Roo","87.76398311",
"2022",	24,"San Luis Potosí","96.82654012",
"2022",	25,"Sinaloa","95.47434355",
"2022",	26,"Sonora","92.55795746",
"2022",	27,"Tabasco","91.99215185",
"2022",	28,"Tamaulipas","87.9948604",
